Ecoregions;Insect_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Insect;lower_Density_Insect;upperr_Density_Insect
TPL;728;0.276722704;;;;
TPL;380;0.934733772;;;;
TPL;208;1.132855026;;;;
TPL;448;1.188619689;;;;
TPL;400;1.311994298;;;;
SAP;470;0.544739639;;;;
XER;473;1.227842938;;;;
UMW;284;0.854814692;;;;
TPL;159;0.989464803;;;;
TPL;297;1.055043025;;;;
SPL;266;0.811359163;;;;
NPL;375;1.103309848;;;;
SAP;227;0.854814692;;;;
SAP;400;0.934733772;;;;
CPL;366;1.118230172;;;;
TPL;345;0.635285246;;;;
UMW;374;1.240467706;;;;
TPL;267;0.715932301;;;;
TPL;315;0.544739638;;;;
CPL;407;0.788633341;;;;
TPL;521;1.147195883;;;;
XER;286;0.946009273;;;;
CPL;442;0.895854746;;;;
SAP;292;1.334375737;;;;
TPL;298;0.635285247;;;;
XER;526;1.023821273;;;;
TPL;430;0.765185945;;;;
TPL;506;1.132855026;;;;
NPL;352;1.407765383;;;;
CPL;374;1.387530393;;;;
SAP;503;1.118230172;;;;
XER;404;0.895854746;;;;
UMW;450;1.201926913;;;;
WMT;435;1.072533273;;;;
XER;295;1.387530393;;;;
XER;875;1.277096581;;;;
SPL;184;1.147195883;;;;
SPL;232;1.088081867;;;;
XER;1090;1.265087684;;;;
XER;454;1.353418105;;;;
XER;573;1.425298098;;;;
NPL;413;0.895854746;;;;
CPL;433;1.023821273;;;;
NAP;445;0.895854746;;;;
WMT;61;0.854814692;;;;
NPL;435;1.132855025;;;;
SAP;423;1.147195883;;;;
NAP;375;1.132855026;;;;
XER;327;0.811359163;;;;
NPL;209;1.023821273;;;;
NPL;510;0.953431757;;;;
CPL;474;1.056650275;;;;
CPL;332;1.188619689;;;;
NPL;105;0.606319536;;;;
NPL;114;0.663157646;;;;
TPL;453;1.006842803;;;;
NPL;56;0.953431757;;;;
XER;417;1.227842938;;;;
TPL;46;0.788633341;;;;
NPL;276;0.989464802;;;;
XER;416;1.040418172;;;;
WMT;343;1.072533273;;;;
NAP;412;1.056650275;;;;
NAP;503;1.247733705;;;;
NAP;357;1.446644409;;;;
XER;502;1.175068282;;;;
SAP;345;1.161263564;;;;
SAP;162;1.072533273;;;;
SAP;67;0.788633341;;;;
SAP;905;0.477554166;;;;
XER;879;1.334375737;;;;
NAP;336;1.240467706;;;;
SAP;383;0.971668015;;;;
NPL;212;1.249178366;;;;
WMT;323;1.175068282;;;;
UMW;399;0.44152112;;;;
CPL;71;1.266028744;;;;
NAP;297;1.023821273;;;;
WMT;448;0.663157646;;;;
TPL;492;0.57617123;;;;
NAP;295;1.006842803;;;;
NAP;545;1.023821273;;;;
WMT;432;1.023821273;;;;
TPL;258;0.663157646;;;;
TPL;4;0.786321818;;;;
TPL;459;0.606319536;;;;
CPL;291;1.056650275;;;;
NPL;166;0.953431757;;;;
SAP;400;0.875619757;;;;
SAP;244;1.201926913;;;;
XER;784;1.241718393;;;;
XER;400;1.277096581;;;;
XER;378;1.366725329;;;;
TPL;289;0.715932301;;;;
NPL;226;0.811359163;;;;
SAP;237;1.214998598;;;;
SAP;76;1.072533273;;;;
UMW;380;1.302464735;;;;
WMT;356;1.106318125;;;;
TPL;601;0.953431757;;;;
NAP;69;0.715932301;;;;
SAP;271;1.103309848;;;;
SAP;431;1.103309848;;;;
CPL;185;1.387530393;;;;
NAP;385;1.227842938;;;;
TPL;566;0.511910636;;;;
TPL;314;0.663157646;;;;
WMT;471;1.492530651;;;;
WMT;204;0.788633341;;;;
TPL;438;1.240467706;;;;
TPL;650;0.989464802;;;;
TPL;345;0.989464802;;;;
UMW;263;1.147195882;;;;
WMT;417;1.288913328;;;;
XER;451;0.895854746;;;;
SAP;414;1.345317136;;;;
UMW;309;1.188619689;;;;
UMW;175;1.072533273;;;;
SAP;424;0.740969646;;;;
NPL;149;1.023821273;;;;
NAP;423;1.088081867;;;;
NPL;359;1.006842803;;;;
CPL;242;1.147195883;;;;
XER;408;0.934733772;;;;
WMT;168;1.240467706;;;;
WMT;501;1.323269799;;;;
NAP;177;0.760405793;;;;
CPL;134;0.971668015;;;;
UMW;325;1.088081867;;;;
SAP;374;0.953431757;;;;
NAP;488;0.895854746;;;;
SAP;369;0.895854746;;;;
NAP;291;0.875619757;;;;
TPL;383;0.715932301;;;;
TPL;738;1.040418172;;;;
SPL;204;1.277096581;;;;
CPL;75;0.915550072;;;;
CPL;232;1.072533273;;;;
CPL;122;1.056650275;;;;
NPL;324;1.006842803;;;;
CPL;432;0.788633341;;;;
NPL;392;0.895854747;;;;
SAP;225;1.201926913;;;;
NPL;626;0.811359163;;;;
WMT;365;1.288913328;;;;
WMT;385;1.161263564;;;;
NPL;368;0.875619756;;;;
XER;352;1.147195883;;;;
XER;910;1.227842938;;;;
SPL;80;1.077232319;;;;
WMT;1211;0.788633341;;;;
NAP;102;0.940393041;;;;
NAP;451;1.023821273;;;;
WMT;603;1.201926913;;;;
WMT;407;1.366725329;;;;
WMT;497;1.366725329;;;;
XER;417;1.175068283;;;;
CPL;148;1.161263564;;;;
SPL;436;1.201926913;;;;
SPL;395;1.208491675;;;;
NAP;415;1.088081867;;;;
NAP;406;1.252880283;;;;
CPL;378;0.875619756;;;;
XER;526;1.056650275;;;;
NPL;130;1.023821273;;;;
SPL;419;1.386503942;;;;
SAP;269;1.132855026;;;;
SAP;149;0.788633341;;;;
WMT;350;1.366725329;;;;
NAP;344;0.953431757;;;;
NAP;437;0.934733772;;;;
SPL;633;1.103309848;;;;
TPL;328;1.006842803;;;;
UMW;451;1.311994298;;;;
UMW;407;1.272316429;;;;
NPL;281;0.934733772;;;;
UMW;455;1.277096581;;;;
SAP;340;1.201926913;;;;
SPL;864;1.161263564;;;;
CPL;50;1.277096581;;;;
SPL;24;1.240467706;;;;
SPL;263;0.934733772;;;;
NAP;376;1.006842803;;;;
NAP;83;0.971668015;;;;
XER;454;1.252880283;;;;
NPL;493;1.211101328;;;;
NAP;470;0.606319536;;;;
SAP;311;1.188619689;;;;
UMW;378;1.268710901;;;;
SAP;65;1.103309848;;;;
SAP;2;1.147195883;;;;
WMT;487;0.915550072;;;;
CPL;385;0.854814692;;;;
NAP;271;0.511910636;;;;
NPL;655;1.387530393;;;;
XER;937;1.277096581;;;;
XER;126;1.277096581;;;;
SAP;497;0.606319536;;;;
SAP;133;0.989464802;;;;
NPL;129;0.915550072;;;;
NPL;377;0.663157646;;;;
SPL;438;0.811359163;;;;
SAP;273;1.311994299;;;;
SAP;432;1.356098801;;;;
CPL;93;0.903796016;;;;
CPL;125;1.040418172;;;;
CPL;338;1.147195883;;;;
CPL;133;1.227842938;;;;
NAP;441;0.811359163;;;;
NPL;83;1.147195883;;;;
NAP;401;0.740969646;;;;
TPL;529;0.953431757;;;;
TPL;391;1.040418172;;;;
CPL;228;1.072533273;;;;
SAP;232;1.288913328;;;;
UMW;388;1.023821273;;;;
UMW;298;1.300543977;;;;
WMT;214;0.811359163;;;;
NPL;262;1.118230172;;;;
XER;399;0.953431757;;;;
NPL;584;1.188619689;;;;
TPL;184;0.915550072;;;;
TPL;316;0.989464802;;;;
SAP;100;1.175068282;;;;
CPL;228;1.217585399;;;;
NAP;223;1.072533273;;;;
WMT;288;0.833406499;;;;
TPL;432;0.989464802;;;;
CPL;245;0.511910636;;;;
CPL;59;0.788633341;;;;
CPL;222;0.740969646;;;;
XER;319;1.201926913;;;;
SAP;52;1.040418172;;;;
SAP;53;1.252880283;;;;
SPL;166;1.201926913;;;;
NPL;1002;1.252880283;;;;
NPL;471;1.161263564;;;;
NPL;72;0.989464802;;;;
WMT;414;1.091152686;;;;
CPL;360;0.875619756;;;;
UMW;424;1.288913328;;;;
UMW;250;1.252880283;;;;
SAP;381;1.188619689;;;;
SAP;505;1.474516808;;;;
NPL;595;0.511910637;;;;
NPL;96;0.740969646;;;;
NAP;377;1.252880283;;;;
TPL;123;1.023821273;;;;
TPL;415;0.511910636;;;;
UMW;408;1.300543977;;;;
UMW;350;1.252880283;;;;
NAP;149;1.240467706;;;;
SAP;473;0.833406499;;;;
UMW;388;1.427460708;;;;
UMW;320;1.397717188;;;;
SAP;24;0.895854746;;;;
TPL;36;1.006842802;;;;
WMT;361;1.214998598;;;;
WMT;474;1.227842938;;;;
NAP;200;0.875619757;;;;
CPL;311;1.023821273;;;;
CPL;344;1.072533273;;;;
NPL;180;0.57617123;;;;
NAP;400;1.056650275;;;;
NPL;630;1.37720112;;;;
CPL;168;0.788633341;;;;
NPL;152;0.663157646;;;;
NAP;354;1.214998598;;;;
WMT;125;1.088081867;;;;
SPL;144;0.57617123;;;;
SPL;314;0.635285246;;;;
NAP;476;0.895854746;;;;
NAP;415;0.606319536;;;;
XER;659;1.201926913;;;;
CPL;304;1.214998598;;;;
CPL;403;1.072533273;;;;
XER;473;0.934733772;;;;
WMT;286;1.356098801;;;;
XER;283;1.040418172;;;;
XER;251;0.690016276;;;;
TPL;127;0.895854746;;;;
TPL;434;1.124359095;;;;
WMT;436;1.118230173;;;;
NAP;229;1.214998598;;;;
NAP;230;1.022140883;;;;
WMT;1175;1.262662292;;;;
TPL;22;0.765185945;;;;
UMW;201;1.214998598;;;;
TPL;391;0.989464802;;;;
CPL;21;0.915550072;;;;
TPL;291;1.040418172;;;;
TPL;698;0.934733772;;;;
WMT;282;0.989464802;;;;
XER;385;1.277096581;;;;
WMT;400;1.103309848;;;;
WMT;476;1.103309848;;;;
TPL;132;1.201926913;;;;
SAP;162;1.387530393;;;;
NAP;152;0.989464802;;;;
NAP;141;0.544739639;;;;
XER;597;1.300543977;;;;
TPL;486;1.006842803;;;;
CPL;47;1.265087684;;;;
SPL;337;0.980620015;;;;
NPL;837;1.006842803;;;;
SPL;387;0.953431757;;;;
WMT;339;0.733547162;;;;
WMT;391;1.040418172;;;;
WMT;500;0.936625017;;;;
SPL;237;0.915550072;;;;
CPL;47;1.175068282;;;;
TPL;329;1.078792047;;;;
TPL;161;1.132855025;;;;
SAP;202;1.072533273;;;;
SAP;135;1.201926913;;;;
NAP;234;1.227842938;;;;
TPL;461;1.103309848;;;;
SPL;358;1.242966967;;;;
TPL;534;0.818042746;;;;
NPL;555;0.971668015;;;;
SPL;86;1.103309848;;;;
WMT;380;1.270115143;;;;
XER;494;1.310857222;;;;
XER;873;1.311994298;;;;
CPL;242;1.040418172;;;;
CPL;241;0.895854746;;;;
UMW;165;1.056650275;;;;
SPL;365;1.023821273;;;;
TPL;435;0.953431757;;;;
TPL;199;0;;;;
NAP;87;0.953431757;;;;
UMW;297;1.240467706;;;;
CPL;63;1.161263564;;;;
XER;384;1.407765383;;;;
SPL;64;0.511910636;;;;
SAP;451;1.277096581;;;;
WMT;283;1.318780235;;;;
SPL;985;1.175068282;;;;
SPL;352;1.201926913;;;;
UMW;78;1.300543977;;;;
SPL;934;0.635285246;;;;
WMT;310;0.635285246;;;;
CPL;237;1.132855026;;;;
NAP;44;1.161263564;;;;
WMT;48;0.934733772;;;;
WMT;116;1.006842803;;;;
TPL;496;1.088081867;;;;
TPL;249;1.040418172;;;;
TPL;150;1.214998598;;;;
UMW;359;1.265087684;;;;
UMW;366;1.201926913;;;;
XER;116;0.854814692;;;;
UMW;375;1.345317136;;;;
TPL;80;1.023821273;;;;
TPL;27;0.895854746;;;;
WMT;414;1.008272679;;;;
XER;958;1.023821273;;;;
XER;395;0.765185945;;;;
CPL;91;0.854814692;;;;
CPL;75;0.917491022;;;;
XER;405;1.040418172;;;;
XER;258;1.188619689;;;;
NPL;491;0.889171163;;;;
NPL;418;0.606319536;;;;
NPL;486;0.765185945;;;;
CPL;416;1.056650275;;;;
CPL;106;0.895854746;;;;
SAP;491;0.811359163;;;;
SAP;453;0.811359163;;;;
TPL;395;1.227842938;;;;
UMW;375;0.875619756;;;;
UMW;420;1.161263564;;;;
WMT;283;0.57617123;;;;
TPL;544;1.097256282;;;;
NPL;38;0.989464802;;;;
UMW;433;1.334375737;;;;
WMT;493;1.265087684;;;;
SPL;408;0.635285246;;;;
TPL;461;1.334375737;;;;
NAP;215;1.103309848;;;;
WMT;461;0.870473178;;;;
WMT;486;0.953431757;;;;
SAP;551;1.265087683;;;;
TPL;314;1.288913328;;;;
UMW;200;1.006842803;;;;
CPL;246;1.311994298;;;;
CPL;90;1.201926913;;;;
XER;171;0.511910636;;;;
UMW;260;0.915550072;;;;
NPL;365;1.356098801;;;;
UMW;224;0.765185945;;;;
CPL;455;0.788633341;;;;
CPL;80;1.006842803;;;;
NPL;443;0.854814692;;;;
NAP;443;0.854814692;;;;
XER;415;1.006842803;;;;
NPL;264;0.934733772;;;;
WMT;322;1.132855025;;;;
NAP;19;1.147195883;;;;
WMT;443;0.895854746;;;;
SPL;10;0.44152112;;;;
CPL;80;0.934733772;;;;
TPL;553;0.934733772;;;;
SPL;314;1.456052573;;;;
SPL;372;1.397717188;;;;
UMW;429;1.175068282;;;;
CPL;342;0.740969646;;;;
NAP;407;0.861117982;;;;
NPL;541;1.277096581;;;;
NPL;511;1.103309848;;;;
SAP;461;1.088081867;;;;
NAP;244;1.023821273;;;;
TPL;99;0.875619757;;;;
CPL;325;1.072533273;;;;
TPL;131;0.854814692;;;;
SAP;454;0.925204208;;;;
SAP;313;1.049737298;;;;
XER;414;1.188619689;;;;
UMW;440;1.040418172;;;;
SAP;55;0.971668015;;;;
TPL;828;0.915550072;;;;
SAP;84;0.57617123;;;;
NPL;164;0.915550072;;;;
NPL;106;1.072533273;;;;
NAP;127;1.147195883;;;;
WMT;459;1.226426771;;;;
SPL;320;1.056650275;;;;
SAP;108;1.056650275;;;;
TPL;420;0.690016276;;;;
TPL;399;0.663157646;;;;
WMT;451;0.909976227;;;;
TPL;672;0.635285246;;;;
TPL;380;1.049737298;;;;
TPL;105;0.715932302;;;;
SPL;831;0.511910637;;;;
SPL;71;0.635285246;;;;
TPL;175;0.934733772;;;;
CPL;357;1.265087683;;;;
TPL;166;0.511910636;;;;
TPL;348;0.788633341;;;;
SAP;525;1.147195883;;;;
SAP;208;1.056650275;;;;
SAP;19;1.175068282;;;;
XER;174;0.971668015;;;;
WMT;440;0.811359163;;;;
WMT;511;1.366725329;;;;
UMW;436;1.312940527;;;;
UMW;475;1.252880283;;;;
TPL;179;0.971668015;;;;
WMT;376;1.161263564;;;;
SPL;455;1.227842938;;;;
WMT;215;1.252880283;;;;
NAP;14;0.740969646;;;;
NAP;69;0.606319536;;;;
SPL;539;1.161263564;;;;
TPL;282;1.240467706;;;;
SAP;329;1.201926913;;;;
SAP;459;0.989464802;;;;
TPL;62;0.36370912;;;;
TPL;59;0.854814692;;;;
CPL;116;1.323269799;;;;
SPL;389;0.57617123;;;;
SPL;642;1.345317136;;;;
SPL;390;0.740969646;;;;
TPL;520;0.690016276;;;;
SPL;367;1.201926913;;;;
TPL;421;0.895854747;;;;
WMT;578;1.006842803;;;;
CPL;135;1.323269799;;;;
NPL;800;0.934733772;;;;
NPL;425;1.147195883;;;;
XER;896;1.46303087;;;;
CPL;356;0.96986452;;;;
NPL;215;1.103309848;;;;
NPL;247;1.074102946;;;;
CPL;195;1.161263564;;;;
CPL;539;1.023821273;;;;
NAP;476;0.811359163;;;;
WMT;444;0.953431757;;;;
WMT;443;0.895854746;;;;
NPL;270;0.615129155;;;;
SPL;739;0.765185945;;;;
UMW;300;1.103309848;;;;
XER;131;1.118230172;;;;
XER;82;1.056650275;;;;
XER;789;0.971668015;;;;
XER;363;1.201926913;;;;
NPL;620;0.715932302;;;;
WMT;376;1.323269799;;;;
WMT;421;0.934733772;;;;
SPL;615;1.265087683;;;;
XER;475;1.227842938;;;;
XER;471;0.606319536;;;;
TPL;494;0.971668015;;;;
UMW;157;0.544739638;;;;
WMT;379;0.95527578;;;;
WMT;379;0.971668015;;;;
TPL;667;0.854814692;;;;
NPL;719;1.227842938;;;;
TPL;142;0.875619756;;;;
CPL;183;1.132855025;;;;
NPL;301;1.161263564;;;;
NPL;190;1.118230172;;;;
TPL;566;0.064260594;;;;
TPL;487;0.788633341;;;;
UMW;340;1.277096581;;;;
UMW;335;0.971668015;;;;
NPL;358;0.544739638;;;;
SPL;428;1.006842803;;;;
WMT;503;1.161263564;;;;
SPL;23;1.040418172;;;;
SPL;279;1.040418172;;;;
CPL;107;1.198401699;;;;
NPL;587;0.854814692;;;;
NPL;416;0.934733772;;;;
WMT;243;1.118230172;;;;
CPL;213;0.854814692;;;;
SAP;356;1.474516808;;;;
SAP;415;1.201926913;;;;
TPL;402;1.103309848;;;;
SPL;122;1.214998598;;;;
NPL;114;1.323269799;;;;
NPL;426;0.971668015;;;;
TPL;455;0.811359163;;;;
TPL;499;1.040418172;;;;
TPL;56;1.006842803;;;;
WMT;494;1.175068282;;;;
WMT;475;1.259009205;;;;
NPL;263;1.201926913;;;;
WMT;439;1.240467706;;;;
NPL;618;1.252880283;;;;
NPL;361;1.092749798;;;;
SAP;388;1.236283383;;;;
NPL;408;1.300543977;;;;
UMW;412;1.483578651;;;;
SPL;192;0.663157646;;;;
SPL;30;0.833406499;;;;
XER;538;1.427460708;;;;
XER;296;1.064634471;;;;
SPL;438;1.265087684;;;;
CPL;8;1.188619689;;;;
CPL;93;0.913387462;;;;
SAP;347;1.510115552;;;;
SAP;152;1.161263564;;;;
WMT;287;1.103309848;;;;
NPL;525;0.915550072;;;;
CPL;286;1.201926913;;;;
CPL;110;1.088081867;;;;
CPL;477;0.989464802;;;;
SAP;392;1.118230173;;;;
CPL;361;1.265087683;;;;
UMW;187;1.175068283;;;;
NAP;537;0.635285246;;;;
WMT;510;1.214998598;;;;
TPL;128;0.740969646;;;;
NPL;714;1.188619689;;;;
NPL;390;1.088081867;;;;
WMT;416;1.265087683;;;;
SAP;308;0.971668015;;;;
XER;416;1.300543977;;;;
UMW;380;1.006842802;;;;
UMW;194;0.715932302;;;;
TPL;132;0.788633341;;;;
WMT;527;1.254519642;;;;
SPL;12;0.663157646;;;;
SPL;10;0.064260594;;;;
CPL;91;0.811359163;;;;
CPL;344;0.971668015;;;;
XER;363;1.201926913;;;;
SPL;368;1.311994299;;;;
CPL;79;0.854814692;;;;
SAP;399;1.323269799;;;;
SAP;527;1.201926913;;;;
TPL;62;0.715932301;;;;
NPL;272;1.103309848;;;;
NPL;423;1.056650275;;;;
WMT;113;1.483578651;;;;
WMT;176;1.334375737;;;;
WMT;479;0.875619756;;;;
SPL;514;1.118230172;;;;
SPL;66;0.606319536;;;;
CPL;45;0.875619756;;;;
CPL;157;1.072533273;;;;
WMT;410;0.833406499;;;;
NAP;350;1.040418172;;;;
TPL;119;0.978838274;;;;
CPL;419;0.971668015;;;;
UMW;129;1.132855025;;;;
WMT;325;1.347486098;;;;
NPL;293;0.854814692;;;;
UMW;379;1.161263564;;;;
SPL;1;0.57617123;;;;
UMW;473;1.118230172;;;;
TPL;299;1.131405504;;;;
TPL;18;0;;;;
TPL;435;0.788633341;;;;
SAP;308;0.299448526;;;;
NAP;333;0.788633341;;;;
TPL;452;0.875619756;;;;
TPL;377;1.040418172;;;;
NPL;279;0.606319536;;;;
SPL;496;0.635285246;;;;
TPL;413;0.788633341;;;;
TPL;378;0.811359163;;;;
SPL;191;0.544739638;;;;
WMT;400;1.040418172;;;;
WMT;245;1.040418172;;;;
WMT;401;0.788633341;;;;
CPL;37;0.934733772;;;;
NPL;861;0.477554166;;;;
SPL;500;1.311994299;;;;
SPL;257;0.934733772;;;;
XER;371;1.088081867;;;;
TPL;490;0.8334065;;;;
NAP;281;1.238378508;;;;
TPL;106;0.989464802;;;;
TPL;452;1.023821273;;;;
XER;41;1.040418172;;;;
TPL;559;1.056650275;;;;
TPL;248;0.989464802;;;;
WMT;400;1.300543977;;;;
SAP;342;1.417678699;;;;
CPL;133;1.040418172;;;;
CPL;121;1.006842803;;;;
NAP;332;0.895854746;;;;
NPL;253;0.811359163;;;;
TPL;365;0.690016276;;;;
TPL;412;0.875619757;;;;
NPL;669;0.895854746;;;;
NAP;224;0.971668015;;;;
NAP;90;1.175068282;;;;
SAP;278;0.915550072;;;;
NAP;47;1.334375737;;;;
NAP;42;1.252880283;;;;
TPL;462;0.679389749;;;;
NAP;274;1.056650275;;;;
WMT;264;1.132855025;;;;
WMT;206;1.161263564;;;;
UMW;345;1.281056542;;;;
CPL;218;1.104468328;;;;
SAP;276;1.072533273;;;;
SAP;435;0.795524815;;;;
SAP;291;1.240467706;;;;
UMW;235;0.915550072;;;;
XER;849;0.36370912;;;;
XER;16;0.544739638;;;;
NAP;370;1.118230173;;;;
NAP;257;0.934733772;;;;
NPL;409;1.252880283;;;;
NPL;471;1.118230173;;;;
WMT;48;1.277096581;;;;
SAP;255;1.062362066;;;;
NPL;408;1.072533273;;;;
WMT;383;1.040418172;;;;
WMT;450;1.277096581;;;;
NPL;320;0.544739638;;;;
NPL;393;0.989464802;;;;
WMT;30;0.8334065;;;;
SAP;368;1.323269799;;;;
UMW;149;1.132855025;;;;
UMW;300;0.915550072;;;;
NPL;486;1.279475105;;;;
NPL;807;0.959560679;;;;
NPL;497;1.110807689;;;;
SPL;107;0.854814692;;;;
NAP;221;0.8334065;;;;
SAP;49;1.006842802;;;;
SAP;412;1.161263564;;;;
NPL;177;0.875619756;;;;
WMT;207;1.103309848;;;;
NPL;160;1.023821273;;;;
NPL;477;1.040418172;;;;
WMT;218;1.288913328;;;;
XER;864;1.20082709;;;;
SAP;431;1.259009205;;;;
TPL;39;0.544739638;;;;
TPL;538;0.915550072;;;;
XER;324;1.147195883;;;;
SAP;365;1.118230172;;;;
SAP;106;1.008558322;;;;
TPL;590;1.397717188;;;;
TPL;248;1.175068282;;;;
NAP;210;0.895854746;;;;
WMT;473;1.212835988;;;;
NAP;88;0.934733772;;;;
NAP;254;1.147195883;;;;
SPL;233;1.072533273;;;;
SAP;91;1.147195883;;;;
SAP;495;0.895854746;;;;
SAP;440;0.576171231;;;;
SAP;487;0.477554166;;;;
XER;189;1.103309848;;;;
WMT;456;1.277096581;;;;
WMT;362;0.953431757;;;;
SAP;49;1.227842938;;;;
NPL;438;0.971668015;;;;
NPL;504;0.788633341;;;;
SAP;411;1.356098801;;;;
SAP;424;0.989464802;;;;
SAP;127;0.854814692;;;;
XER;372;1.356098801;;;;
UMW;152;1.056650275;;;;
UMW;392;0.576171231;;;;
NAP;352;1.006842803;;;;
TPL;390;0.663157646;;;;
SAP;316;0.765185945;;;;
NPL;584;0.854814692;;;;
XER;270;1.265087684;;;;
NAP;226;1.118230172;;;;
NPL;1051;1.040418172;;;;
NPL;479;1.288913328;;;;
TPL;413;0.997238884;;;;
TPL;156;1.188619689;;;;
NAP;237;0.544739638;;;;
CPL;158;0.915550072;;;;
CPL;152;1.427460708;;;;
WMT;465;1.370933493;;;;
NAP;305;1.265087683;;;;
TPL;414;0.064260594;;;;
TPL;419;1.345317136;;;;
WMT;353;0.875619756;;;;
WMT;488;1.252880283;;;;
CPL;164;0.606319536;;;;
CPL;127;0.824387221;;;;
NAP;133;1.088081867;;;;
TPL;549;1.110807689;;;;
TPL;230;1.214998598;;;;
XER;361;1.161263564;;;;
SPL;289;0.895854746;;;;
CPL;138;1.006842803;;;;
NAP;459;0.78863334;;;;
CPL;314;0.833406499;;;;
CPL;76;1.323269799;;;;
NAP;286;0.951583117;;;;
NPL;787;0.788633341;;;;
XER;466;0.915550072;;;;
WMT;368;1.023821273;;;;
NPL;159;0.740969646;;;;
NAP;398;1.387530393;;;;
NAP;232;0.971668015;;;;
NAP;430;0.740969646;;;;
SPL;57;0.989464802;;;;
SPL;263;1.265087684;;;;
XER;1090;1.147195883;;;;
XER;147;1.175068282;;;;
NAP;466;0.889171163;;;;
SPL;452;0.740969646;;;;
SPL;188;0.511910636;;;;
NPL;642;1.227842938;;;;
SPL;488;0.22905901;;;;
SPL;449;0.875619757;;;;
SPL;678;1.252880283;;;;
SPL;549;1.300543977;;;;
WMT;321;0.953431757;;;;
SAP;197;0.788633341;;;;
CPL;570;1.234182298;;;;
UMW;515;0.740969646;;;;
SPL;37;0.57617123;;;;
SPL;124;0.811359163;;;;
TPL;133;0.811359163;;;;
UMW;360;1.088081867;;;;
NPL;400;1.040418172;;;;
SPL;564;0.17810564;;;;
SPL;192;0.833406499;;;;
SPL;116;0.44152112;;;;
UMW;395;1.259009205;;;;
UMW;421;1.360204042;;;;
NAP;205;0.765185945;;;;
WMT;495;1.127039791;;;;
WMT;326;1.063751589;;;;
TPL;769;0.635285246;;;;
SPL;62;0.875619756;;;;
CPL;287;0.989464802;;;;
WMT;121;1.088081867;;;;
SAP;399;0.690016276;;;;
SAP;465;0.929030802;;;;
WMT;514;0.811359163;;;;
SAP;289;0.635285246;;;;
WMT;439;1.510115552;;;;
NPL;635;1.201926913;;;;
NPL;339;1.175068282;;;;
WMT;440;0.936834857;;;;
WMT;402;0.606319536;;;;
NAP;381;0.992389681;;;;
WMT;314;0.971668015;;;;
XER;448;1.088081867;;;;
WMT;277;0.511910636;;;;
UMW;404;1.323269799;;;;
NPL;464;1.040418172;;;;
NPL;303;1.141850642;;;;
SPL;286;1.147195883;;;;
UMW;308;0.811359163;;;;
UMW;388;1.382383815;;;;
NPL;796;1.334375737;;;;
NPL;419;1.240467706;;;;
XER;196;1.072533273;;;;
TPL;52;0.511910637;;;;
TPL;341;0.811359163;;;;
XER;389;1.201926913;;;;
XER;90;1.072533273;;;;
UMW;281;0.606319536;;;;
NAP;331;1.103309848;;;;
WMT;365;0.635285246;;;;
TPL;379;1.023821273;;;;
NPL;683;0.511910636;;;;
XER;452;1.088081867;;;;
WMT;384;1.023821273;;;;
UMW;297;0.854814692;;;;
UMW;340;1.147195883;;;;
NAP;79;1.103309848;;;;
SAP;387;0.953431757;;;;
NAP;237;1.175068282;;;;
NPL;970;0.989464802;;;;
NPL;424;0.715932302;;;;
NPL;585;0.788633341;;;;
SAP;408;0.895854746;;;;
SPL;720;1.001672203;;;;
SPL;376;0.895854746;;;;
TPL;237;0.833406499;;;;
SAP;444;0.690016277;;;;
XER;226;1.17202279;;;;
TPL;160;0.663157646;;;;
UMW;242;1.103309848;;;;
NAP;294;0.895854746;;;;
NAP;425;0.606319536;;;;
TPL;327;0.811359163;;;;
TPL;106;0.971668015;;;;
SAP;56;1.112298165;;;;
WMT;447;1.023821273;;;;
NAP;285;1.107817681;;;;
SPL;135;0.953431757;;;;
SPL;138;0.663157646;;;;
SAP;105;1.088081867;;;;
NAP;489;1.152855151;;;;
NAP;417;1.265087684;;;;
NAP;333;0.875619756;;;;
SAP;406;1.072533273;;;;
TPL;159;0.975261846;;;;
TPL;35;1.088081867;;;;
UMW;137;1.334375737;;;;
CPL;349;1.265087683;;;;
XER;116;1.514114827;;;;
XER;765;1.251648371;;;;
XER;364;1.056650275;;;;
NAP;397;1.288913328;;;;
NAP;446;0.854814692;;;;
CPL;273;1.201926913;;;;
CPL;108;1.006842803;;;;
SAP;417;0.765185945;;;;
SAP;426;0.733547162;;;;
SAP;382;1.161263564;;;;
WMT;369;0.788633341;;;;
WMT;289;1.040418172;;;;
SAP;120;1.103309848;;;;
SAP;93;1.118230172;;;;
NAP;179;1.088081867;;;;
NAP;417;0.875619756;;;;
SAP;235;1.188619689;;;;
SAP;647;1.040418172;;;;
XER;339;0.811359163;;;;
SPL;56;1.132855025;;;;
SAP;355;1.252880283;;;;
SAP;396;1.323269799;;;;
NPL;673;0.915550072;;;;
NPL;319;0.715932301;;;;
WMT;45;0.875619756;;;;
WMT;390;0.953431757;;;;
UMW;193;0.971668015;;;;
XER;319;1.312940527;;;;
NPL;648;1.013681101;;;;
SPL;16;0.477554166;;;;
SPL;7;0.953431757;;;;
WMT;399;1.456052573;;;;
NPL;43;0.875619756;;;;
WMT;246;1.006842803;;;;
