Ecoregions;Insect_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Insect;lower_LCBD_Insect;upperr_LCBD_Insect
NAP;0.000834261;1.176207112;;;;
TPL;0.001051928;0.811359163;;;;
UMW;0.000729404;0.942269868;;;;
UMW;0.000788475;1.227842938;;;;
WMT;0.000917835;0.953431757;;;;
SAP;0.0007061;1.227842938;;;;
TPL;0.000677669;0.511910636;;;;
XER;0.001386174;1.387530393;;;;
XER;0.001244998;1.323269799;;;;
NAP;0.000951266;0.989464802;;;;
NPL;0.000866469;0.875619756;;;;
SAP;0.000759066;0.765185945;;;;
CPL;0.000811488;0.934733772;;;;
TPL;0.001071249;0.321495863;;;;
SAP;0.000810278;1.088081867;;;;
UMW;0.000715182;1.334375737;;;;
TPL;0.000845272;1.042057531;;;;
TPL;0.000993763;1.006842803;;;;
TPL;0.000971438;0.8334065;;;;
TPL;0.00077502;0.17810564;;;;
TPL;0.001096397;0.663157646;;;;
NPL;0.000834512;1.175068282;;;;
NPL;0.001122428;1.323269799;;;;
UMW;0.000732656;1.088081867;;;;
NAP;0.001069926;1.161263564;;;;
TPL;0.000840002;0.833406499;;;;
SPL;0.001138102;0.989464802;;;;
SPL;0.001028434;0.765185945;;;;
WMT;0.001314264;1.175068282;;;;
NPL;0.000774095;1.300543977;;;;
WMT;0.001480539;1.20082709;;;;
WMT;0.001354949;1.198401699;;;;
CPL;0.000724461;1.056650275;;;;
NPL;0.001024045;0.740969646;;;;
TPL;0.000788788;1.072533273;;;;
WMT;0.001393024;0.788633341;;;;
TPL;0.001151321;0.934733772;;;;
SAP;0.001135167;0.811359163;;;;
SAP;0.000846076;0.852701584;;;;
SPL;0.001023757;0.276722704;;;;
NAP;0.000816738;0.403639436;;;;
UMW;0.000973471;1.175068282;;;;
TPL;0.000710697;0.765185945;;;;
UMW;0.000742904;1.072533273;;;;
CPL;0.001205728;1.288913328;;;;
SPL;0.00112901;1.201926913;;;;
TPL;0.000986891;0.663157646;;;;
UMW;0.001249934;0.788633341;;;;
SPL;0.000981823;0.953431757;;;;
CPL;0.000734086;0.788633341;;;;
NAP;0.000887915;1.175068283;;;;
WMT;0.000821231;1.277096581;;;;
WMT;0.000928824;1.025497848;;;;
WMT;0.001286002;1.161263564;;;;
NAP;0.000946741;1.214998598;;;;
SAP;0.001246838;1.023821273;;;;
SAP;0.001585423;1.265087683;;;;
UMW;0.000658291;0.740969646;;;;
NAP;0.000863576;0.908607309;;;;
SAP;0.00080046;0.971668015;;;;
NAP;0.000979813;1.147195883;;;;
XER;0.000691863;0.895854746;;;;
SPL;0.0009736;1.334375737;;;;
SAP;0.000662472;0.989464802;;;;
SAP;0.000920832;0.953431757;;;;
UMW;0.00085802;1.005123289;;;;
NAP;0.000978697;1.132855026;;;;
UMW;0.00082769;1.118230172;;;;
UMW;0.00113368;1.300543977;;;;
NAP;0.001468743;1.214998598;;;;
SAP;0.00070728;1.311994299;;;;
SAP;0.000791954;1.086541656;;;;
TPL;0.000877704;0.895854746;;;;
SPL;0.000631239;0.511910637;;;;
SPL;0.000795409;0.36370912;;;;
NPL;0.001017423;1.356098801;;;;
TPL;0.001147289;0.788633341;;;;
SAP;0.001216097;0.971668015;;;;
SAP;0.000829129;1.214998598;;;;
XER;0.001350865;1.483578651;;;;
CPL;0.001176524;1.161263564;;;;
WMT;0.000878184;0.95711521;;;;
UMW;0.00107009;1.056650275;;;;
TPL;0.000870051;0.579242049;;;;
CPL;0.000925586;1.103309848;;;;
TPL;0.000711053;1.088081867;;;;
TPL;0.001066155;1.040418172;;;;
WMT;0.001311344;1.056650275;;;;
NAP;0.000910376;0.715932302;;;;
SPL;0.001285692;1.227842938;;;;
UMW;0.000967145;0.690016276;;;;
UMW;0.00074078;1.147195883;;;;
CPL;0.001587412;1.188619689;;;;
NAP;0.001290262;1.227842938;;;;
XER;0.00137817;1.158471383;;;;
XER;0.001050809;1.132855025;;;;
SPL;0.001179092;1.417678699;;;;
SPL;0.001044439;1.161263564;;;;
UMW;0.000825574;1.147195883;;;;
CPL;0.000836676;1.161263564;;;;
CPL;0.00097442;1.161263564;;;;
SAP;0.001049251;1.300543977;;;;
TPL;0.000619861;0.856921772;;;;
UMW;0.00061918;0.895854746;;;;
CPL;0.000814242;1.118230172;;;;
CPL;0.001360236;1.427460708;;;;
NAP;0.001345646;1.252880283;;;;
NPL;0.000961584;1.040418172;;;;
WMT;0.000880284;0.788633341;;;;
WMT;0.000803943;1.132855025;;;;
WMT;0.001129735;1.252880283;;;;
SAP;0.000836562;1.323269799;;;;
TPL;0.000839396;0.971668015;;;;
TPL;0.001425421;1.006842803;;;;
NAP;0.000839842;1.118230173;;;;
SPL;0.001039918;0.477554166;;;;
TPL;0.000960492;0.44152112;;;;
NPL;0.000883224;1.103309848;;;;
CPL;0.000759171;1.201926913;;;;
CPL;0.000824588;1.288913328;;;;
TPL;0.001140109;0.544739639;;;;
NAP;0.0011073;0.788633341;;;;
WMT;0.001589313;1.288913328;;;;
TPL;0.001280425;1.37720112;;;;
NAP;0.00133102;1.343504789;;;;
NAP;0.001122612;1.201926913;;;;
CPL;0.000733989;1.022140883;;;;
SAP;0.000728492;1.311994299;;;;
NPL;0.000935769;1.240467706;;;;
CPL;0.000930934;1.103309848;;;;
UMW;0.000896738;1.072533273;;;;
UMW;0.001132379;1.147195883;;;;
CPL;0.000880216;0.835575461;;;;
WMT;0.001614193;1.437114845;;;;
WMT;0.001008573;1.407765383;;;;
WMT;0.001610231;1.397717188;;;;
CPL;0.000810721;0.57617123;;;;
WMT;0.001297;1.006842802;;;;
SAP;0.000845285;1.188619689;;;;
SAP;0.000767361;0.8334065;;;;
XER;0.000969317;1.188619689;;;;
UMW;0.000743188;1.227842938;;;;
TPL;0.001055259;1.188619689;;;;
TPL;0.000755652;1.056650275;;;;
SAP;0.001018404;0.953431757;;;;
SAP;0.000894989;1.072533273;;;;
SAP;0.001476543;0.925204208;;;;
XER;0.001235787;0.765185945;;;;
UMW;0.000658354;1.252880283;;;;
UMW;0.0009741;1.265087683;;;;
UMW;0.000805256;1.062362066;;;;
XER;0.0012849;1.288913328;;;;
UMW;0.000746148;1.023821273;;;;
SAP;0.00120049;1.240467706;;;;
SAP;0.000798503;0.740969646;;;;
TPL;0.001266064;1.214998598;;;;
TPL;0.000940748;0.971668015;;;;
NAP;0.001048455;0.756628133;;;;
SAP;0.000780161;0.676709052;;;;
CPL;0.000828924;0.788633341;;;;
WMT;0.001284953;1.040418172;;;;
WMT;0.001184491;1.072533273;;;;
UMW;0.000756553;1.103309848;;;;
WMT;0.001322756;1.201926913;;;;
CPL;0.000810314;0.606319536;;;;
SAP;0.000761038;0.875619756;;;;
XER;0.000880392;0.663157646;;;;
NAP;0.001592759;0.971668015;;;;
SAP;0.00084109;0.875619756;;;;
XER;0.001304303;1.188619689;;;;
XER;0.001490308;1.118230172;;;;
TPL;0.000973852;1.356098801;;;;
CPL;0.000717203;0.934733772;;;;
TPL;0.000585059;0.740969646;;;;
UMW;0.000793099;0.854814692;;;;
UMW;0.000784246;1.023821273;;;;
NAP;0.00085535;1.345317136;;;;
NAP;0.000800163;1.161263564;;;;
NPL;0.001230522;0.690016276;;;;
NPL;0.001052311;0.854814692;;;;
WMT;0.0009348;1.056650275;;;;
CPL;0.000746264;1.132855025;;;;
CPL;0.001262699;0.765185945;;;;
SAP;0.000693529;1.132855026;;;;
CPL;0.000907138;1.056650275;;;;
XER;0.001322319;1.427460708;;;;
CPL;0.000707063;0.690016276;;;;
TPL;0.001067596;0.811359162;;;;
NAP;0.001095349;1.008272679;;;;
NPL;0.000795386;1.088081867;;;;
NPL;0.000888547;1.252880283;;;;
UMW;0.000733714;1.023821273;;;;
UMW;0.001026142;1.188619689;;;;
NAP;0.000895809;0.854814692;;;;
SPL;0.001315306;1.232918772;;;;
TPL;0.000668562;0.833406499;;;;
CPL;0.000849987;1.240467706;;;;
WMT;0.001103081;1.288913328;;;;
TPL;0.000816136;0.953431757;;;;
NAP;0.001577459;1.427460708;;;;
NAP;0.001039953;1.072533273;;;;
SAP;0.001216945;0.811359163;;;;
SPL;0.000833728;1.072533273;;;;
NAP;0.000891906;1.334375737;;;;
UMW;0.000838706;1.072533273;;;;
UMW;0.001126171;1.103309848;;;;
SPL;0.001362086;1.387530393;;;;
TPL;0.000989006;0.989464802;;;;
SPL;0.000668195;1.006842803;;;;
UMW;0.000690903;0.946009273;;;;
UMW;0.001033573;1.201926913;;;;
SPL;0.001191155;0.953431757;;;;
SAP;0.001069556;1.072533273;;;;
NPL;0.000706184;1.265087683;;;;
CPL;0.00157255;1.300543977;;;;
CPL;0.000800605;1.201926913;;;;
CPL;0.000672472;0.875619756;;;;
CPL;0.0009757;0.934733772;;;;
TPL;0.00084653;0.989464802;;;;
CPL;0.000749132;0.991221119;;;;
NAP;0.0011591;1.082935289;;;;
UMW;0.00127158;1.072533273;;;;
UMW;0.000984207;1.023821273;;;;
NAP;0.000728242;0.934733772;;;;
NAP;0.000877539;0.635285246;;;;
NAP;0.001098215;0.971668015;;;;
WMT;0.001155963;1.147195883;;;;
NPL;0.00073682;0.635285246;;;;
SPL;0.001231022;1.311994299;;;;
SPL;0.001086955;0.733547162;;;;
CPL;0.000729005;0.895854746;;;;
TPL;0.000754812;1.227842938;;;;
SAP;0.001582092;1.37720112;;;;
WMT;0.00096441;0.854814692;;;;
WMT;0.00160855;1.37720112;;;;
WMT;0.001069372;1.188619689;;;;
WMT;0.000835627;1.056650275;;;;
NPL;0.000633489;0.44152112;;;;
NPL;0.001227149;0.895854746;;;;
NAP;0.000810761;0.953431757;;;;
NPL;0.000761425;1.252880283;;;;
SAP;0.000924429;0.854814692;;;;
UMW;0.001370416;0.971668015;;;;
TPL;0.001171326;0.403639435;;;;
SAP;0.000811352;1.110807688;;;;
WMT;0.001277171;1.252880283;;;;
NAP;0.000764729;1.188619689;;;;
NAP;0.000954712;1.272316429;;;;
WMT;0.001387972;1.501375439;;;;
WMT;0.001006057;1.040418172;;;;
NPL;0.000801161;1.188619689;;;;
NPL;0.000688698;0.57617123;;;;
NPL;0.000990779;1.09268332;;;;
NAP;0.000951578;0.971668015;;;;
SAP;0.000812468;0.635285246;;;;
TPL;0.00086662;1.118230172;;;;
SPL;0.001070614;0.934733772;;;;
SPL;0.000832176;1.072533273;;;;
NPL;0.001347025;0.576171231;;;;
TPL;0.000962467;0.971668015;;;;
TPL;0.001026914;0.477554166;;;;
CPL;0.000728356;0.57617123;;;;
WMT;0.000810965;1.088081867;;;;
WMT;0.000989054;1.097256282;;;;
NAP;0.00078422;0.971668015;;;;
NAP;0.00092816;1.161263564;;;;
TPL;0.000667312;0.765185945;;;;
SPL;0.001125686;1.023821273;;;;
WMT;0.001289009;1.161263564;;;;
XER;0.000994167;1.300543977;;;;
UMW;0.000707035;1.023821273;;;;
SAP;0.00114732;1.042057531;;;;
UMW;0.000747544;0.833406499;;;;
XER;0.001094875;1.188619689;;;;
TPL;0.000918995;1.040418172;;;;
XER;0.001238908;1.147195883;;;;
WMT;0.000910455;1.006842803;;;;
WMT;0.000949238;0.940124533;;;;
TPL;0.000711221;0.895854746;;;;
TPL;0.00056577;0.875619757;;;;
SAP;0.001089409;1.277096581;;;;
WMT;0.001222451;1.288913328;;;;
NPL;0.001162967;1.023821273;;;;
TPL;0.001127924;0.690016276;;;;
CPL;0.0006721;1.040418172;;;;
SAP;0.000929078;1.311994299;;;;
SAP;0.001324856;1.437114845;;;;
SPL;0.000748352;0.22905901;;;;
XER;0.000986932;1.288913328;;;;
TPL;0.000904281;0.934733772;;;;
TPL;0.000790746;0.971668015;;;;
TPL;0.001066684;0.403639436;;;;
CPL;0.001314838;1.175068282;;;;
TPL;0.000811608;1.056650275;;;;
TPL;0.000684121;0.606319536;;;;
WMT;0.001613789;1.483578651;;;;
WMT;0.000791207;0.811359162;;;;
WMT;0.001126919;0.971668015;;;;
SPL;0.000710943;0.740969646;;;;
SPL;0.00077346;1.240467706;;;;
NAP;0.000751517;1.437114845;;;;
NAP;0.000872714;1.361431177;;;;
TPL;0.000709159;0.663157646;;;;
NAP;0.001256699;0.934733772;;;;
NAP;0.000811499;0.788633341;;;;
NPL;0.000694972;1.161263564;;;;
SAP;0.000808223;1.118230173;;;;
NAP;0.00122777;0.953431757;;;;
TPL;0.0006502;0.321495863;;;;
TPL;0.000809204;0.740969646;;;;
SAP;0.000701735;0.971668015;;;;
SAP;0.001053473;1.227842938;;;;
WMT;0.001424019;1.405766651;;;;
WMT;0.001218299;1.300543977;;;;
SAP;0.000673929;0.971668015;;;;
WMT;0.00093338;0.95711521;;;;
NPL;0.000954391;1.263875984;;;;
SPL;0.000894481;1.188619689;;;;
NPL;0.001316891;0.895854746;;;;
TPL;0.000837913;0.321495863;;;;
CPL;0.000711052;1.088081867;;;;
CPL;0.000807735;1.072533273;;;;
SPL;0.000903177;0.953431757;;;;
XER;0.000710448;0.321495863;;;;
NAP;0.001026965;1.161263564;;;;
UMW;0.00095868;1.103309848;;;;
SAP;0.000725751;0.953431757;;;;
NAP;0.000888656;0.971668015;;;;
CPL;0.000706518;0.511910636;;;;
NPL;0.000956734;1.397717188;;;;
TPL;0.001106837;0.915550072;;;;
TPL;0.00101404;0.276722704;;;;
TPL;0.000951113;0.934733772;;;;
TPL;0.000905819;1.132855026;;;;
TPL;0.000870566;1.188619689;;;;
TPL;0.00127964;1.311994298;;;;
SAP;0.000660223;0.544739639;;;;
XER;0.001170643;1.227842938;;;;
UMW;0.00060881;0.854814692;;;;
TPL;0.001133083;0.989464803;;;;
TPL;0.000997536;1.055043025;;;;
SPL;0.000913837;0.811359163;;;;
NPL;0.001077504;1.103309848;;;;
SAP;0.000730387;0.854814692;;;;
SAP;0.000968261;0.934733772;;;;
CPL;0.000804016;1.118230172;;;;
TPL;0.001167078;0.635285246;;;;
UMW;0.000967029;1.240467706;;;;
TPL;0.000945717;0.715932301;;;;
TPL;0.000937749;0.544739638;;;;
CPL;0.000831201;0.788633341;;;;
TPL;0.000974231;1.147195883;;;;
XER;0.001480819;0.946009273;;;;
CPL;0.000797414;0.895854746;;;;
SAP;0.000918367;1.334375737;;;;
TPL;0.000856747;0.635285247;;;;
XER;0.000926845;1.023821273;;;;
TPL;0.001021865;0.765185945;;;;
TPL;0.001296465;1.132855026;;;;
NPL;0.0010057;1.407765383;;;;
CPL;0.001086398;1.387530393;;;;
SAP;0.000682847;1.118230172;;;;
XER;0.001401707;0.895854746;;;;
UMW;0.001061761;1.201926913;;;;
WMT;0.001120413;1.072533273;;;;
XER;0.000974129;1.387530393;;;;
XER;0.001052686;1.277096581;;;;
SPL;0.000872614;1.147195883;;;;
SPL;0.001206519;1.088081867;;;;
XER;0.001366423;1.265087684;;;;
XER;0.001294903;1.353418105;;;;
XER;0.001409987;1.425298098;;;;
NPL;0.000826448;0.895854746;;;;
CPL;0.000716;1.023821273;;;;
NAP;0.000837789;0.895854746;;;;
WMT;0.000865608;0.854814692;;;;
NPL;0.000972211;1.132855025;;;;
SAP;0.000873025;1.147195883;;;;
NAP;0.001222906;1.132855026;;;;
XER;0.000769601;0.811359163;;;;
NPL;0.000938072;1.023821273;;;;
NPL;0.000800455;0.953431757;;;;
CPL;0.00075373;1.056650275;;;;
CPL;0.001586543;1.188619689;;;;
NPL;0.00124667;0.606319536;;;;
NPL;0.001019626;0.663157646;;;;
TPL;0.000687611;1.006842803;;;;
NPL;0.001082724;0.953431757;;;;
XER;0.000905013;1.227842938;;;;
TPL;0.001202836;0.788633341;;;;
NPL;0.000798152;0.989464802;;;;
XER;0.001413006;1.040418172;;;;
WMT;0.001146487;1.072533273;;;;
NAP;0.000767328;1.056650275;;;;
NAP;0.001064124;1.247733705;;;;
NAP;0.001293427;1.446644409;;;;
XER;0.000933595;1.175068282;;;;
SAP;0.001162066;1.161263564;;;;
SAP;0.001022074;1.072533273;;;;
SAP;0.000837891;0.788633341;;;;
SAP;0.001070163;0.477554166;;;;
XER;0.001317212;1.334375737;;;;
NAP;0.001100953;1.240467706;;;;
SAP;0.000684988;0.971668015;;;;
NPL;0.000959002;1.249178366;;;;
WMT;0.001209252;1.175068282;;;;
UMW;0.001059046;0.44152112;;;;
CPL;0.000812401;1.266028744;;;;
NAP;0.001199944;1.023821273;;;;
WMT;0.000898998;0.663157646;;;;
TPL;0.000883619;0.57617123;;;;
NAP;0.000646714;1.006842803;;;;
NAP;0.000903796;1.023821273;;;;
WMT;0.001151083;1.023821273;;;;
TPL;0.000945872;0.663157646;;;;
TPL;0.000929994;0.786321818;;;;
TPL;0.000953307;0.606319536;;;;
CPL;0.000840479;1.056650275;;;;
NPL;0.000824928;0.953431757;;;;
SAP;0.00128344;0.875619757;;;;
SAP;0.00077773;1.201926913;;;;
XER;0.000771632;1.241718393;;;;
XER;0.001057804;1.277096581;;;;
XER;0.000850118;1.366725329;;;;
TPL;0.000964302;0.715932301;;;;
NPL;0.001336162;0.811359163;;;;
SAP;0.000764724;1.214998598;;;;
SAP;0.000857201;1.072533273;;;;
UMW;0.00068854;1.302464735;;;;
WMT;0.001065798;1.106318125;;;;
TPL;0.000676498;0.953431757;;;;
NAP;0.000815889;0.715932301;;;;
SAP;0.00073751;1.103309848;;;;
SAP;0.00091688;1.103309848;;;;
CPL;0.001119513;1.387530393;;;;
NAP;0.000811323;1.227842938;;;;
TPL;0.001168839;0.511910636;;;;
TPL;0.000761333;0.663157646;;;;
WMT;0.000815279;1.492530651;;;;
WMT;0.00098458;0.788633341;;;;
TPL;0.000976101;1.240467706;;;;
TPL;0.001106201;0.989464802;;;;
TPL;0.000826703;0.989464802;;;;
UMW;0.000772677;1.147195882;;;;
WMT;0.000980855;1.288913328;;;;
XER;0.001040658;0.895854746;;;;
SAP;0.000883053;1.345317136;;;;
UMW;0.000725639;1.188619689;;;;
UMW;0.000615503;1.072533273;;;;
SAP;0.001036318;0.740969646;;;;
NPL;0.001279156;1.023821273;;;;
NAP;0.00090474;1.088081867;;;;
NPL;0.00091;1.006842803;;;;
CPL;0.001586735;1.147195883;;;;
XER;0.000714596;0.934733772;;;;
WMT;0.001252793;1.240467706;;;;
WMT;0.001581732;1.323269799;;;;
NAP;0.000710764;0.760405793;;;;
CPL;0.000827424;0.971668015;;;;
UMW;0.000815164;1.088081867;;;;
SAP;0.000689053;0.953431757;;;;
NAP;0.000906217;0.895854746;;;;
SAP;0.00061801;0.895854746;;;;
NAP;0.001412895;0.875619757;;;;
TPL;0.00054796;0.715932301;;;;
TPL;0.000640182;1.040418172;;;;
SPL;0.001215076;1.277096581;;;;
CPL;0.001206379;0.915550072;;;;
CPL;0.000996241;1.072533273;;;;
CPL;0.00072963;1.056650275;;;;
NPL;0.000869781;1.006842803;;;;
CPL;0.000833216;0.788633341;;;;
NPL;0.000790804;0.895854747;;;;
SAP;0.001023308;1.201926913;;;;
NPL;0.001131804;0.811359163;;;;
WMT;0.000765883;1.288913328;;;;
WMT;0.001160873;1.161263564;;;;
NPL;0.001008089;0.875619756;;;;
XER;0.001337079;1.147195883;;;;
XER;0.000740551;1.227842938;;;;
SPL;0.001185237;1.077232319;;;;
WMT;0.000879664;0.788633341;;;;
NAP;0.000908654;0.940393041;;;;
NAP;0.000859808;1.023821273;;;;
WMT;0.000841284;1.201926913;;;;
WMT;0.001176237;1.366725329;;;;
WMT;0.001140409;1.366725329;;;;
XER;0.001153285;1.175068283;;;;
CPL;0.000892779;1.161263564;;;;
SPL;0.001288156;1.201926913;;;;
SPL;0.001423197;1.208491675;;;;
NAP;0.000770033;1.088081867;;;;
NAP;0.001285971;1.252880283;;;;
CPL;0.000726662;0.875619756;;;;
XER;0.001246721;1.056650275;;;;
NPL;0.000944864;1.023821273;;;;
SPL;0.00120312;1.386503942;;;;
SAP;0.000682317;1.132855026;;;;
SAP;0.00080972;0.788633341;;;;
WMT;0.001165249;1.366725329;;;;
NAP;0.001272089;0.953431757;;;;
NAP;0.00086246;0.934733772;;;;
SPL;0.001332226;1.103309848;;;;
TPL;0.000923612;1.006842803;;;;
UMW;0.000701893;1.311994298;;;;
UMW;0.000781616;1.272316429;;;;
NPL;0.00071467;0.934733772;;;;
UMW;0.001072321;1.277096581;;;;
SAP;0.000654969;1.201926913;;;;
SPL;0.001276013;1.161263564;;;;
CPL;0.001376914;1.277096581;;;;
SPL;0.000925053;1.240467706;;;;
SPL;0.001068492;0.934733772;;;;
NAP;0.001297578;1.006842803;;;;
NAP;0.001207465;0.971668015;;;;
XER;0.000816232;1.252880283;;;;
NPL;0.000711641;1.211101328;;;;
NAP;0.000941215;0.606319536;;;;
SAP;0.000880643;1.188619689;;;;
UMW;0.000682441;1.268710901;;;;
SAP;0.000724653;1.103309848;;;;
SAP;0.001441633;1.147195883;;;;
WMT;0.001369348;0.915550072;;;;
CPL;0.000790031;0.854814692;;;;
NAP;0.000904209;0.511910636;;;;
NPL;0.001288809;1.387530393;;;;
XER;0.00118447;1.277096581;;;;
XER;0.001110847;1.277096581;;;;
SAP;0.00077121;0.606319536;;;;
SAP;0.001123068;0.989464802;;;;
NPL;0.000642356;0.915550072;;;;
NPL;0.000671551;0.663157646;;;;
SPL;0.000799501;0.811359163;;;;
SAP;0.001121219;1.311994299;;;;
SAP;0.000775459;1.356098801;;;;
CPL;0.000876135;0.903796016;;;;
CPL;0.001269057;1.040418172;;;;
CPL;0.000920495;1.147195883;;;;
CPL;0.001198;1.227842938;;;;
NAP;0.000999656;0.811359163;;;;
NPL;0.001108513;1.147195883;;;;
NAP;0.000985282;0.740969646;;;;
TPL;0.000650416;0.953431757;;;;
TPL;0.000763828;1.040418172;;;;
CPL;0.000819108;1.072533273;;;;
SAP;0.001185972;1.288913328;;;;
UMW;0.000637843;1.023821273;;;;
UMW;0.000826374;1.300543977;;;;
WMT;0.000852463;0.811359163;;;;
NPL;0.00101257;1.118230172;;;;
XER;0.001063284;0.953431757;;;;
NPL;0.00157681;1.188619689;;;;
TPL;0.000739988;0.915550072;;;;
TPL;0.000995168;0.989464802;;;;
SAP;0.00104482;1.175068282;;;;
CPL;0.000838766;1.217585399;;;;
NAP;0.000772622;1.072533273;;;;
WMT;0.001351242;0.833406499;;;;
TPL;0.000945711;0.989464802;;;;
CPL;0.000756336;0.511910636;;;;
CPL;0.001259527;0.788633341;;;;
CPL;0.00081088;0.740969646;;;;
XER;0.000868731;1.201926913;;;;
SAP;0.000853072;1.040418172;;;;
SAP;0.001198475;1.252880283;;;;
SPL;0.001515654;1.201926913;;;;
NPL;0.001409129;1.252880283;;;;
NPL;0.001189881;1.161263564;;;;
NPL;0.000863858;0.989464802;;;;
WMT;0.000908499;1.091152686;;;;
CPL;0.00103994;0.875619756;;;;
UMW;0.000755105;1.288913328;;;;
UMW;0.001206936;1.252880283;;;;
SAP;0.000684651;1.188619689;;;;
SAP;0.000785704;1.474516808;;;;
NPL;0.000636796;0.511910637;;;;
NPL;0.000921454;0.740969646;;;;
NAP;0.001199625;1.252880283;;;;
TPL;0.000738042;1.023821273;;;;
TPL;0.000580919;0.511910636;;;;
UMW;0.000725343;1.300543977;;;;
UMW;0.000943727;1.252880283;;;;
NAP;0.000846893;1.240467706;;;;
SAP;0.00078053;0.833406499;;;;
UMW;0.000853734;1.427460708;;;;
UMW;0.001100397;1.397717188;;;;
SAP;0.000810988;0.895854746;;;;
TPL;0.001135975;1.006842802;;;;
WMT;0.000817232;1.214998598;;;;
WMT;0.001155412;1.227842938;;;;
NAP;0.000776436;0.875619757;;;;
CPL;0.001495979;1.023821273;;;;
CPL;0.000837325;1.072533273;;;;
NPL;0.000539405;0.57617123;;;;
NAP;0.000857521;1.056650275;;;;
NPL;0.000780248;1.37720112;;;;
CPL;0.000715767;0.788633341;;;;
NPL;0.00087334;0.663157646;;;;
NAP;0.000689344;1.214998598;;;;
WMT;0.000868248;1.088081867;;;;
SPL;0.001083103;0.57617123;;;;
SPL;0.00114351;0.635285246;;;;
NAP;0.00076914;0.895854746;;;;
NAP;0.00082651;0.606319536;;;;
XER;0.001280189;1.201926913;;;;
CPL;0.000683339;1.214998598;;;;
CPL;0.000786958;1.072533273;;;;
XER;0.000886229;0.934733772;;;;
WMT;0.001286682;1.356098801;;;;
XER;0.001212926;1.040418172;;;;
XER;0.000775393;0.690016276;;;;
TPL;0.001194153;0.895854746;;;;
TPL;0.000940606;1.124359095;;;;
WMT;0.001376761;1.118230173;;;;
NAP;0.000777138;1.214998598;;;;
NAP;0.00091262;1.022140883;;;;
WMT;0.001255344;1.262662292;;;;
TPL;0.001199234;0.765185945;;;;
UMW;0.000952407;1.214998598;;;;
TPL;0.001105582;0.989464802;;;;
CPL;0.000810092;0.915550072;;;;
TPL;0.001020927;1.040418172;;;;
TPL;0.000556335;0.934733772;;;;
WMT;0.001166341;0.989464802;;;;
XER;0.000945844;1.277096581;;;;
WMT;0.000903395;1.103309848;;;;
WMT;0.001009271;1.103309848;;;;
TPL;0.001176843;1.201926913;;;;
SAP;0.001104072;1.387530393;;;;
NAP;0.001351725;0.989464802;;;;
NAP;0.00108385;0.544739639;;;;
XER;0.001420575;1.300543977;;;;
TPL;0.001010481;1.006842803;;;;
CPL;0.000941362;1.265087684;;;;
SPL;0.000824789;0.980620015;;;;
NPL;0.000611531;1.006842803;;;;
SPL;0.001292349;0.953431757;;;;
WMT;0.001382524;0.733547162;;;;
WMT;0.001186538;1.040418172;;;;
WMT;0.000934336;0.936625017;;;;
SPL;0.000988803;0.915550072;;;;
CPL;0.001152591;1.175068282;;;;
TPL;0.000684029;1.078792047;;;;
TPL;0.000855161;1.132855025;;;;
SAP;0.000735135;1.072533273;;;;
SAP;0.000832479;1.201926913;;;;
NAP;0.001107621;1.227842938;;;;
TPL;0.000889449;1.103309848;;;;
SPL;0.001218475;1.242966967;;;;
TPL;0.000914184;0.818042746;;;;
NPL;0.001102523;0.971668015;;;;
SPL;0.001086892;1.103309848;;;;
WMT;0.001135901;1.270115143;;;;
XER;0.000845739;1.310857222;;;;
XER;0.000771449;1.311994298;;;;
CPL;0.001277798;1.040418172;;;;
CPL;0.000869904;0.895854746;;;;
UMW;0.001028663;1.056650275;;;;
SPL;0.000824161;1.023821273;;;;
TPL;0.000959792;0.953431757;;;;
TPL;0.001053295;0;;;;
NAP;0.000898478;0.953431757;;;;
UMW;0.000828361;1.240467706;;;;
CPL;0.00094976;1.161263564;;;;
XER;0.001041148;1.407765383;;;;
SPL;0.001117631;0.511910636;;;;
SAP;0.000779243;1.277096581;;;;
WMT;0.000980993;1.318780235;;;;
SPL;0.001147232;1.175068282;;;;
SPL;0.001071891;1.201926913;;;;
UMW;0.001113238;1.300543977;;;;
SPL;0.001143561;0.635285246;;;;
WMT;0.001192771;0.635285246;;;;
CPL;0.000788549;1.132855026;;;;
NAP;0.000940896;1.161263564;;;;
WMT;0.000923207;0.934733772;;;;
WMT;0.001120879;1.006842803;;;;
TPL;0.00071575;1.088081867;;;;
TPL;0.000988746;1.040418172;;;;
TPL;0.000693952;1.214998598;;;;
UMW;0.000700582;1.265087684;;;;
UMW;0.000953214;1.201926913;;;;
XER;0.000786176;0.854814692;;;;
UMW;0.001177155;1.345317136;;;;
TPL;0.000784594;1.023821273;;;;
TPL;0.000856219;0.895854746;;;;
WMT;0.001587494;1.008272679;;;;
XER;0.000830969;1.023821273;;;;
XER;0.001025723;0.765185945;;;;
CPL;0.000789571;0.854814692;;;;
CPL;0.000905859;0.917491022;;;;
XER;0.001329878;1.040418172;;;;
XER;0.001589857;1.188619689;;;;
NPL;0.000870152;0.889171163;;;;
NPL;0.000586713;0.606319536;;;;
NPL;0.000770529;0.765185945;;;;
CPL;0.000754961;1.056650275;;;;
CPL;0.000858325;0.895854746;;;;
SAP;0.001011911;0.811359163;;;;
