Ecoregions;Insect_Richness;SumNat_PFC;Habitat_Heterogeneity;Pred_Richness_Insect;lower_Richness_Insect;upperr_Richness_Insect
SPL;16;0.953431757;;;;
XER;10;0.321495863;;;;
NAP;37;1.161263564;;;;
UMW;28;1.103309848;;;;
SAP;26;0.953431757;;;;
NAP;37;0.971668015;;;;
CPL;22;0.511910636;;;;
NPL;37;1.397717188;;;;
TPL;24;0.915550072;;;;
TPL;37;0.276722704;;;;
TPL;32;0.934733772;;;;
TPL;28;1.132855026;;;;
TPL;28;1.188619689;;;;
TPL;37;1.311994298;;;;
SAP;35;0.544739639;;;;
XER;27;1.227842938;;;;
UMW;31;0.854814692;;;;
TPL;24;0.989464803;;;;
TPL;16;1.055043025;;;;
SPL;29;0.811359163;;;;
NPL;22;1.103309848;;;;
SAP;25;0.854814692;;;;
SAP;32;0.934733772;;;;
CPL;29;1.118230172;;;;
TPL;32;0.635285246;;;;
UMW;23;1.240467706;;;;
TPL;23;0.715932301;;;;
TPL;30;0.544739638;;;;
CPL;23;0.788633341;;;;
TPL;34;1.147195883;;;;
XER;19;0.946009273;;;;
CPL;33;0.895854746;;;;
SAP;29;1.334375737;;;;
TPL;25;0.635285247;;;;
XER;40;1.023821273;;;;
TPL;33;0.765185945;;;;
TPL;23;1.132855026;;;;
NPL;34;1.407765383;;;;
CPL;32;1.387530393;;;;
SAP;37;1.118230172;;;;
XER;39;0.895854746;;;;
UMW;49;1.201926913;;;;
WMT;44;1.072533273;;;;
XER;43;1.387530393;;;;
XER;53;1.277096581;;;;
SPL;16;1.147195883;;;;
SPL;14;1.088081867;;;;
XER;31;1.265087684;;;;
XER;23;1.353418105;;;;
XER;28;1.425298098;;;;
NPL;24;0.895854746;;;;
CPL;14;1.023821273;;;;
NAP;59;0.895854746;;;;
WMT;14;0.854814692;;;;
NPL;24;1.132855025;;;;
SAP;25;1.147195883;;;;
NAP;16;1.132855026;;;;
XER;10;0.811359163;;;;
NPL;26;1.023821273;;;;
NPL;27;0.953431757;;;;
CPL;16;1.056650275;;;;
CPL;23;1.188619689;;;;
NPL;12;0.606319536;;;;
NPL;7;0.663157646;;;;
TPL;34;1.006842803;;;;
NPL;19;0.953431757;;;;
XER;30;1.227842938;;;;
TPL;8;0.788633341;;;;
NPL;30;0.989464802;;;;
XER;16;1.040418172;;;;
WMT;37;1.072533273;;;;
NAP;37;1.056650275;;;;
NAP;37;1.247733705;;;;
NAP;50;1.446644409;;;;
XER;25;1.175068282;;;;
SAP;35;1.161263564;;;;
SAP;31;1.072533273;;;;
SAP;10;0.788633341;;;;
SAP;34;0.477554166;;;;
XER;30;1.334375737;;;;
NAP;52;1.240467706;;;;
SAP;43;0.971668015;;;;
NPL;17;1.249178366;;;;
WMT;18;1.175068282;;;;
UMW;27;0.44152112;;;;
CPL;17;1.266028744;;;;
NAP;51;1.023821273;;;;
WMT;47;0.663157646;;;;
TPL;28;0.57617123;;;;
NAP;32;1.006842803;;;;
NAP;33;1.023821273;;;;
WMT;40;1.023821273;;;;
TPL;11;0.663157646;;;;
TPL;3;0.786321818;;;;
TPL;31;0.606319536;;;;
CPL;43;1.056650275;;;;
NPL;22;0.953431757;;;;
SAP;40;0.875619757;;;;
SAP;33;1.201926913;;;;
XER;48;1.241718393;;;;
XER;40;1.277096581;;;;
XER;31;1.366725329;;;;
TPL;13;0.715932301;;;;
NPL;23;0.811359163;;;;
SAP;25;1.214998598;;;;
SAP;22;1.072533273;;;;
UMW;65;1.302464735;;;;
WMT;27;1.106318125;;;;
TPL;42;0.953431757;;;;
NAP;20;0.715932301;;;;
SAP;52;1.103309848;;;;
SAP;61;1.103309848;;;;
CPL;49;1.387530393;;;;
NAP;31;1.227842938;;;;
TPL;22;0.511910636;;;;
TPL;16;0.663157646;;;;
WMT;43;1.492530651;;;;
WMT;21;0.788633341;;;;
TPL;46;1.240467706;;;;
TPL;53;0.989464802;;;;
TPL;42;0.989464802;;;;
UMW;32;1.147195882;;;;
WMT;35;1.288913328;;;;
XER;30;0.895854746;;;;
SAP;30;1.345317136;;;;
UMW;61;1.188619689;;;;
UMW;24;1.072533273;;;;
SAP;41;0.740969646;;;;
NPL;11;1.023821273;;;;
NAP;49;1.088081867;;;;
NPL;14;1.006842803;;;;
CPL;18;1.147195883;;;;
XER;34;0.934733772;;;;
WMT;18;1.240467706;;;;
WMT;38;1.323269799;;;;
NAP;19;0.760405793;;;;
CPL;11;0.971668015;;;;
UMW;56;1.088081867;;;;
SAP;24;0.953431757;;;;
NAP;38;0.895854746;;;;
SAP;22;0.895854746;;;;
NAP;29;0.875619757;;;;
TPL;26;0.715932301;;;;
TPL;36;1.040418172;;;;
SPL;25;1.277096581;;;;
CPL;25;0.915550072;;;;
CPL;40;1.072533273;;;;
CPL;30;1.056650275;;;;
NPL;15;1.006842803;;;;
CPL;26;0.788633341;;;;
NPL;38;0.895854747;;;;
SAP;20;1.201926913;;;;
NPL;38;0.811359163;;;;
WMT;40;1.288913328;;;;
WMT;32;1.161263564;;;;
NPL;20;0.875619756;;;;
XER;32;1.147195883;;;;
XER;44;1.227842938;;;;
SPL;6;1.077232319;;;;
WMT;26;0.788633341;;;;
NAP;28;0.940393041;;;;
NAP;36;1.023821273;;;;
WMT;45;1.201926913;;;;
WMT;42;1.366725329;;;;
WMT;54;1.366725329;;;;
XER;36;1.175068283;;;;
CPL;31;1.161263564;;;;
SPL;28;1.201926913;;;;
SPL;17;1.208491675;;;;
NAP;26;1.088081867;;;;
NAP;24;1.252880283;;;;
CPL;14;0.875619756;;;;
XER;34;1.056650275;;;;
NPL;17;1.023821273;;;;
SPL;38;1.386503942;;;;
SAP;37;1.132855026;;;;
SAP;34;0.788633341;;;;
WMT;34;1.366725329;;;;
NAP;58;0.953431757;;;;
NAP;70;0.934733772;;;;
SPL;28;1.103309848;;;;
TPL;33;1.006842803;;;;
UMW;43;1.311994298;;;;
UMW;36;1.272316429;;;;
NPL;26;0.934733772;;;;
UMW;31;1.277096581;;;;
SAP;18;1.201926913;;;;
SPL;43;1.161263564;;;;
CPL;21;1.277096581;;;;
SPL;6;1.240467706;;;;
SPL;18;0.934733772;;;;
NAP;41;1.006842803;;;;
NAP;24;0.971668015;;;;
XER;44;1.252880283;;;;
NPL;30;1.211101328;;;;
NAP;47;0.606319536;;;;
SAP;28;1.188619689;;;;
UMW;45;1.268710901;;;;
SAP;25;1.103309848;;;;
SAP;1;1.147195883;;;;
WMT;11;0.915550072;;;;
CPL;26;0.854814692;;;;
NAP;36;0.511910636;;;;
NPL;52;1.387530393;;;;
XER;27;1.277096581;;;;
XER;15;1.277096581;;;;
SAP;36;0.606319536;;;;
SAP;21;0.989464802;;;;
NPL;28;0.915550072;;;;
NPL;21;0.663157646;;;;
SPL;21;0.811359163;;;;
SAP;38;1.311994299;;;;
SAP;40;1.356098801;;;;
CPL;20;0.903796016;;;;
CPL;26;1.040418172;;;;
CPL;29;1.147195883;;;;
CPL;21;1.227842938;;;;
NAP;52;0.811359163;;;;
NPL;22;1.147195883;;;;
NAP;42;0.740969646;;;;
TPL;35;0.953431757;;;;
TPL;39;1.040418172;;;;
CPL;39;1.072533273;;;;
SAP;46;1.288913328;;;;
UMW;38;1.023821273;;;;
UMW;35;1.300543977;;;;
WMT;35;0.811359163;;;;
NPL;36;1.118230172;;;;
XER;27;0.953431757;;;;
NPL;47;1.188619689;;;;
TPL;24;0.915550072;;;;
TPL;29;0.989464802;;;;
SAP;23;1.175068282;;;;
CPL;27;1.217585399;;;;
NAP;34;1.072533273;;;;
WMT;14;0.833406499;;;;
TPL;30;0.989464802;;;;
CPL;15;0.511910636;;;;
CPL;8;0.788633341;;;;
CPL;22;0.740969646;;;;
XER;27;1.201926913;;;;
SAP;12;1.040418172;;;;
SAP;15;1.252880283;;;;
SPL;11;1.201926913;;;;
NPL;51;1.252880283;;;;
NPL;37;1.161263564;;;;
NPL;12;0.989464802;;;;
WMT;42;1.091152686;;;;
CPL;40;0.875619756;;;;
UMW;35;1.288913328;;;;
UMW;37;1.252880283;;;;
SAP;26;1.188619689;;;;
SAP;31;1.474516808;;;;
NPL;25;0.511910637;;;;
NPL;19;0.740969646;;;;
NAP;48;1.252880283;;;;
TPL;27;1.023821273;;;;
TPL;32;0.511910636;;;;
UMW;39;1.300543977;;;;
UMW;38;1.252880283;;;;
NAP;39;1.240467706;;;;
SAP;28;0.833406499;;;;
UMW;34;1.427460708;;;;
UMW;33;1.397717188;;;;
SAP;14;0.895854746;;;;
TPL;12;1.006842802;;;;
WMT;30;1.214998598;;;;
WMT;33;1.227842938;;;;
NAP;47;0.875619757;;;;
CPL;18;1.023821273;;;;
CPL;27;1.072533273;;;;
NPL;26;0.57617123;;;;
NAP;49;1.056650275;;;;
NPL;70;1.37720112;;;;
CPL;10;0.788633341;;;;
NPL;16;0.663157646;;;;
NAP;61;1.214998598;;;;
WMT;15;1.088081867;;;;
SPL;29;0.57617123;;;;
SPL;15;0.635285246;;;;
NAP;46;0.895854746;;;;
NAP;58;0.606319536;;;;
XER;26;1.201926913;;;;
CPL;28;1.214998598;;;;
CPL;42;1.072533273;;;;
XER;34;0.934733772;;;;
WMT;36;1.356098801;;;;
XER;34;1.040418172;;;;
XER;19;0.690016276;;;;
TPL;31;0.895854746;;;;
TPL;34;1.124359095;;;;
WMT;40;1.118230173;;;;
NAP;43;1.214998598;;;;
NAP;43;1.022140883;;;;
WMT;40;1.262662292;;;;
TPL;8;0.765185945;;;;
UMW;46;1.214998598;;;;
TPL;35;0.989464802;;;;
CPL;13;0.915550072;;;;
TPL;18;1.040418172;;;;
TPL;33;0.934733772;;;;
WMT;35;0.989464802;;;;
XER;36;1.277096581;;;;
WMT;30;1.103309848;;;;
WMT;22;1.103309848;;;;
TPL;16;1.201926913;;;;
SAP;24;1.387530393;;;;
NAP;33;0.989464802;;;;
NAP;46;0.544739639;;;;
XER;35;1.300543977;;;;
TPL;34;1.006842803;;;;
CPL;12;1.265087684;;;;
SPL;22;0.980620015;;;;
NPL;24;1.006842803;;;;
SPL;35;0.953431757;;;;
WMT;39;0.733547162;;;;
WMT;41;1.040418172;;;;
WMT;43;0.936625017;;;;
SPL;12;0.915550072;;;;
CPL;17;1.175068282;;;;
TPL;23;1.078792047;;;;
TPL;17;1.132855025;;;;
SAP;35;1.072533273;;;;
SAP;34;1.201926913;;;;
NAP;43;1.227842938;;;;
TPL;36;1.103309848;;;;
SPL;37;1.242966967;;;;
TPL;28;0.818042746;;;;
NPL;31;0.971668015;;;;
SPL;14;1.103309848;;;;
WMT;34;1.270115143;;;;
XER;19;1.310857222;;;;
XER;41;1.311994298;;;;
CPL;21;1.040418172;;;;
CPL;20;0.895854746;;;;
UMW;25;1.056650275;;;;
SPL;21;1.023821273;;;;
TPL;33;0.953431757;;;;
TPL;25;0;;;;
NAP;22;0.953431757;;;;
UMW;29;1.240467706;;;;
CPL;11;1.161263564;;;;
XER;45;1.407765383;;;;
SPL;25;0.511910636;;;;
SAP;30;1.277096581;;;;
WMT;38;1.318780235;;;;
SPL;46;1.175068282;;;;
SPL;25;1.201926913;;;;
UMW;20;1.300543977;;;;
SPL;43;0.635285246;;;;
WMT;38;0.635285246;;;;
CPL;33;1.132855026;;;;
NAP;26;1.161263564;;;;
WMT;5;0.934733772;;;;
WMT;17;1.006842803;;;;
TPL;48;1.088081867;;;;
TPL;37;1.040418172;;;;
TPL;24;1.214998598;;;;
UMW;33;1.265087684;;;;
UMW;33;1.201926913;;;;
XER;21;0.854814692;;;;
UMW;38;1.345317136;;;;
TPL;23;1.023821273;;;;
TPL;12;0.895854746;;;;
WMT;30;1.008272679;;;;
XER;34;1.023821273;;;;
XER;13;0.765185945;;;;
CPL;17;0.854814692;;;;
CPL;19;0.917491022;;;;
XER;31;1.040418172;;;;
XER;33;1.188619689;;;;
NPL;18;0.889171163;;;;
NPL;24;0.606319536;;;;
NPL;23;0.765185945;;;;
CPL;27;1.056650275;;;;
CPL;12;0.895854746;;;;
SAP;43;0.811359163;;;;
SAP;45;0.811359163;;;;
TPL;34;1.227842938;;;;
UMW;38;0.875619756;;;;
UMW;39;1.161263564;;;;
WMT;35;0.57617123;;;;
TPL;14;1.097256282;;;;
NPL;14;0.989464802;;;;
UMW;31;1.334375737;;;;
WMT;36;1.265087684;;;;
SPL;34;0.635285246;;;;
TPL;40;1.334375737;;;;
NAP;32;1.103309848;;;;
WMT;38;0.870473178;;;;
WMT;50;0.953431757;;;;
SAP;60;1.265087683;;;;
TPL;21;1.288913328;;;;
UMW;40;1.006842803;;;;
CPL;29;1.311994298;;;;
CPL;18;1.201926913;;;;
XER;8;0.511910636;;;;
UMW;24;0.915550072;;;;
NPL;28;1.356098801;;;;
UMW;22;0.765185945;;;;
CPL;68;0.788633341;;;;
CPL;28;1.006842803;;;;
NPL;19;0.854814692;;;;
NAP;66;0.854814692;;;;
XER;21;1.006842803;;;;
NPL;37;0.934733772;;;;
WMT;42;1.132855025;;;;
NAP;10;1.147195883;;;;
WMT;38;0.895854746;;;;
SPL;3;0.44152112;;;;
CPL;14;0.934733772;;;;
TPL;42;0.934733772;;;;
SPL;19;1.456052573;;;;
SPL;35;1.397717188;;;;
UMW;38;1.175068282;;;;
CPL;13;0.740969646;;;;
NAP;60;0.861117982;;;;
NPL;43;1.277096581;;;;
NPL;29;1.103309848;;;;
SAP;43;1.088081867;;;;
NAP;47;1.023821273;;;;
TPL;14;0.875619757;;;;
CPL;33;1.072533273;;;;
TPL;28;0.854814692;;;;
SAP;16;0.925204208;;;;
SAP;47;1.049737298;;;;
XER;23;1.188619689;;;;
UMW;39;1.040418172;;;;
SAP;21;0.971668015;;;;
TPL;11;0.915550072;;;;
SAP;15;0.57617123;;;;
NPL;27;0.915550072;;;;
NPL;23;1.072533273;;;;
NAP;25;1.147195883;;;;
WMT;19;1.226426771;;;;
SPL;25;1.056650275;;;;
SAP;23;1.056650275;;;;
TPL;29;0.690016276;;;;
TPL;25;0.663157646;;;;
WMT;51;0.909976227;;;;
TPL;21;0.635285246;;;;
TPL;37;1.049737298;;;;
TPL;22;0.715932302;;;;
SPL;43;0.511910637;;;;
SPL;20;0.635285246;;;;
TPL;22;0.934733772;;;;
CPL;23;1.265087683;;;;
TPL;9;0.511910636;;;;
TPL;25;0.788633341;;;;
SAP;57;1.147195883;;;;
SAP;22;1.056650275;;;;
SAP;6;1.175068282;;;;
XER;19;0.971668015;;;;
WMT;52;0.811359163;;;;
WMT;39;1.366725329;;;;
UMW;36;1.312940527;;;;
UMW;30;1.252880283;;;;
TPL;19;0.971668015;;;;
WMT;44;1.161263564;;;;
SPL;20;1.227842938;;;;
WMT;28;1.252880283;;;;
NAP;6;0.740969646;;;;
NAP;14;0.606319536;;;;
SPL;38;1.161263564;;;;
TPL;20;1.240467706;;;;
SAP;56;1.201926913;;;;
SAP;53;0.989464802;;;;
TPL;9;0.36370912;;;;
TPL;5;0.854814692;;;;
CPL;10;1.323269799;;;;
SPL;21;0.57617123;;;;
SPL;36;1.345317136;;;;
SPL;29;0.740969646;;;;
TPL;43;0.690016276;;;;
SPL;30;1.201926913;;;;
TPL;28;0.895854747;;;;
WMT;25;1.006842803;;;;
CPL;17;1.323269799;;;;
NPL;36;0.934733772;;;;
NPL;35;1.147195883;;;;
XER;32;1.46303087;;;;
CPL;28;0.96986452;;;;
NPL;16;1.103309848;;;;
NPL;26;1.074102946;;;;
CPL;16;1.161263564;;;;
CPL;51;1.023821273;;;;
NAP;56;0.811359163;;;;
WMT;35;0.953431757;;;;
WMT;38;0.895854746;;;;
NPL;35;0.615129155;;;;
SPL;31;0.765185945;;;;
UMW;59;1.103309848;;;;
XER;17;1.118230172;;;;
XER;22;1.056650275;;;;
XER;34;0.971668015;;;;
XER;39;1.201926913;;;;
NPL;31;0.715932302;;;;
WMT;32;1.323269799;;;;
WMT;37;0.934733772;;;;
SPL;34;1.265087683;;;;
XER;40;1.227842938;;;;
XER;42;0.606319536;;;;
TPL;34;0.971668015;;;;
UMW;26;0.544739638;;;;
WMT;34;0.95527578;;;;
WMT;26;0.971668015;;;;
TPL;33;0.854814692;;;;
NPL;19;1.227842938;;;;
TPL;29;0.875619756;;;;
CPL;26;1.132855025;;;;
NPL;25;1.161263564;;;;
NPL;17;1.118230172;;;;
TPL;34;0.064260594;;;;
TPL;28;0.788633341;;;;
UMW;46;1.277096581;;;;
UMW;40;0.971668015;;;;
NPL;41;0.544739638;;;;
SPL;33;1.006842803;;;;
WMT;36;1.161263564;;;;
SPL;8;1.040418172;;;;
SPL;24;1.040418172;;;;
CPL;22;1.198401699;;;;
NPL;32;0.854814692;;;;
NPL;12;0.934733772;;;;
WMT;25;1.118230172;;;;
CPL;11;0.854814692;;;;
SAP;26;1.474516808;;;;
SAP;33;1.201926913;;;;
TPL;43;1.103309848;;;;
SPL;19;1.214998598;;;;
NPL;12;1.323269799;;;;
NPL;29;0.971668015;;;;
TPL;31;0.811359163;;;;
TPL;31;1.040418172;;;;
TPL;16;1.006842803;;;;
WMT;33;1.175068282;;;;
WMT;34;1.259009205;;;;
NPL;23;1.201926913;;;;
WMT;33;1.240467706;;;;
NPL;41;1.252880283;;;;
NPL;43;1.092749798;;;;
SAP;30;1.236283383;;;;
NPL;28;1.300543977;;;;
UMW;36;1.483578651;;;;
SPL;27;0.663157646;;;;
SPL;13;0.833406499;;;;
XER;33;1.427460708;;;;
XER;30;1.064634471;;;;
SPL;40;1.265087684;;;;
CPL;6;1.188619689;;;;
CPL;25;0.913387462;;;;
SAP;51;1.510115552;;;;
SAP;37;1.161263564;;;;
WMT;34;1.103309848;;;;
NPL;32;0.915550072;;;;
CPL;37;1.201926913;;;;
CPL;32;1.088081867;;;;
CPL;26;0.989464802;;;;
SAP;53;1.118230173;;;;
CPL;42;1.265087683;;;;
UMW;19;1.175068283;;;;
NAP;51;0.635285246;;;;
WMT;13;1.214998598;;;;
TPL;22;0.740969646;;;;
NPL;25;1.188619689;;;;
NPL;38;1.088081867;;;;
WMT;37;1.265087683;;;;
SAP;30;0.971668015;;;;
XER;35;1.300543977;;;;
UMW;34;1.006842802;;;;
UMW;37;0.715932302;;;;
TPL;29;0.788633341;;;;
WMT;13;1.254519642;;;;
SPL;4;0.663157646;;;;
SPL;5;0.064260594;;;;
CPL;15;0.811359163;;;;
CPL;17;0.971668015;;;;
XER;19;1.201926913;;;;
SPL;28;1.311994299;;;;
CPL;14;0.854814692;;;;
SAP;53;1.323269799;;;;
SAP;43;1.201926913;;;;
TPL;9;0.715932301;;;;
NPL;44;1.103309848;;;;
NPL;52;1.056650275;;;;
WMT;42;1.483578651;;;;
WMT;13;1.334375737;;;;
WMT;53;0.875619756;;;;
SPL;43;1.118230172;;;;
SPL;26;0.606319536;;;;
CPL;13;0.875619756;;;;
CPL;11;1.072533273;;;;
WMT;47;0.833406499;;;;
NAP;40;1.040418172;;;;
TPL;27;0.978838274;;;;
CPL;43;0.971668015;;;;
UMW;34;1.132855025;;;;
WMT;30;1.347486098;;;;
NPL;15;0.854814692;;;;
UMW;35;1.161263564;;;;
SPL;1;0.57617123;;;;
UMW;39;1.118230172;;;;
TPL;34;1.131405504;;;;
TPL;4;0;;;;
TPL;17;0.788633341;;;;
SAP;54;0.299448526;;;;
NAP;50;0.788633341;;;;
TPL;35;0.875619756;;;;
TPL;24;1.040418172;;;;
NPL;40;0.606319536;;;;
SPL;16;0.635285246;;;;
TPL;42;0.788633341;;;;
TPL;33;0.811359163;;;;
SPL;25;0.544739638;;;;
WMT;35;1.040418172;;;;
WMT;38;1.040418172;;;;
WMT;32;0.788633341;;;;
CPL;7;0.934733772;;;;
NPL;17;0.477554166;;;;
SPL;31;1.311994299;;;;
SPL;28;0.934733772;;;;
XER;42;1.088081867;;;;
TPL;35;0.8334065;;;;
NAP;35;1.238378508;;;;
TPL;21;0.989464802;;;;
TPL;30;1.023821273;;;;
XER;14;1.040418172;;;;
TPL;47;1.056650275;;;;
TPL;28;0.989464802;;;;
WMT;41;1.300543977;;;;
SAP;45;1.417678699;;;;
CPL;27;1.040418172;;;;
CPL;27;1.006842803;;;;
NAP;42;0.895854746;;;;
NPL;24;0.811359163;;;;
TPL;41;0.690016276;;;;
TPL;41;0.875619757;;;;
NPL;29;0.895854746;;;;
NAP;23;0.971668015;;;;
NAP;18;1.175068282;;;;
SAP;40;0.915550072;;;;
NAP;10;1.334375737;;;;
NAP;13;1.252880283;;;;
TPL;20;0.679389749;;;;
NAP;23;1.056650275;;;;
WMT;22;1.132855025;;;;
WMT;18;1.161263564;;;;
UMW;49;1.281056542;;;;
CPL;41;1.104468328;;;;
SAP;40;1.072533273;;;;
SAP;48;0.795524815;;;;
SAP;46;1.240467706;;;;
UMW;33;0.915550072;;;;
XER;24;0.36370912;;;;
XER;10;0.544739638;;;;
NAP;47;1.118230173;;;;
NAP;38;0.934733772;;;;
NPL;35;1.252880283;;;;
NPL;38;1.118230173;;;;
WMT;9;1.277096581;;;;
SAP;32;1.062362066;;;;
NPL;34;1.072533273;;;;
WMT;32;1.040418172;;;;
WMT;37;1.277096581;;;;
NPL;34;0.544739638;;;;
NPL;18;0.989464802;;;;
WMT;7;0.8334065;;;;
SAP;53;1.323269799;;;;
UMW;22;1.132855025;;;;
UMW;53;0.915550072;;;;
NPL;25;1.279475105;;;;
NPL;38;0.959560679;;;;
NPL;25;1.110807689;;;;
SPL;19;0.854814692;;;;
NAP;30;0.8334065;;;;
SAP;19;1.006842802;;;;
SAP;54;1.161263564;;;;
NPL;11;0.875619756;;;;
WMT;41;1.103309848;;;;
NPL;34;1.023821273;;;;
NPL;26;1.040418172;;;;
WMT;31;1.288913328;;;;
XER;26;1.20082709;;;;
SAP;46;1.259009205;;;;
TPL;17;0.544739638;;;;
TPL;36;0.915550072;;;;
XER;23;1.147195883;;;;
SAP;39;1.118230172;;;;
SAP;28;1.008558322;;;;
TPL;32;1.397717188;;;;
TPL;26;1.175068282;;;;
NAP;56;0.895854746;;;;
WMT;28;1.212835988;;;;
NAP;28;0.934733772;;;;
NAP;38;1.147195883;;;;
SPL;36;1.072533273;;;;
SAP;23;1.147195883;;;;
SAP;42;0.895854746;;;;
SAP;50;0.576171231;;;;
SAP;36;0.477554166;;;;
XER;14;1.103309848;;;;
WMT;31;1.277096581;;;;
WMT;35;0.953431757;;;;
SAP;16;1.227842938;;;;
NPL;18;0.971668015;;;;
NPL;19;0.788633341;;;;
SAP;44;1.356098801;;;;
SAP;56;0.989464802;;;;
SAP;27;0.854814692;;;;
XER;43;1.356098801;;;;
UMW;28;1.056650275;;;;
UMW;48;0.576171231;;;;
NAP;39;1.006842803;;;;
TPL;22;0.663157646;;;;
SAP;43;0.765185945;;;;
NPL;31;0.854814692;;;;
XER;38;1.265087684;;;;
NAP;46;1.118230172;;;;
NPL;35;1.040418172;;;;
NPL;22;1.288913328;;;;
TPL;30;0.997238884;;;;
TPL;24;1.188619689;;;;
NAP;31;0.544739638;;;;
CPL;18;0.915550072;;;;
CPL;21;1.427460708;;;;
WMT;34;1.370933493;;;;
NAP;42;1.265087683;;;;
TPL;22;0.064260594;;;;
TPL;31;1.345317136;;;;
WMT;32;0.875619756;;;;
WMT;32;1.252880283;;;;
CPL;19;0.606319536;;;;
CPL;12;0.824387221;;;;
NAP;21;1.088081867;;;;
TPL;32;1.110807689;;;;
TPL;27;1.214998598;;;;
XER;32;1.161263564;;;;
SPL;36;0.895854746;;;;
CPL;18;1.006842803;;;;
NAP;41;0.78863334;;;;
CPL;32;0.833406499;;;;
CPL;25;1.323269799;;;;
NAP;36;0.951583117;;;;
NPL;40;0.788633341;;;;
XER;27;0.915550072;;;;
WMT;35;1.023821273;;;;
NPL;28;0.740969646;;;;
NAP;44;1.387530393;;;;
NAP;35;0.971668015;;;;
NAP;43;0.740969646;;;;
SPL;16;0.989464802;;;;
SPL;26;1.265087684;;;;
XER;33;1.147195883;;;;
XER;8;1.175068282;;;;
NAP;55;0.889171163;;;;
SPL;44;0.740969646;;;;
SPL;15;0.511910636;;;;
NPL;34;1.227842938;;;;
SPL;33;0.22905901;;;;
SPL;30;0.875619757;;;;
SPL;37;1.252880283;;;;
SPL;24;1.300543977;;;;
WMT;29;0.953431757;;;;
SAP;22;0.788633341;;;;
CPL;42;1.234182298;;;;
UMW;27;0.740969646;;;;
SPL;12;0.57617123;;;;
SPL;21;0.811359163;;;;
TPL;25;0.811359163;;;;
UMW;23;1.088081867;;;;
NPL;36;1.040418172;;;;
SPL;1;0.17810564;;;;
SPL;23;0.833406499;;;;
SPL;4;0.44152112;;;;
UMW;64;1.259009205;;;;
UMW;62;1.360204042;;;;
NAP;36;0.765185945;;;;
WMT;23;1.127039791;;;;
WMT;25;1.063751589;;;;
TPL;45;0.635285246;;;;
SPL;13;0.875619756;;;;
CPL;15;0.989464802;;;;
WMT;25;1.088081867;;;;
SAP;47;0.690016276;;;;
SAP;43;0.929030802;;;;
WMT;24;0.811359163;;;;
SAP;51;0.635285246;;;;
WMT;47;1.510115552;;;;
NPL;35;1.201926913;;;;
NPL;16;1.175068282;;;;
WMT;41;0.936834857;;;;
WMT;33;0.606319536;;;;
NAP;31;0.992389681;;;;
WMT;32;0.971668015;;;;
XER;37;1.088081867;;;;
WMT;32;0.511910636;;;;
UMW;52;1.323269799;;;;
NPL;32;1.040418172;;;;
NPL;32;1.141850642;;;;
SPL;27;1.147195883;;;;
UMW;26;0.811359163;;;;
UMW;32;1.382383815;;;;
NPL;54;1.334375737;;;;
NPL;31;1.240467706;;;;
XER;27;1.072533273;;;;
TPL;14;0.511910637;;;;
TPL;33;0.811359163;;;;
XER;25;1.201926913;;;;
XER;17;1.072533273;;;;
UMW;37;0.606319536;;;;
NAP;45;1.103309848;;;;
WMT;31;0.635285246;;;;
TPL;46;1.023821273;;;;
NPL;28;0.511910636;;;;
XER;33;1.088081867;;;;
WMT;37;1.023821273;;;;
UMW;32;0.854814692;;;;
UMW;47;1.147195883;;;;
NAP;15;1.103309848;;;;
SAP;43;0.953431757;;;;
NAP;43;1.175068282;;;;
NPL;31;0.989464802;;;;
NPL;25;0.715932302;;;;
NPL;40;0.788633341;;;;
SAP;30;0.895854746;;;;
SPL;35;1.001672203;;;;
SPL;25;0.895854746;;;;
TPL;26;0.833406499;;;;
SAP;53;0.690016277;;;;
XER;31;1.17202279;;;;
TPL;25;0.663157646;;;;
UMW;35;1.103309848;;;;
NAP;32;0.895854746;;;;
NAP;29;0.606319536;;;;
TPL;33;0.811359163;;;;
TPL;15;0.971668015;;;;
SAP;29;1.112298165;;;;
WMT;19;1.023821273;;;;
NAP;26;1.107817681;;;;
SPL;23;0.953431757;;;;
SPL;11;0.663157646;;;;
SAP;29;1.088081867;;;;
NAP;55;1.152855151;;;;
NAP;45;1.265087684;;;;
NAP;50;0.875619756;;;;
SAP;48;1.072533273;;;;
TPL;26;0.975261846;;;;
TPL;13;1.088081867;;;;
UMW;32;1.334375737;;;;
CPL;30;1.265087683;;;;
XER;41;1.514114827;;;;
XER;58;1.251648371;;;;
XER;38;1.056650275;;;;
NAP;46;1.288913328;;;;
NAP;43;0.854814692;;;;
CPL;38;1.201926913;;;;
CPL;24;1.006842803;;;;
SAP;24;0.765185945;;;;
SAP;39;0.733547162;;;;
SAP;43;1.161263564;;;;
WMT;33;0.788633341;;;;
WMT;27;1.040418172;;;;
SAP;21;1.103309848;;;;
SAP;21;1.118230172;;;;
NAP;39;1.088081867;;;;
NAP;46;0.875619756;;;;
SAP;36;1.188619689;;;;
SAP;50;1.040418172;;;;
XER;40;0.811359163;;;;
SPL;15;1.132855025;;;;
SAP;45;1.252880283;;;;
SAP;42;1.323269799;;;;
NPL;26;0.915550072;;;;
NPL;16;0.715932301;;;;
WMT;12;0.875619756;;;;
WMT;53;0.953431757;;;;
