Ecoregions;Fish_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Fish;lower_LCBD_Fish;upperr_LCBD_Fish
UMW;0.001031138;1.124053444;;;;
UMW;0.001012544;1.012086015;;;;
UMW;0.001088015;1.341324603;;;;
UMW;0.001010947;1.0678944;;;;
UMW;0.001004747;1.167310935;;;;
UMW;0.001060706;1.194809519;;;;
UMW;0.000971582;1.221325798;;;;
UMW;0.00103591;0.815584379;;;;
UMW;0.000992642;1.221325798;;;;
UMW;0.001018221;0.719660575;;;;
UMW;0.001009035;1.221325798;;;;
TPL;0.000971104;1.045836231;;;;
UMW;0.000996571;1.181187542;;;;
TPL;0.000968338;1.045836231;;;;
UMW;0.000998973;0.976728052;;;;
UMW;0.001011029;0.90051998;;;;
UMW;0.000980278;1.029152902;;;;
UMW;0.000992726;0.958396827;;;;
UMW;0.001016186;0.744828303;;;;
UMW;0.00105168;1.109055421;;;;
UMW;0.001078294;1.062152864;;;;
SAP;0.001010381;0.69360959;;;;
SAP;0.001077823;0.958396827;;;;
SAP;0.00103074;0.69360959;;;;
SAP;0.000986671;0.958396827;;;;
SAP;0.001040508;0.976728052;;;;
SAP;0.001021046;0.79274021;;;;
SAP;0.001099441;0.880179615;;;;
SAP;0.001097812;1.138754457;;;;
SAP;0.001040752;1.012086015;;;;
SAP;0.001014464;1.078118574;;;;
SAP;0.001043014;1.167310935;;;;
SAP;0.001052478;0.79274021;;;;
SAP;0.001042596;0.994617518;;;;
SAP;0.001066361;0.744828303;;;;
SAP;0.001006821;0.920317871;;;;
SAP;0.00105793;0.719660575;;;;
SAP;0.001064512;0.859266207;;;;
SAP;0.001060802;0.79274021;;;;
SAP;0.00103853;0.609476993;;;;
SAP;0.001016083;0.769170711;;;;
SAP;0.001077013;0.859266207;;;;
WMT;0.001003409;1.093748138;;;;
NPL;0.001021592;0.609476993;;;;
NPL;0.001077758;1.208186041;;;;
XER;0.000983305;1.093748138;;;;
XER;0.001036761;1.194809519;;;;
XER;0.000997956;1.245668205;;;;
NPL;0.000982646;1.208186041;;;;
XER;0.001145337;0.719660575;;;;
NPL;0.001024961;1.029152902;;;;
NPL;0.001064718;0.666611091;;;;
NPL;0.001061571;1.078118573;;;;
XER;0.00113034;0.976728052;;;;
XER;0.001073951;1.029152902;;;;
NPL;0.001076195;0.79274021;;;;
NPL;0.001080214;0.69360959;;;;
WMT;0.001101824;0.649927762;;;;
XER;0.001127333;0.719660575;;;;
SPL;0.000990005;1.093748138;;;;
NPL;0.000988874;1.093748138;;;;
NPL;0.001007465;0.994617518;;;;
XER;0.001003409;1.153169995;;;;
XER;0.001114477;1.109055421;;;;
XER;0.001104141;0.880179615;;;;
XER;0.00103999;1.194809519;;;;
XER;0.001123916;0.880179615;;;;
NPL;0.001145168;0.976728052;;;;
XER;0.001106795;0.920317871;;;;
XER;0.001108586;0.815584379;;;;
XER;0.001145684;1.029152902;;;;
NPL;0.001140563;1.062152864;;;;
NPL;0.001146035;1.079696421;;;;
WMT;0.00114818;1.295625445;;;;
WMT;0.001139862;1.181187542;;;;
XER;0.001144435;0.939601472;;;;
