Ecoregions;Fish_LCBD;SumNat_PFC;Habitat_Heterogeneity;Pred_LCBD_Fish;lower_LCBD_Fish;upperr_LCBD_Fish
SPL;0.000825011;0.230251853;;;;
SAP;0.000894194;0.609476993;;;;
TPL;0.000837258;0.837746529;;;;
SPL;0.000845539;0.514576452;;;;
WMT;0.000966079;1.221325798;;;;
WMT;0.00098414;1.093748138;;;;
WMT;0.000954478;0.941713498;;;;
WMT;0.000968384;1.167310935;;;;
XER;0.000961128;0.365603164;;;;
WMT;0.000991923;1.181187542;;;;
WMT;0.000984635;0.480041066;;;;
WMT;0.00097166;0.815584379;;;;
WMT;0.000983766;1.124053444;;;;
WMT;0.000979871;0.815584379;;;;
XER;0.000979904;1.138754457;;;;
XER;0.000960809;0.579171687;;;;
WMT;0.000938764;1.012086015;;;;
WMT;0.000962706;0.769170711;;;;
XER;0.000984635;1.093748138;;;;
WMT;0.000973405;1.062152864;;;;
WMT;0.00095906;1.029152902;;;;
WMT;0.000959057;0.666611091;;;;
WMT;0.000953185;0.839926786;;;;
WMT;0.000968806;0.719660575;;;;
WMT;0.000991923;0.994617518;;;;
WMT;0.000980626;0.514576451;;;;
WMT;0.000958763;1.132908939;;;;
NAP;0.000861387;0.958396827;;;;
SAP;0.000795654;1.208186041;;;;
SAP;0.000882295;1.116592306;;;;
NAP;0.001648509;1.491304503;;;;
SAP;0.000815094;0.90051998;;;;
NAP;0.000874823;0.744828303;;;;
NAP;0.001493927;1.307316662;;;;
NAP;0.000950369;0.666611091;;;;
SAP;0.000878948;1.194809519;;;;
NAP;0.000895909;1.093748138;;;;
NAP;0.000858323;0.90051998;;;;
SAP;0.000855844;1.078118574;;;;
NAP;0.000833702;1.234237026;;;;
NAP;0.000876644;0.939601472;;;;
NAP;0.001383038;1.295625445;;;;
NAP;0.000928739;0.920317871;;;;
NAP;0.000966079;0.958396827;;;;
SAP;0.000891999;1.138754457;;;;
SAP;0.000879023;1.208186041;;;;
NAP;0.001486139;1.373842658;;;;
SAP;0.00082115;0.859266207;;;;
NAP;0.00080721;1.259404755;;;;
SAP;0.000861244;1.012086015;;;;
SAP;0.000897263;1.029152902;;;;
NAP;0.001396608;1.40499591;;;;
NAP;0.000964898;1.029152902;;;;
NAP;0.001495097;1.454177923;;;;
SAP;0.000843816;0.976728052;;;;
CPL;0.000916196;1.167310935;;;;
CPL;0.000894664;0.880179614;;;;
CPL;0.000914579;1.208186041;;;;
CPL;0.000973227;1.234237026;;;;
WMT;0.000984084;1.271675727;;;;
WMT;0.000975536;1.181187542;;;;
WMT;0.000975699;0.994617518;;;;
CPL;0.000950137;1.078118573;;;;
CPL;0.000955321;1.208186041;;;;
CPL;0.00096777;0.976728052;;;;
CPL;0.000941421;1.109055421;;;;
CPL;0.001191555;1.294446133;;;;
CPL;0.000914289;1.272621688;;;;
CPL;0.000925074;1.283747162;;;;
CPL;0.000893955;0.939601472;;;;
CPL;0.000910136;1.018959924;;;;
SAP;0.000968594;1.109055421;;;;
NAP;0.001293256;1.234237026;;;;
NAP;0.000876677;1.059458208;;;;
NAP;0.000871543;1.271675727;;;;
NAP;0.000894129;0.90051998;;;;
NAP;0.000913634;1.062152864;;;;
NAP;0.000877542;1.181187542;;;;
NAP;0.000877868;0.90051998;;;;
NAP;0.000889042;0.837746529;;;;
NAP;0.000887547;0.815584379;;;;
NAP;0.000885998;1.109055421;;;;
NAP;0.000899876;1.093748138;;;;
NAP;0.0009002;1.221325798;;;;
NAP;0.000879747;1.093748138;;;;
TPL;0.000827834;0.547576413;;;;
TPL;0.000828596;0.939601472;;;;
SAP;0.000901776;1.373842658;;;;
SAP;0.000889003;1.012086015;;;;
TPL;0.000890973;0.994617518;;;;
TPL;0.000833463;1.167310935;;;;
CPL;0.00085495;0.958396827;;;;
NAP;0.000912476;1.039207822;;;;
NAP;0.000899827;0.956538561;;;;
NAP;0.000919378;1.125377935;;;;
NAP;0.000905284;1.122567203;;;;
NAP;0.000910004;1.244827461;;;;
UMW;0.000845553;0.880179615;;;;
TPL;0.000886609;0.939601471;;;;
UMW;0.000920879;0.547576413;;;;
TPL;0.000912776;0.514576451;;;;
TPL;0.000929596;1.012086015;;;;
UMW;0.0009072;0.837746529;;;;
UMW;0.000932791;1.010357547;;;;
UMW;0.000918352;0.719660575;;;;
UMW;0.000905273;1.029152902;;;;
TPL;0.000810367;0.792740211;;;;
TPL;0.000793691;0.609476993;;;;
SAP;0.001295604;1.404995909;;;;
SAP;0.001388581;1.295625445;;;;
SAP;0.000911584;1.167310935;;;;
SAP;0.000914061;1.265565594;;;;
SAP;0.00084773;1.341324603;;;;
SAP;0.001491486;1.363160791;;;;
TPL;0.000793691;0.719660575;;;;
TPL;0.000796427;0.27816376;;;;
TPL;0.000874645;0.230251853;;;;
TPL;0.000791678;0.514576451;;;;
CPL;0.000862006;1.10905542;;;;
CPL;0.000918236;1.208186041;;;;
CPL;0.000839867;1.062152864;;;;
CPL;0.00095435;1.138754457;;;;
CPL;0.000931702;1.35232298;;;;
CPL;0.001293121;1.194809519;;;;
CPL;0.000919747;0.859266207;;;;
NPL;0.001495906;1.425061371;;;;
NPL;0.00166007;1.526662466;;;;
NPL;0.000900522;1.062152864;;;;
NPL;0.001491683;1.307316661;;;;
NPL;0.00090804;1.138754457;;;;
NPL;0.000915087;0.958396827;;;;
NPL;0.000916398;1.018959924;;;;
NPL;0.000923739;1.124053444;;;;
CPL;0.000974668;1.194809519;;;;
CPL;0.000971785;1.295625445;;;;
CPL;0.000920853;0.815584379;;;;
CPL;0.00093774;0.939601472;;;;
XER;0.000967391;1.062152864;;;;
NAP;0.000919907;1.045836231;;;;
NAP;0.000874375;1.124053444;;;;
NAP;0.000937934;1.234237026;;;;
WMT;0.000976282;0.976728052;;;;
WMT;0.00096583;1.33016083;;;;
XER;0.001964362;1.33016083;;;;
WMT;0.000974288;1.221325798;;;;
XER;0.000984635;1.138754457;;;;
NAP;0.00089206;0.997557628;;;;
SAP;0.000854615;0.930022282;;;;
SAP;0.000860813;0.837746529;;;;
NAP;0.000884435;1.029152902;;;;
TPL;0.001289275;1.295625445;;;;
TPL;0.001489937;1.454177923;;;;
NPL;0.000918422;0.994617518;;;;
CPL;0.000860016;0.859266207;;;;
CPL;0.000865778;1.124053444;;;;
CPL;0.000938286;0.514576451;;;;
CPL;0.000863562;0.859266207;;;;
CPL;0.000909094;1.078118574;;;;
CPL;0.000887944;1.271675727;;;;
SPL;0.001389041;1.434894322;;;;
SPL;0.000899827;1.234237026;;;;
XER;0.001197925;1.307316662;;;;
SPL;0.000963967;1.394756066;;;;
SPL;0.000887641;0.98572667;;;;
XER;0.001196601;1.295625445;;;;
XER;0.000931571;0.859266207;;;;
XER;0.001496601;1.470649718;;;;
WMT;0.001299761;1.33016083;;;;
XER;0.001297554;1.318826611;;;;
SAP;0.00090751;1.138754457;;;;
CPL;0.000916398;1.194809519;;;;
CPL;0.000905634;1.341324603;;;;
SAP;0.001493214;1.363160791;;;;
SAP;0.000907564;1.10905542;;;;
WMT;0.000970112;0.837746529;;;;
WMT;0.001197104;1.194809519;;;;
WMT;0.000966977;0.994617518;;;;
UMW;0.000872482;0.76917071;;;;
UMW;0.000873031;1.078118574;;;;
UMW;0.000864876;1.181187542;;;;
UMW;0.0008618;1.078118574;;;;
UMW;0.000897746;0.880179615;;;;
UMW;0.00090057;1.207080491;;;;
UMW;0.000835034;1.045836231;;;;
UMW;0.000893895;0.863496286;;;;
UMW;0.000851208;1.107538818;;;;
TPL;0.000810113;0.79274021;;;;
UMW;0.000849556;0.920317871;;;;
SAP;0.000873202;1.124053444;;;;
SAP;0.000869971;0.958396827;;;;
SAP;0.000892524;0.994617518;;;;
WMT;0.000953444;1.132908939;;;;
XER;0.000903811;0.976728052;;;;
SAP;0.000911376;1.221325798;;;;
CPL;0.000928477;0.79274021;;;;
CPL;0.000892845;0.79274021;;;;
SAP;0.000938966;1.221325798;;;;
CPL;0.000914556;1.221325798;;;;
CPL;0.000906179;1.045836231;;;;
SAP;0.000911537;1.208186041;;;;
SAP;0.00129008;1.318826612;;;;
CPL;0.000922118;0.880179615;;;;
SAP;0.000887912;0.976728052;;;;
CPL;0.000901837;1.124053444;;;;
SAP;0.000899231;1.012086015;;;;
CPL;0.001195434;1.307316662;;;;
CPL;0.000885612;0.976728052;;;;
CPL;0.000892999;0.976728052;;;;
SAP;0.000904714;0.859266207;;;;
CPL;0.000963672;1.062152864;;;;
CPL;0.000888309;0.815584379;;;;
SAP;0.000938067;1.221325798;;;;
CPL;0.000927129;1.093748138;;;;
CPL;0.000886588;1.012086015;;;;
TPL;0.00091741;0.859266207;;;;
NPL;0.000879923;0.609476993;;;;
NPL;0.000891457;0.880179615;;;;
NPL;0.000889254;0.609476993;;;;
NPL;0.000856771;1.078118573;;;;
NPL;0.000933095;0.837746529;;;;
TPL;0.000943332;1.194809519;;;;
NPL;0.000866225;1.045836231;;;;
NPL;0.0009044;1.283747162;;;;
NPL;0.000929085;0.514576451;;;;
NPL;0.000840215;0.79274021;;;;
NPL;0.000947633;0.920317871;;;;
NPL;0.000930628;0.514576452;;;;
NPL;0.000962863;0.405741419;;;;
TPL;0.000888101;1.132908939;;;;
NPL;0.00089919;0;;;;
NPL;0.000899369;0.547576413;;;;
NPL;0.000952841;0.859266206;;;;
NPL;0.000899295;0.79274021;;;;
NPL;0.000915841;1.029152902;;;;
NPL;0.00094089;1.062152864;;;;
NPL;0.000922062;0.719660575;;;;
NPL;0.000913432;0.365603164;;;;
TPL;0.000853495;0.79274021;;;;
NPL;0.000902948;1.181187542;;;;
NPL;0.000854959;1.012086015;;;;
NPL;0.00086328;0.920317871;;;;
NPL;0.000859244;1.093748138;;;;
NPL;0.000896626;0.859266207;;;;
TPL;0.000920596;1.029152902;;;;
NPL;0.000881067;0.230251853;;;;
NPL;0.000943149;1.012086015;;;;
NPL;0.000912217;0.405741419;;;;
SAP;0.000870783;0.666611091;;;;
CPL;0.000879052;0.744828303;;;;
SAP;0.000817767;1.012086015;;;;
CPL;0.000871775;0.719660575;;;;
CPL;0.000871989;0.880179615;;;;
CPL;0.000886075;0.638593544;;;;
CPL;0.000871551;0.69360959;;;;
CPL;0.000860678;0.719660575;;;;
SAP;0.000863065;0.994617518;;;;
SAP;0.000886617;1.062152864;;;;
CPL;0.000896573;0.480041066;;;;
SAP;0.000882256;0.994617518;;;;
CPL;0.000931525;1.221325798;;;;
CPL;0.000908379;1.045836231;;;;
SPL;0.00086005;1.173289841;;;;
CPL;0.000919603;1.045836231;;;;
CPL;0.000993569;0.90051998;;;;
CPL;0.000884192;0.892675925;;;;
SPL;0.000901316;0.939601471;;;;
SPL;0.000905895;0.958396827;;;;
SPL;0.000869015;0.859266207;;;;
CPL;0.000897241;0.443820376;;;;
XER;0.000956179;0.79274021;;;;
CPL;0.000857039;0.958396827;;;;
SPL;0.000850219;1.045836231;;;;
SPL;0.000870511;1.181187542;;;;
SPL;0.000865768;1.360286144;;;;
SPL;0.000905135;0.609476993;;;;
SPL;0.00138309;1.463635081;;;;
CPL;0.001188391;1.318826611;;;;
SPL;0.000853815;1.221325798;;;;
SPL;0.000836037;1.045836231;;;;
SPL;0.000841076;1.246927538;;;;
CPL;0.000910102;1.167310935;;;;
XER;0.000979401;0.831167075;;;;
XER;0.00098204;0.815584379;;;;
WMT;0.00096339;1.029152902;;;;
XER;0.000924111;0.365603164;;;;
XER;0.000975989;0.976728052;;;;
XER;0.001296601;1.404995909;;;;
WMT;0.001649842;1.491304503;;;;
XER;0.00099613;0.837746529;;;;
XER;0.000991041;0.939601472;;;;
XER;0.000975989;0.69360959;;;;
XER;0.000938668;0.880179615;;;;
XER;0.000991303;1.012086015;;;;
XER;0.000975536;0.680233067;;;;
XER;0.000968423;0.323170078;;;;
WMT;0.000959785;0.728144974;;;;
WMT;0.00095122;1.271675727;;;;
XER;0.000975536;1.208186041;;;;
WMT;0.000973885;0.859266207;;;;
SAP;0.000946904;1.045836231;;;;
SAP;0.000889177;1.167310935;;;;
SAP;0.000899473;0.976728052;;;;
SAP;0.001491366;1.318826611;;;;
SAP;0.000938705;1.012086015;;;;
SAP;0.000886385;1.138754457;;;;
SAP;0.000941269;1.138754457;;;;
SAP;0.00129375;1.35232298;;;;
SAP;0.000935611;0.958396827;;;;
CPL;0.000943377;0.939601472;;;;
CPL;0.000934927;1.109055421;;;;
SAP;0.000925958;1.271675727;;;;
SAP;0.001926838;1.318826611;;;;
SAP;0.001192962;1.33016083;;;;
SAP;0.001291521;1.384373003;;;;
SAP;0.000928423;1.124053444;;;;
SAP;0.000912851;1.181187542;;;;
SAP;0.000921074;1.078118574;;;;
SAP;0.000943802;1.153169995;;;;
SAP;0.000954651;1.208186041;;;;
SAP;0.000908654;1.194809519;;;;
SAP;0.000919888;1.167310935;;;;
NAP;0.000946904;1.124053443;;;;
NAP;0.000969805;1.124053444;;;;
NAP;0.000938195;1.182332303;;;;
NAP;0.000850504;0.811071436;;;;
NAP;0.000942912;1.029152902;;;;
NAP;0.001196981;1.319777767;;;;
NAP;0.000939572;0.815584379;;;;
NAP;0.000939083;1.167310935;;;;
XER;0.000968534;0.880179615;;;;
WMT;0.000970676;0.480041067;;;;
XER;0.000943274;1.234237026;;;;
WMT;0.000958763;0.880179615;;;;
WMT;0.000996892;1.167310935;;;;
WMT;0.000969961;0.939601472;;;;
WMT;0.00095906;0.769170711;;;;
WMT;0.000973796;0.994617518;;;;
WMT;0.000986658;0;;;;
WMT;0.00095906;1.012086015;;;;
WMT;0.000977475;0.815584379;;;;
WMT;0.000973126;1.062152864;;;;
UMW;0.000961255;1.221325798;;;;
UMW;0.001190854;1.295625445;;;;
UMW;0.000866754;0.76917071;;;;
UMW;0.001286459;1.307316662;;;;
UMW;0.00090436;0.939601472;;;;
UMW;0.000859787;1.35232298;;;;
TPL;0.000832566;1.062152864;;;;
UMW;0.000877936;0.958396827;;;;
UMW;0.001286052;1.33016083;;;;
TPL;0.000892146;1.045836231;;;;
TPL;0.000964174;0.880179615;;;;
UMW;0.001289522;1.318826611;;;;
UMW;0.000853344;1.309247422;;;;
UMW;0.001288998;1.40499591;;;;
UMW;0.001294908;1.319777767;;;;
UMW;0.000839841;1.234237026;;;;
UMW;0.000959048;1.124053444;;;;
UMW;0.000938943;1.153169995;;;;
UMW;0.000875642;1.341324603;;;;
UMW;0.000913796;1.045836231;;;;
UMW;0.000959576;1.062152864;;;;
UMW;0.000840224;1.138754457;;;;
UMW;0.001294919;1.318826611;;;;
UMW;0.00087748;0.179033139;;;;
UMW;0.000916938;1.167310935;;;;
UMW;0.000844368;1.062152864;;;;
UMW;0.000840132;1.265565594;;;;
UMW;0.001184997;1.307316662;;;;
UMW;0.000854312;0.859266207;;;;
UMW;0.001286978;1.33016083;;;;
UMW;0.000963741;1.078118574;;;;
UMW;0.000860047;1.271675727;;;;
UMW;0.000943529;1.088574759;;;;
UMW;0.001594535;1.434894322;;;;
UMW;0.001285689;1.287727744;;;;
UMW;0.00094908;1.283747162;;;;
UMW;0.000868147;1.078118574;;;;
SAP;0.000889943;0.90051998;;;;
SAP;0.000880905;1.138754457;;;;
SAP;0.00086536;0.769170711;;;;
SAP;0.000839974;0.976728052;;;;
SAP;0.000923261;0.638593544;;;;
SAP;0.001187432;1.33016083;;;;
SAP;0.000874144;1.208186041;;;;
SAP;0.000891778;1.045836231;;;;
SAP;0.000887624;1.109055421;;;;
SAP;0.000862298;0.859266207;;;;
SAP;0.000889722;0.837746529;;;;
SAP;0.000879987;1.208186041;;;;
SAP;0.001291045;1.415096431;;;;
SAP;0.000881888;1.181187542;;;;
SAP;0.000816015;0.443820376;;;;
XER;0.000932969;0.815584379;;;;
NPL;0.000920588;1.124053444;;;;
NPL;0.000973254;0.976728052;;;;
WMT;0.001296608;1.454177922;;;;
NPL;0.000898455;1.012086015;;;;
XER;0.000950858;0.744828304;;;;
NPL;0.000915707;1.167310935;;;;
XER;0.000897859;0.958396827;;;;
NPL;0.000898455;1.045836231;;;;
XER;0.000931894;1.138754457;;;;
WMT;0.000965027;1.181187542;;;;
XER;0.001494114;1.318826611;;;;
XER;0.000903834;1.029152902;;;;
XER;0.000972911;0.90051998;;;;
NPL;0.000862565;0.976728052;;;;
XER;0.001296608;1.307316662;;;;
NPL;0.000929752;0.92031787;;;;
XER;0.000936082;1.012086015;;;;
NPL;0.000943149;1.167310935;;;;
NPL;0.000858663;1.124053444;;;;
NPL;0.000856592;1.109055421;;;;
WMT;0.001396608;1.295625445;;;;
WMT;0.000958763;1.181187542;;;;
NPL;0.000955734;1.259404755;;;;
SAP;0.001189608;0.939601471;;;;
SAP;0.001217341;1.013810469;;;;
SAP;0.001200238;0.744828304;;;;
SAP;0.001241456;0.744828304;;;;
CPL;0.001235855;0.837746529;;;;
CPL;0.001281631;0.76917071;;;;
CPL;0.001217377;0.939601471;;;;
CPL;0.001196415;0.666611091;;;;
SAP;0.001239376;0.976728052;;;;
SAP;0.001163477;0.815584379;;;;
SAP;0.001268915;0.880179615;;;;
CPL;0.001256148;0.769170711;;;;
CPL;0.001195905;0.719660575;;;;
CPL;0.001251096;0.769170711;;;;
CPL;0.001181277;1.012086015;;;;
SAP;0.001158915;0.79274021;;;;
SAP;0.001226955;0.92031787;;;;
SAP;0.00087084;0.991073946;;;;
CPL;0.001233401;0.976728052;;;;
CPL;0.001151957;0.974915165;;;;
CPL;0.001154093;0.837746529;;;;
SAP;0.001231474;0.815584379;;;;
SAP;0.00119661;0.769170711;;;;
CPL;0.00081236;0.27816376;;;;
CPL;0.001197918;0.480041067;;;;
CPL;0.000811535;0.179033139;;;;
SAP;0.001184178;0.480041066;;;;
CPL;0.001184123;0.92031787;;;;
SAP;0.001144124;0.785747598;;;;
CPL;0.001168922;0.976728052;;;;
CPL;0.001185799;0.514576451;;;;
CPL;0.001198738;0.90051998;;;;
CPL;0.001239964;0.323170078;;;;
CPL;0.001218337;0.365603163;;;;
CPL;0.001192618;0.69360959;;;;
SAP;0.001161248;0.514576452;;;;
CPL;0.000812144;0.230251853;;;;
SAP;0.001168097;0.958396827;;;;
SAP;0.001176175;0.880179615;;;;
CPL;0.001232041;1.012086015;;;;
CPL;0.001156205;0.638593544;;;;
SAP;0.001203746;1.045836231;;;;
SAP;0.001164667;0.792740211;;;;
CPL;0.001264484;1.012086015;;;;
SAP;0.001191458;0.880179615;;;;
SAP;0.000771203;0.638593544;;;;
SAP;0.001182792;0.837746529;;;;
CPL;0.001201514;0.480041066;;;;
WMT;0.00050788;1.239143699;;;;
XER;0.001341926;0.480041067;;;;
XER;0.001343229;0.547576413;;;;
XER;0.001328889;0.859266207;;;;
WMT;0.00133484;0.976728052;;;;
WMT;0.001325215;0.98572667;;;;
WMT;0.001326142;1.153169995;;;;
XER;0.001351414;0.815584379;;;;
XER;0.001317865;1.283747162;;;;
WMT;0.001303407;1.259404755;;;;
XER;0.001314598;1.208186041;;;;
WMT;0.001303407;1.221325798;;;;
XER;0.001351414;1.283747162;;;;
WMT;0.001343073;0.920317871;;;;
WMT;0.001303407;1.078118574;;;;
WMT;0.001324948;0.859266207;;;;
WMT;0.001303407;1.373842658;;;;
WMT;0.001342299;0.744828304;;;;
WMT;0.001303407;1.208186041;;;;
WMT;0.001312523;1.246927538;;;;
XER;0.001280639;1.399039845;;;;
XER;0.001214777;1.221325798;;;;
WMT;0.001315401;1.283747162;;;;
WMT;0.001297796;1.295625445;;;;
WMT;0.00133468;1.384373003;;;;
SPL;0.001191635;1.307316662;;;;
WMT;0.001291429;1.283747162;;;;
SPL;0.00096131;1.295625445;;;;
NAP;0.001289176;1.194809519;;;;
NAP;0.001196107;1.062152864;;;;
NAP;0.001167635;1.254231376;;;;
NAP;0.001275647;1.138754457;;;;
NAP;0.001216823;1.246927538;;;;
NAP;0.001322973;1.124053444;;;;
CPL;0.001251789;0.79274021;;;;
CPL;0.001259349;0.828680282;;;;
CPL;0.00126665;1.204642469;;;;
CPL;0.001255416;0.994617518;;;;
CPL;0.001250148;0.859266207;;;;
CPL;0.001275465;0.920317871;;;;
SAP;0.001203745;1.078118574;;;;
SAP;0.001224888;1.194809519;;;;
SAP;0.001229059;1.138754457;;;;
CPL;0.001289832;0.997557628;;;;
CPL;0.001241196;1.181187542;;;;
CPL;0.001227782;1.295625445;;;;
SAP;0.001284517;1.078118573;;;;
SAP;0.001262766;1.221325798;;;;
CPL;0.001286083;1.153169995;;;;
SAP;0.001270733;1.259404755;;;;
SAP;0.001263214;1.404995909;;;;
SAP;0.001204221;1.181187542;;;;
SAP;0.001244502;1.307316662;;;;
SAP;0.000843156;1.307316662;;;;
SAP;0.001303794;1.444598733;;;;
SAP;0.001302372;1.259404755;;;;
SAP;0.00123155;1.124053444;;;;
SAP;0.001234124;1.318826611;;;;
SAP;0.00129148;1.363160791;;;;
TPL;0.001131948;0.976728052;;;;
TPL;0.001177321;1.093748138;;;;
TPL;0.001134262;0.666611091;;;;
TPL;0.001130972;1.138754457;;;;
TPL;0.001119193;1.109055421;;;;
TPL;0.00105986;0.666611091;;;;
TPL;0.001146059;1.194809519;;;;
TPL;0.001194998;0.744828304;;;;
TPL;0.001095713;0.920317871;;;;
TPL;0.001083594;0.939601471;;;;
TPL;0.001110033;1.029152902;;;;
TPL;0.001134238;1.221325798;;;;
TPL;0.001202253;0.90051998;;;;
WMT;0.001273293;0.994617518;;;;
XER;0.001321361;1.029152903;;;;
XER;0.001335966;1.153169995;;;;
WMT;0.001293136;0.920317871;;;;
WMT;0.001303725;0.880179615;;;;
WMT;0.001292538;1.124053444;;;;
XER;0.001306163;1.208186041;;;;
WMT;0.00128198;0.666611091;;;;
XER;0.001341198;1.153169995;;;;
WMT;0.001268558;0.994617518;;;;
XER;0.00132443;1.029152902;;;;
XER;0.001338344;1.029152902;;;;
WMT;0.001312815;1.045836231;;;;
XER;0.001286839;1.012086015;;;;
XER;0.001314456;0.837746529;;;;
XER;0.001267963;1.062152864;;;;
WMT;0.001289749;0.965783723;;;;
WMT;0.001275182;0.859266207;;;;
XER;0.001275821;1.062152864;;;;
XER;0.001312315;0.76917071;;;;
WMT;0.001275197;1.045836231;;;;
XER;0.001286696;1.124053444;;;;
WMT;0.001327226;0.837746529;;;;
WMT;0.001297169;0.92031787;;;;
XER;0.00130308;0.994617518;;;;
TPL;0.00112114;0.579171687;;;;
TPL;0.001145405;0.744828303;;;;
TPL;0.001152234;0.719660575;;;;
TPL;0.001114501;0.638593544;;;;
TPL;0.001118181;1.062152864;;;;
SAP;0.001130551;1.208186041;;;;
TPL;0.001149998;0.859266207;;;;
TPL;0.001121941;1.029152902;;;;
TPL;0.001129454;0.815584379;;;;
TPL;0.000811079;0.064595236;;;;
TPL;0.001046171;1.045836231;;;;
TPL;0.001090586;0.719660575;;;;
TPL;0.001127533;0.666611091;;;;
TPL;0.001169194;0.514576451;;;;
TPL;0.001166691;0.90051998;;;;
TPL;0.001060531;1.35232298;;;;
TPL;0.001095686;1.130214283;;;;
TPL;0.001089298;1.124053444;;;;
TPL;0.00109674;0.719660575;;;;
TPL;0.001108566;1.246927538;;;;
TPL;0.001120695;0.79274021;;;;
TPL;0.001080764;1.138754457;;;;
TPL;0.001158982;1.35232298;;;;
TPL;0.001151375;1.33016083;;;;
TPL;0.001318944;0.719660575;;;;
SPL;0.001170523;1.251943618;;;;
SPL;0.001205859;1.194809519;;;;
SPL;0.001224441;0.939601472;;;;
TPL;0.001261991;0.405741419;;;;
TPL;0.001157895;0.719660575;;;;
SPL;0.001151272;0.69360959;;;;
TPL;0.001114541;0.880179615;;;;
SPL;0.001180353;0.859266207;;;;
TPL;0.001190713;0.480041067;;;;
SPL;0.001159847;0.976728052;;;;
TPL;0.001099267;1.246927538;;;;
TPL;0.001275183;1.363160791;;;;
TPL;0.001159444;1.093748138;;;;
TPL;0.001086847;0.323170078;;;;
TPL;0.001131445;0.958396827;;;;
SPL;0.001152048;0.994617518;;;;
SPL;0.001237161;1.259404755;;;;
TPL;0.001066457;0.976728052;;;;
TPL;0.001178368;1.045836231;;;;
TPL;0.001257208;1.208186041;;;;
SPL;0.001143919;1.167310935;;;;
SPL;0.001123427;0.958396827;;;;
TPL;0.001050509;1.012086015;;;;
TPL;0.001178937;1.259404755;;;;
TPL;0.001166264;0.90051998;;;;
TPL;0.001137618;0.815584379;;;;
SPL;0.001186126;0.92031787;;;;
TPL;0.001122902;0.815584379;;;;
SPL;0.00116589;1.10905542;;;;
TPL;0.001305667;0.666611091;;;;
SPL;0.001139311;0.638593544;;;;
TPL;0.00115293;0.994617518;;;;
TPL;0.001127884;0.939601472;;;;
TPL;0.001123265;1.194809519;;;;
SPL;0.001183808;0.837746529;;;;
TPL;0.001112416;0.994617518;;;;
SPL;0.001273455;0.939601472;;;;
TPL;0.001123125;0.994617518;;;;
SPL;0.001281042;0.666611091;;;;
TPL;0.001126288;1.045836231;;;;
TPL;0.001123439;0.994617518;;;;
SPL;0.001124118;1.012086015;;;;
SPL;0.001159319;1.271675727;;;;
SAP;0.00110564;1.181187542;;;;
SAP;0.001156328;0.90051998;;;;
TPL;0.001186862;1.124053444;;;;
CPL;0.001170776;0.939601472;;;;
TPL;0.001141983;1.234237026;;;;
SAP;0.001144183;1.010357547;;;;
SAP;0.001200022;1.181187542;;;;
SAP;0.001273454;0.69360959;;;;
TPL;0.001214445;0.638593544;;;;
SAP;0.001173631;0.480041067;;;;
SAP;0.001136332;1.06858041;;;;
SAP;0.001131049;1.045836231;;;;
SAP;0.00112714;0.930022282;;;;
SAP;0.001131414;1.093748138;;;;
TPL;0.001169175;0.815584379;;;;
CPL;0.001228236;0.880179615;;;;
SAP;0.001113754;1.234237026;;;;
SAP;0.001150766;0.958396827;;;;
SAP;0.001241734;0.859266207;;;;
SAP;0.001109508;1.404995909;;;;
SAP;0.001099473;0.719660575;;;;
CPL;0.001287084;0.939601471;;;;
SAP;0.001262766;1.462067231;;;;
CPL;0.001281824;0.991073946;;;;
CPL;0.00124065;1.33016083;;;;
CPL;0.001191275;1.295625445;;;;
CPL;0.00124588;1.078118573;;;;
CPL;0.001174358;1.363160791;;;;
CPL;0.001186082;1.093748138;;;;
CPL;0.001209316;1.434894322;;;;
CPL;0.001190082;1.472973278;;;;
CPL;0.001188812;1.234237026;;;;
CPL;0.001240093;0.79274021;;;;
CPL;0.00116354;1.295625445;;;;
CPL;0.001213193;1.234237026;;;;
NAP;0.001279929;1.167310935;;;;
NAP;0.001210101;1.062152864;;;;
NAP;0.001217059;0.579171687;;;;
NAP;0.001147095;1.234237026;;;;
SAP;0.001194113;1.341324603;;;;
CPL;0.001293183;1.271675727;;;;
SAP;0.001206345;1.259404755;;;;
SAP;0.001224292;1.167310935;;;;
SAP;0.001145643;1.318826611;;;;
SAP;0.001226585;1.425061371;;;;
SAP;0.001157262;1.363160791;;;;
SAP;0.0011656;1.318826611;;;;
SAP;0.001157074;1.353413909;;;;
CPL;0.001263519;0.976728052;;;;
UMW;0.001266332;1.341324603;;;;
UMW;0.001205005;1.221325798;;;;
UMW;0.001299765;1.35232298;;;;
UMW;0.001179394;1.062152864;;;;
UMW;0.001156766;1.208186041;;;;
TPL;0.001215878;1.363160791;;;;
UMW;0.001180834;1.181187542;;;;
UMW;0.001304749;1.283747162;;;;
UMW;0.001257238;1.319777767;;;;
UMW;0.00126436;1.307316662;;;;
UMW;0.001219168;1.062152864;;;;
UMW;0.001171109;1.271675727;;;;
TPL;0.001249861;0.859266207;;;;
UMW;0.001239163;1.434894322;;;;
UMW;0.001311353;1.194809519;;;;
UMW;0.001203205;1.029152902;;;;
UMW;0.001317347;0.859266207;;;;
UMW;0.001304416;1.194809519;;;;
UMW;0.001312017;0.90051998;;;;
UMW;0.001288223;0.92031787;;;;
