Ecoregions;Fish_Richness;SumNat_PFC;Habitat_Heterogeneity;Pred_Richness_Fish;lower_Richness_Fish;upperr_Richness_Fish
WMT;3;1.271675727;;;;
WMT;1;1.181187542;;;;
WMT;5;0.994617518;;;;
CPL;4;1.078118573;;;;
CPL;6;1.208186041;;;;
CPL;4;0.976728052;;;;
CPL;8;1.109055421;;;;
CPL;8;1.294446133;;;;
CPL;13;1.272621688;;;;
CPL;9;1.283747162;;;;
CPL;15;0.939601472;;;;
CPL;9;1.018959924;;;;
SAP;2;1.109055421;;;;
NAP;7;1.234237026;;;;
NAP;12;1.059458208;;;;
NAP;13;1.271675727;;;;
NAP;5;0.90051998;;;;
NAP;9;1.062152864;;;;
NAP;11;1.181187542;;;;
NAP;14;0.90051998;;;;
NAP;8;0.837746529;;;;
NAP;10;0.815584379;;;;
NAP;9;1.109055421;;;;
NAP;8;1.093748138;;;;
NAP;10;1.221325798;;;;
NAP;8;1.093748138;;;;
TPL;7;0.547576413;;;;
TPL;14;0.939601472;;;;
SAP;3;1.373842658;;;;
SAP;9;1.012086015;;;;
TPL;16;0.994617518;;;;
TPL;13;1.167310935;;;;
CPL;13;0.958396827;;;;
NAP;9;1.039207822;;;;
NAP;9;0.956538561;;;;
NAP;9;1.125377935;;;;
NAP;8;1.122567203;;;;
NAP;10;1.244827461;;;;
UMW;22;0.880179615;;;;
TPL;6;0.939601471;;;;
UMW;9;0.547576413;;;;
TPL;9;0.514576451;;;;
TPL;7;1.012086015;;;;
UMW;9;0.837746529;;;;
UMW;3;1.010357547;;;;
UMW;8;0.719660575;;;;
UMW;8;1.029152902;;;;
TPL;11;0.792740211;;;;
TPL;10;0.609476993;;;;
SAP;17;1.404995909;;;;
SAP;15;1.295625445;;;;
SAP;15;1.167310935;;;;
SAP;10;1.265565594;;;;
SAP;15;1.341324603;;;;
SAP;12;1.363160791;;;;
TPL;10;0.719660575;;;;
TPL;10;0.27816376;;;;
TPL;4;0.230251853;;;;
TPL;14;0.514576451;;;;
CPL;17;1.10905542;;;;
CPL;14;1.208186041;;;;
CPL;17;1.062152864;;;;
CPL;11;1.138754457;;;;
CPL;19;1.35232298;;;;
CPL;18;1.194809519;;;;
CPL;10;0.859266207;;;;
NPL;11;1.425061371;;;;
NPL;38;1.526662466;;;;
NPL;8;1.062152864;;;;
NPL;8;1.307316661;;;;
NPL;11;1.138754457;;;;
NPL;9;0.958396827;;;;
NPL;5;1.018959924;;;;
NPL;7;1.124053444;;;;
CPL;7;1.194809519;;;;
CPL;7;1.295625445;;;;
CPL;8;0.815584379;;;;
CPL;8;0.939601472;;;;
XER;3;1.062152864;;;;
NAP;11;1.045836231;;;;
NAP;22;1.124053444;;;;
NAP;11;1.234237026;;;;
WMT;6;0.976728052;;;;
WMT;11;1.33016083;;;;
XER;14;1.33016083;;;;
WMT;4;1.221325798;;;;
XER;1;1.138754457;;;;
NAP;16;0.997557628;;;;
SAP;22;0.930022282;;;;
SAP;19;0.837746529;;;;
NAP;12;1.029152902;;;;
TPL;5;1.295625445;;;;
TPL;43;1.454177923;;;;
NPL;3;0.994617518;;;;
CPL;24;0.859266207;;;;
CPL;25;1.124053444;;;;
CPL;2;0.514576451;;;;
CPL;24;0.859266207;;;;
CPL;21;1.078118574;;;;
CPL;16;1.271675727;;;;
SPL;38;1.434894322;;;;
SPL;9;1.234237026;;;;
XER;8;1.307316662;;;;
SPL;7;1.394756066;;;;
SPL;10;0.98572667;;;;
XER;1;1.295625445;;;;
XER;3;0.859266207;;;;
XER;31;1.470649718;;;;
WMT;11;1.33016083;;;;
XER;1;1.318826611;;;;
SAP;17;1.138754457;;;;
CPL;9;1.194809519;;;;
CPL;17;1.341324603;;;;
SAP;13;1.363160791;;;;
SAP;24;1.10905542;;;;
WMT;6;0.837746529;;;;
WMT;6;1.194809519;;;;
WMT;6;0.994617518;;;;
UMW;9;0.76917071;;;;
UMW;4;1.078118574;;;;
UMW;15;1.181187542;;;;
UMW;9;1.078118574;;;;
UMW;9;0.880179615;;;;
UMW;7;1.207080491;;;;
UMW;20;1.045836231;;;;
UMW;16;0.863496286;;;;
UMW;16;1.107538818;;;;
TPL;27;0.79274021;;;;
UMW;18;0.920317871;;;;
SAP;24;1.124053444;;;;
SAP;18;0.958396827;;;;
SAP;20;0.994617518;;;;
WMT;6;1.132908939;;;;
XER;5;0.976728052;;;;
SAP;4;1.221325798;;;;
CPL;15;0.79274021;;;;
CPL;20;0.79274021;;;;
SAP;19;1.221325798;;;;
CPL;17;1.221325798;;;;
CPL;25;1.045836231;;;;
SAP;15;1.208186041;;;;
SAP;15;1.318826612;;;;
CPL;12;0.880179615;;;;
SAP;17;0.976728052;;;;
CPL;30;1.124053444;;;;
SAP;22;1.012086015;;;;
CPL;17;1.307316662;;;;
CPL;16;0.976728052;;;;
CPL;24;0.976728052;;;;
SAP;25;0.859266207;;;;
CPL;5;1.062152864;;;;
CPL;20;0.815584379;;;;
SAP;17;1.221325798;;;;
CPL;24;1.093748138;;;;
CPL;14;1.012086015;;;;
TPL;5;0.859266207;;;;
NPL;2;0.609476993;;;;
NPL;9;0.880179615;;;;
NPL;5;0.609476993;;;;
NPL;6;1.078118573;;;;
NPL;4;0.837746529;;;;
TPL;4;1.194809519;;;;
NPL;6;1.045836231;;;;
NPL;4;1.283747162;;;;
NPL;6;0.514576451;;;;
NPL;4;0.79274021;;;;
NPL;3;0.920317871;;;;
NPL;3;0.514576452;;;;
NPL;2;0.405741419;;;;
TPL;23;1.132908939;;;;
NPL;4;0;;;;
NPL;6;0.547576413;;;;
NPL;2;0.859266206;;;;
NPL;7;0.79274021;;;;
NPL;3;1.029152902;;;;
NPL;5;1.062152864;;;;
NPL;5;0.719660575;;;;
NPL;5;0.365603164;;;;
TPL;8;0.79274021;;;;
NPL;2;1.181187542;;;;
NPL;9;1.012086015;;;;
NPL;5;0.920317871;;;;
NPL;6;1.093748138;;;;
NPL;3;0.859266207;;;;
TPL;3;1.029152902;;;;
NPL;6;0.230251853;;;;
NPL;2;1.012086015;;;;
NPL;7;0.405741419;;;;
SAP;6;0.666611091;;;;
CPL;2;0.744828303;;;;
SAP;24;1.012086015;;;;
CPL;32;0.719660575;;;;
CPL;27;0.880179615;;;;
CPL;32;0.638593544;;;;
CPL;40;0.69360959;;;;
CPL;27;0.719660575;;;;
SAP;24;0.994617518;;;;
SAP;40;1.062152864;;;;
CPL;2;0.480041066;;;;
SAP;7;0.994617518;;;;
CPL;12;1.221325798;;;;
CPL;20;1.045836231;;;;
SPL;13;1.173289841;;;;
CPL;10;1.045836231;;;;
CPL;8;0.90051998;;;;
CPL;24;0.892675925;;;;
SPL;13;0.939601471;;;;
SPL;14;0.958396827;;;;
SPL;24;0.859266207;;;;
CPL;20;0.443820376;;;;
XER;3;0.79274021;;;;
CPL;22;0.958396827;;;;
SPL;13;1.045836231;;;;
SPL;14;1.181187542;;;;
SPL;8;1.360286144;;;;
SPL;6;0.609476993;;;;
SPL;42;1.463635081;;;;
CPL;10;1.318826611;;;;
SPL;8;1.221325798;;;;
SPL;8;1.045836231;;;;
SPL;17;1.246927538;;;;
CPL;17;1.167310935;;;;
XER;3;0.831167075;;;;
XER;3;0.815584379;;;;
WMT;3;1.029152902;;;;
XER;6;0.365603164;;;;
XER;3;0.976728052;;;;
XER;11;1.404995909;;;;
WMT;25;1.491304503;;;;
XER;2;0.837746529;;;;
XER;3;0.939601472;;;;
XER;3;0.69360959;;;;
XER;8;0.880179615;;;;
XER;3;1.012086015;;;;
XER;1;0.680233067;;;;
XER;5;0.323170078;;;;
WMT;8;0.728144974;;;;
WMT;6;1.271675727;;;;
XER;1;1.208186041;;;;
WMT;2;0.859266207;;;;
SAP;2;1.045836231;;;;
SAP;10;1.167310935;;;;
SAP;4;0.976728052;;;;
SAP;14;1.318826611;;;;
SAP;20;1.012086015;;;;
SAP;15;1.138754457;;;;
SAP;11;1.138754457;;;;
SAP;5;1.35232298;;;;
SAP;9;0.958396827;;;;
CPL;4;0.939601472;;;;
CPL;22;1.109055421;;;;
SAP;21;1.271675727;;;;
SAP;16;1.318826611;;;;
SAP;10;1.33016083;;;;
SAP;15;1.384373003;;;;
SAP;18;1.124053444;;;;
SAP;34;1.181187542;;;;
SAP;8;1.078118574;;;;
SAP;6;1.153169995;;;;
SAP;6;1.208186041;;;;
SAP;17;1.194809519;;;;
SAP;25;1.167310935;;;;
NAP;2;1.124053443;;;;
NAP;2;1.124053444;;;;
NAP;5;1.182332303;;;;
NAP;13;0.811071436;;;;
NAP;6;1.029152902;;;;
NAP;2;1.319777767;;;;
NAP;5;0.815584379;;;;
NAP;5;1.167310935;;;;
XER;4;0.880179615;;;;
WMT;8;0.480041067;;;;
XER;6;1.234237026;;;;
WMT;2;0.880179615;;;;
WMT;1;1.167310935;;;;
WMT;5;0.939601472;;;;
WMT;1;0.769170711;;;;
WMT;4;0.994617518;;;;
WMT;4;0;;;;
WMT;1;1.012086015;;;;
WMT;5;0.815584379;;;;
WMT;4;1.062152864;;;;
UMW;3;1.221325798;;;;
UMW;3;1.295625445;;;;
UMW;5;0.76917071;;;;
UMW;12;1.307316662;;;;
UMW;5;0.939601472;;;;
UMW;18;1.35232298;;;;
TPL;12;1.062152864;;;;
UMW;3;0.958396827;;;;
UMW;11;1.33016083;;;;
TPL;5;1.045836231;;;;
TPL;3;0.880179615;;;;
UMW;4;1.318826611;;;;
UMW;19;1.309247422;;;;
UMW;20;1.40499591;;;;
UMW;2;1.319777767;;;;
UMW;8;1.234237026;;;;
UMW;2;1.124053444;;;;
UMW;4;1.153169995;;;;
UMW;11;1.341324603;;;;
UMW;3;1.045836231;;;;
UMW;2;1.062152864;;;;
UMW;14;1.138754457;;;;
UMW;3;1.318826611;;;;
UMW;16;0.179033139;;;;
UMW;2;1.167310935;;;;
UMW;25;1.062152864;;;;
UMW;22;1.265565594;;;;
UMW;17;1.307316662;;;;
UMW;9;0.859266207;;;;
UMW;14;1.33016083;;;;
UMW;2;1.078118574;;;;
UMW;16;1.271675727;;;;
UMW;3;1.088574759;;;;
UMW;4;1.434894322;;;;
UMW;18;1.287727744;;;;
UMW;2;1.283747162;;;;
UMW;12;1.078118574;;;;
SAP;3;0.90051998;;;;
SAP;21;1.138754457;;;;
SAP;8;0.769170711;;;;
SAP;15;0.976728052;;;;
SAP;18;0.638593544;;;;
SAP;19;1.33016083;;;;
SAP;15;1.208186041;;;;
SAP;22;1.045836231;;;;
SAP;5;1.109055421;;;;
SAP;12;0.859266207;;;;
SAP;6;0.837746529;;;;
SAP;14;1.208186041;;;;
SAP;15;1.415096431;;;;
SAP;18;1.181187542;;;;
SAP;6;0.443820376;;;;
XER;3;0.815584379;;;;
NPL;4;1.124053444;;;;
NPL;3;0.976728052;;;;
WMT;22;1.454177922;;;;
NPL;3;1.012086015;;;;
XER;6;0.744828304;;;;
NPL;3;1.167310935;;;;
XER;10;0.958396827;;;;
NPL;3;1.045836231;;;;
XER;2;1.138754457;;;;
WMT;3;1.181187542;;;;
XER;3;1.318826611;;;;
XER;6;1.029152902;;;;
XER;3;0.90051998;;;;
NPL;3;0.976728052;;;;
XER;1;1.307316662;;;;
NPL;1;0.92031787;;;;
XER;5;1.012086015;;;;
NPL;2;1.167310935;;;;
NPL;10;1.124053444;;;;
NPL;4;1.109055421;;;;
WMT;1;1.295625445;;;;
WMT;2;1.181187542;;;;
NPL;1;1.259404755;;;;
SAP;30;0.939601471;;;;
SAP;24;1.013810469;;;;
SAP;35;0.744828304;;;;
SAP;4;0.744828304;;;;
CPL;28;0.837746529;;;;
CPL;16;0.76917071;;;;
CPL;16;0.939601471;;;;
CPL;21;0.666611091;;;;
SAP;36;0.976728052;;;;
SAP;16;0.815584379;;;;
SAP;15;0.880179615;;;;
CPL;9;0.769170711;;;;
CPL;9;0.719660575;;;;
CPL;8;0.769170711;;;;
CPL;37;1.012086015;;;;
SAP;12;0.79274021;;;;
SAP;23;0.92031787;;;;
SAP;1;0.991073946;;;;
CPL;16;0.976728052;;;;
CPL;17;0.974915165;;;;
CPL;24;0.837746529;;;;
SAP;12;0.815584379;;;;
SAP;29;0.769170711;;;;
CPL;21;0.27816376;;;;
CPL;26;0.480041067;;;;
CPL;32;0.179033139;;;;
SAP;20;0.480041066;;;;
CPL;25;0.92031787;;;;
SAP;16;0.785747598;;;;
CPL;22;0.976728052;;;;
CPL;21;0.514576451;;;;
CPL;19;0.90051998;;;;
CPL;22;0.323170078;;;;
CPL;29;0.365603163;;;;
CPL;29;0.69360959;;;;
SAP;19;0.514576452;;;;
CPL;22;0.230251853;;;;
SAP;11;0.958396827;;;;
SAP;10;0.880179615;;;;
CPL;16;1.012086015;;;;
CPL;20;0.638593544;;;;
SAP;12;1.045836231;;;;
SAP;21;0.792740211;;;;
CPL;3;1.012086015;;;;
SAP;11;0.880179615;;;;
SAP;5;0.638593544;;;;
SAP;14;0.837746529;;;;
CPL;10;0.480041066;;;;
WMT;1;1.239143699;;;;
XER;1;0.480041067;;;;
XER;1;0.547576413;;;;
XER;4;0.859266207;;;;
WMT;5;0.976728052;;;;
WMT;2;0.98572667;;;;
WMT;3;1.153169995;;;;
XER;1;0.815584379;;;;
XER;2;1.283747162;;;;
WMT;1;1.259404755;;;;
XER;5;1.208186041;;;;
WMT;1;1.221325798;;;;
XER;1;1.283747162;;;;
WMT;2;0.920317871;;;;
WMT;1;1.078118574;;;;
WMT;4;0.859266207;;;;
WMT;31;1.373842658;;;;
WMT;3;0.744828304;;;;
WMT;1;1.208186041;;;;
WMT;2;1.246927538;;;;
XER;5;1.399039845;;;;
XER;5;1.221325798;;;;
WMT;3;1.283747162;;;;
WMT;1;1.295625445;;;;
WMT;12;1.384373003;;;;
SPL;5;1.307316662;;;;
WMT;1;1.283747162;;;;
SPL;1;1.295625445;;;;
NAP;2;1.194809519;;;;
NAP;4;1.062152864;;;;
NAP;7;1.254231376;;;;
NAP;4;1.138754457;;;;
NAP;8;1.246927538;;;;
NAP;1;1.124053444;;;;
CPL;13;0.79274021;;;;
CPL;14;0.828680282;;;;
CPL;9;1.204642469;;;;
CPL;15;0.994617518;;;;
CPL;11;0.859266207;;;;
CPL;11;0.920317871;;;;
SAP;10;1.078118574;;;;
SAP;10;1.194809519;;;;
SAP;6;1.138754457;;;;
CPL;4;0.997557628;;;;
CPL;20;1.181187542;;;;
CPL;19;1.295625445;;;;
SAP;8;1.078118573;;;;
SAP;1;1.221325798;;;;
CPL;3;1.153169995;;;;
SAP;14;1.259404755;;;;
SAP;15;1.404995909;;;;
SAP;7;1.181187542;;;;
SAP;8;1.307316662;;;;
SAP;4;1.307316662;;;;
SAP;15;1.444598733;;;;
SAP;1;1.259404755;;;;
SAP;12;1.124053444;;;;
SAP;3;1.318826611;;;;
SAP;6;1.363160791;;;;
TPL;3;0.976728052;;;;
TPL;13;1.093748138;;;;
TPL;7;0.666611091;;;;
TPL;20;1.138754457;;;;
TPL;15;1.109055421;;;;
TPL;17;0.666611091;;;;
TPL;24;1.194809519;;;;
TPL;5;0.744828304;;;;
TPL;13;0.920317871;;;;
TPL;11;0.939601471;;;;
TPL;23;1.029152902;;;;
TPL;10;1.221325798;;;;
TPL;5;0.90051998;;;;
WMT;4;0.994617518;;;;
XER;4;1.029152903;;;;
XER;2;1.153169995;;;;
WMT;4;0.920317871;;;;
WMT;6;0.880179615;;;;
WMT;5;1.124053444;;;;
XER;3;1.208186041;;;;
WMT;6;0.666611091;;;;
XER;2;1.153169995;;;;
WMT;8;0.994617518;;;;
XER;3;1.029152902;;;;
XER;1;1.029152902;;;;
WMT;6;1.045836231;;;;
XER;3;1.012086015;;;;
XER;4;0.837746529;;;;
XER;5;1.062152864;;;;
WMT;8;0.965783723;;;;
WMT;5;0.859266207;;;;
XER;3;1.062152864;;;;
XER;3;0.76917071;;;;
WMT;7;1.045836231;;;;
XER;5;1.124053444;;;;
WMT;4;0.837746529;;;;
WMT;3;0.92031787;;;;
XER;3;0.994617518;;;;
TPL;18;0.579171687;;;;
TPL;15;0.744828303;;;;
TPL;2;0.719660575;;;;
TPL;22;0.638593544;;;;
TPL;21;1.062152864;;;;
SAP;21;1.208186041;;;;
TPL;33;0.859266207;;;;
TPL;26;1.029152902;;;;
TPL;29;0.815584379;;;;
TPL;2;0.064595236;;;;
TPL;5;1.045836231;;;;
TPL;25;0.719660575;;;;
TPL;11;0.666611091;;;;
TPL;14;0.514576451;;;;
TPL;13;0.90051998;;;;
TPL;26;1.35232298;;;;
TPL;20;1.130214283;;;;
TPL;16;1.124053444;;;;
TPL;24;0.719660575;;;;
TPL;8;1.246927538;;;;
TPL;19;0.79274021;;;;
TPL;27;1.138754457;;;;
TPL;11;1.35232298;;;;
TPL;25;1.33016083;;;;
TPL;5;0.719660575;;;;
SPL;9;1.251943618;;;;
SPL;9;1.194809519;;;;
SPL;8;0.939601472;;;;
TPL;10;0.405741419;;;;
TPL;15;0.719660575;;;;
SPL;8;0.69360959;;;;
TPL;17;0.880179615;;;;
SPL;12;0.859266207;;;;
TPL;9;0.480041067;;;;
SPL;17;0.976728052;;;;
TPL;14;1.246927538;;;;
TPL;7;1.363160791;;;;
TPL;8;1.093748138;;;;
TPL;12;0.323170078;;;;
TPL;25;0.958396827;;;;
SPL;11;0.994617518;;;;
SPL;3;1.259404755;;;;
TPL;12;0.976728052;;;;
TPL;11;1.045836231;;;;
TPL;23;1.208186041;;;;
SPL;10;1.167310935;;;;
SPL;14;0.958396827;;;;
TPL;20;1.012086015;;;;
TPL;5;1.259404755;;;;
TPL;9;0.90051998;;;;
TPL;26;0.815584379;;;;
SPL;7;0.92031787;;;;
TPL;11;0.815584379;;;;
SPL;9;1.10905542;;;;
TPL;6;0.666611091;;;;
SPL;9;0.638593544;;;;
TPL;16;0.994617518;;;;
TPL;22;0.939601472;;;;
TPL;17;1.194809519;;;;
SPL;7;0.837746529;;;;
TPL;15;0.994617518;;;;
SPL;5;0.939601472;;;;
TPL;12;0.994617518;;;;
SPL;4;0.666611091;;;;
TPL;21;1.045836231;;;;
TPL;14;0.994617518;;;;
SPL;10;1.012086015;;;;
SPL;6;1.271675727;;;;
SAP;10;1.181187542;;;;
SAP;13;0.90051998;;;;
TPL;8;1.124053444;;;;
CPL;15;0.939601472;;;;
TPL;19;1.234237026;;;;
SAP;32;1.010357547;;;;
SAP;27;1.181187542;;;;
SAP;2;0.69360959;;;;
TPL;4;0.638593544;;;;
SAP;22;0.480041067;;;;
SAP;33;1.06858041;;;;
SAP;25;1.045836231;;;;
SAP;31;0.930022282;;;;
SAP;33;1.093748138;;;;
TPL;18;0.815584379;;;;
CPL;16;0.880179615;;;;
SAP;25;1.234237026;;;;
SAP;19;0.958396827;;;;
SAP;3;0.859266207;;;;
SAP;16;1.404995909;;;;
SAP;11;0.719660575;;;;
CPL;1;0.939601471;;;;
SAP;26;1.462067231;;;;
CPL;3;0.991073946;;;;
CPL;7;1.33016083;;;;
CPL;19;1.295625445;;;;
CPL;15;1.078118573;;;;
CPL;18;1.363160791;;;;
CPL;18;1.093748138;;;;
CPL;22;1.434894322;;;;
CPL;21;1.472973278;;;;
CPL;20;1.234237026;;;;
CPL;5;0.79274021;;;;
CPL;17;1.295625445;;;;
CPL;20;1.234237026;;;;
NAP;6;1.167310935;;;;
NAP;6;1.062152864;;;;
NAP;6;0.579171687;;;;
NAP;8;1.234237026;;;;
SAP;12;1.341324603;;;;
CPL;8;1.271675727;;;;
SAP;12;1.259404755;;;;
SAP;10;1.167310935;;;;
SAP;11;1.318826611;;;;
SAP;12;1.425061371;;;;
SAP;14;1.363160791;;;;
SAP;11;1.318826611;;;;
SAP;17;1.353413909;;;;
CPL;9;0.976728052;;;;
UMW;15;1.341324603;;;;
UMW;13;1.221325798;;;;
UMW;4;1.35232298;;;;
UMW;8;1.062152864;;;;
UMW;5;1.208186041;;;;
TPL;8;1.363160791;;;;
UMW;16;1.181187542;;;;
UMW;2;1.283747162;;;;
UMW;13;1.319777767;;;;
UMW;8;1.307316662;;;;
UMW;12;1.062152864;;;;
UMW;8;1.271675727;;;;
TPL;5;0.859266207;;;;
UMW;4;1.434894322;;;;
UMW;5;1.194809519;;;;
UMW;5;1.029152902;;;;
UMW;2;0.859266207;;;;
UMW;5;1.194809519;;;;
UMW;1;0.90051998;;;;
UMW;3;0.92031787;;;;
UMW;5;1.221325798;;;;
TPL;3;1.012086015;;;;
TPL;2;1.221325798;;;;
UMW;7;1.283747162;;;;
UMW;4;1.221325798;;;;
UMW;10;1.078118574;;;;
UMW;2;1.012086015;;;;
UMW;7;1.181187542;;;;
UMW;6;1.246927538;;;;
TPL;6;1.10297033;;;;
UMW;3;1.181187542;;;;
TPL;13;0.822302768;;;;
UMW;25;1.259404755;;;;
TPL;12;1.093748138;;;;
UMW;12;1.010357547;;;;
UMW;8;0.815584379;;;;
UMW;10;0.83555985;;;;
UMW;19;0.719660575;;;;
UMW;13;1.130214283;;;;
UMW;12;1.107538818;;;;
UMW;10;1.005147863;;;;
TPL;5;0.579171687;;;;
TPL;6;1.246927538;;;;
UMW;18;1.047484127;;;;
UMW;14;1.35232298;;;;
UMW;13;0.666611091;;;;
UMW;19;1.181187542;;;;
UMW;11;0.850733045;;;;
TPL;11;0.443820376;;;;
UMW;27;1.307316661;;;;
UMW;11;0.90051998;;;;
UMW;10;0.682927724;;;;
TPL;22;1.234237026;;;;
TPL;6;0.976728052;;;;
UMW;6;1.190749106;;;;
UMW;3;1.172892742;;;;
UMW;2;1.174744057;;;;
UMW;1;1.307316662;;;;
TPL;3;1.194809519;;;;
TPL;15;0.547576413;;;;
TPL;10;0.837746529;;;;
TPL;14;0.582258498;;;;
SAP;23;0.933868803;;;;
SAP;21;0.920317871;;;;
SAP;22;0.978737193;;;;
TPL;22;0.837746529;;;;
SAP;14;0.737367166;;;;
TPL;11;1.153169995;;;;
TPL;5;1.012086015;;;;
SAP;8;1.124053444;;;;
SAP;13;0.994617518;;;;
TPL;5;0.744828303;;;;
TPL;18;0.677528595;;;;
TPL;20;0.69360959;;;;
TPL;23;1.076537366;;;;
SAP;22;0.982140301;;;;
TPL;12;0.740968927;;;;
TPL;23;0.90051998;;;;
TPL;13;0.79274021;;;;
TPL;10;1.060537244;;;;
TPL;8;0.744828303;;;;
TPL;15;0.609476993;;;;
TPL;12;0.815584379;;;;
NPL;4;1.124053444;;;;
WMT;1;1.295625445;;;;
NPL;5;0.939601472;;;;
WMT;5;0.666611091;;;;
NPL;5;0.939601472;;;;
NPL;3;1.246927538;;;;
NPL;2;1.246927538;;;;
NPL;4;0.514576451;;;;
NPL;15;0.694787032;;;;
WMT;4;0.880179615;;;;
WMT;2;0.859266207;;;;
WMT;4;0.719660575;;;;
NPL;12;0.837746529;;;;
NPL;6;1.078118574;;;;
NPL;7;0.815584379;;;;
WMT;7;0.744828304;;;;
NPL;4;1.153169995;;;;
NPL;4;0.859266207;;;;
NPL;2;1.167310935;;;;
WMT;1;1.341324603;;;;
NPL;1;1.307316661;;;;
NPL;7;1.109055421;;;;
NPL;1;1.33016083;;;;
NPL;1;1.078118573;;;;
WMT;1;1.271675727;;;;
NPL;40;1.48219547;;;;
CPL;14;1.33016083;;;;
CPL;24;1.271675726;;;;
SAP;9;1.078118574;;;;
SAP;11;1.307316662;;;;
SAP;13;1.342431802;;;;
SAP;14;1.246927538;;;;
CPL;16;1.318826611;;;;
CPL;15;1.271675727;;;;
CPL;6;1.138754457;;;;
CPL;8;1.029152902;;;;
CPL;12;1.363160791;;;;
SAP;4;1.179811496;;;;
SAP;1;1.33016083;;;;
CPL;14;1.394756066;;;;
SAP;12;1.318826611;;;;
CPL;8;0.939601472;;;;
SAP;7;0.908502604;;;;
SAP;6;1.234237026;;;;
SAP;10;1.246927538;;;;
CPL;9;1.27773598;;;;
SAP;15;1.208186041;;;;
CPL;13;1.153169995;;;;
SAP;12;1.283747162;;;;
SAP;9;1.153169995;;;;
SAP;15;1.33016083;;;;
SAP;10;1.124053443;;;;
SAP;4;1.167310935;;;;
CPL;10;1.167310935;;;;
SAP;7;1.062152864;;;;
SAP;7;1.029152902;;;;
NPL;1;1.138754457;;;;
NPL;7;0.880179614;;;;
NPL;1;1.109055421;;;;
NPL;3;0.994617518;;;;
NPL;5;1.147796918;;;;
NPL;1;1.078118574;;;;
NPL;1;0.939601472;;;;
NPL;6;0.994617518;;;;
NPL;2;0.920317871;;;;
NPL;1;0.744828304;;;;
NPL;2;0.994617518;;;;
NPL;2;1.045836231;;;;
NPL;1;0.939601471;;;;
NPL;1;1.098373554;;;;
NPL;2;0.744828303;;;;
NPL;2;1.270457717;;;;
NPL;6;0.958396827;;;;
TPL;10;0.76917071;;;;
SPL;4;1.029152902;;;;
SPL;3;0.880179614;;;;
SPL;4;0.90051998;;;;
TPL;4;0.815584379;;;;
TPL;4;1.012086015;;;;
SPL;5;1.093748138;;;;
TPL;12;0.514576452;;;;
NPL;11;1.434894322;;;;
SPL;7;0.837746529;;;;
TPL;4;0.79274021;;;;
TPL;16;0.976728052;;;;
NPL;6;0.859266207;;;;
SPL;7;1.167310935;;;;
SPL;9;0.064595236;;;;
NPL;1;1.078118573;;;;
TPL;3;0.638593544;;;;
NAP;8;0.859266207;;;;
NAP;9;0.792740211;;;;
NAP;7;1.062152864;;;;
NAP;9;0.859266207;;;;
NAP;2;0.837746529;;;;
NAP;8;1.045836231;;;;
NAP;9;1.153169995;;;;
NAP;1;1.044460185;;;;
NAP;6;0.92031787;;;;
NAP;1;0.842582878;;;;
CPL;15;0.792740211;;;;
CPL;12;0.69360959;;;;
SAP;13;1.194809519;;;;
SAP;15;1.283747162;;;;
SAP;11;1.33016083;;;;
SAP;6;0.579171687;;;;
SAP;7;1.25568356;;;;
SAP;2;1.295625445;;;;
SAP;4;1.246927538;;;;
NAP;5;1.295625445;;;;
NAP;16;1.271675727;;;;
SAP;11;1.153169995;;;;
NAP;16;1.373842658;;;;
CPL;7;0.958396827;;;;
XER;2;1.234237026;;;;
XER;2;1.029152903;;;;
XER;1;0.709349619;;;;
XER;1;0.76917071;;;;
XER;1;1.093748138;;;;
XER;1;1.062152864;;;;
XER;1;1.062152864;;;;
SAP;11;1.181187542;;;;
NAP;11;0.90051998;;;;
NAP;19;1.271675726;;;;
NAP;8;0.760568333;;;;
NAP;5;0.976728052;;;;
NAP;13;1.153169995;;;;
NAP;18;0.815584379;;;;
NAP;9;1.078118574;;;;
NAP;4;1.013523338;;;;
NAP;13;1.042529425;;;;
NAP;13;1.208186041;;;;
NAP;11;0.976728052;;;;
NAP;16;0.480041067;;;;
NAP;14;0.443820376;;;;
NAP;15;0.79274021;;;;
NAP;34;1.153169995;;;;
NAP;28;0.869796552;;;;
NAP;18;0.744828304;;;;
NAP;13;1.029152902;;;;
NAP;11;0.744828304;;;;
NAP;13;1.062152864;;;;
NAP;9;0.859266207;;;;
NAP;11;0.920317871;;;;
NAP;10;1.307316661;;;;
NAP;16;0.837746529;;;;
NAP;14;0.514576452;;;;
NAP;14;1.012086015;;;;
NAP;14;0.443820376;;;;
NAP;14;0.666611091;;;;
NAP;12;1.029152902;;;;
NAP;15;0.792740211;;;;
NAP;12;1.062152864;;;;
NAP;10;1.151740972;;;;
NAP;12;0.994617517;;;;
NAP;9;0.880179614;;;;
NAP;14;1.208186041;;;;
NAP;15;1.194809519;;;;
NAP;6;1.208186041;;;;
NAP;5;0.794670971;;;;
NAP;6;1.078118574;;;;
SAP;12;0.69360959;;;;
NAP;17;1.259404755;;;;
NAP;5;1.271675727;;;;
NAP;15;0.638593544;;;;
NAP;7;0.920317871;;;;
NAP;9;1.078118574;;;;
NAP;1;1.219151926;;;;
NAP;8;0.994617517;;;;
NAP;8;0.719660575;;;;
NAP;9;0.514576451;;;;
