Ecoregions;Fish_Replacement;SumNat_PFC;Habitat_Heterogeneity;Pred_Replacement_Fish;lower_Replacement_Fish;upperr_Replacement_Fish
UMW;0.00088187;1.029152902;;;;
UMW;0.001082771;1.045836231;;;;
UMW;0.001206636;1.221325798;;;;
UMW;0.001233288;1.232955961;;;;
UMW;0.00108677;1.153169995;;;;
TPL;0.001094172;0.666611091;;;;
UMW;0.000510184;1.062152864;;;;
UMW;0.000534414;1.109055421;;;;
UMW;0.000863438;1.275317812;;;;
UMW;0.001114116;1.194809519;;;;
UMW;0.001057918;0.815584379;;;;
UMW;0.000132493;0.230251853;;;;
UMW;0.000952262;0.744828303;;;;
UMW;5.21E-05;0.859266207;;;;
UMW;0.001295976;0.837746529;;;;
UMW;0.001205867;0.79274021;;;;
UMW;0.001071588;1.318826611;;;;
UMW;0.001129978;0.958396827;;;;
TPL;0.000931076;0.958396827;;;;
TPL;0.001383072;0.547576413;;;;
UMW;0.000510184;0.719660575;;;;
UMW;0.001077969;0.947176812;;;;
UMW;0.000846408;0.40574142;;;;
UMW;0.001260127;0.230251853;;;;
UMW;0.000901751;1.029152902;;;;
UMW;0.000820353;1.062152864;;;;
UMW;0.00084416;0.837746529;;;;
UMW;0.000510184;1.138754457;;;;
TPL;0.000709484;0.443820376;;;;
UMW;0.000905667;0.792740211;;;;
UMW;0.001189355;1.295625445;;;;
UMW;0.000891322;0.815584379;;;;
TPL;0.001043058;0.90051998;;;;
UMW;0.001124795;0.859266207;;;;
TPL;0.001107649;1.047484127;;;;
TPL;0.001203943;0.976728052;;;;
TPL;0.001050444;0.880179615;;;;
SAP;0.000334227;0.90051998;;;;
TPL;0.00124094;0.90051998;;;;
SAP;0.000781328;0.799667572;;;;
SAP;0.00101827;1.062152864;;;;
SAP;0.000832285;0.69360959;;;;
SAP;0.00107089;0.609476993;;;;
SAP;0.000509562;0.976728052;;;;
TPL;0.000965425;0.514576451;;;;
TPL;0.001077719;0.514576451;;;;
SAP;2.73E-05;1.062152864;;;;
TPL;0.000784554;0.638593544;;;;
SAP;0.001171991;0.90051998;;;;
SAP;0.000450969;1.062152864;;;;
TPL;0.000936409;0.547576413;;;;
TPL;0.000865632;1.012086015;;;;
TPL;0.000829638;0.323170078;;;;
TPL;0.000732222;1.084409941;;;;
TPL;0.001003971;0.79041665;;;;
SAP;0.001028429;0.976728052;;;;
CPL;0.001046529;0.547576413;;;;
CPL;0.00098874;1.029152902;;;;
CPL;0.000927653;0.920317871;;;;
CPL;0.000577253;0.888382758;;;;
CPL;4.76E-05;1.295625445;;;;
CPL;0.001836668;1.307316662;;;;
CPL;0.001157616;0.939601471;;;;
CPL;0.001026947;1.26064102;;;;
CPL;0.000580034;1.045836231;;;;
CPL;0.000446816;1.259404755;;;;
CPL;0.000955124;1.246927538;;;;
CPL;0.000837664;0.76917071;;;;
CPL;0.000833543;1.221325798;;;;
CPL;0.00114035;1.095678898;;;;
CPL;0.001142031;0.939601471;;;;
CPL;0.001115245;1.208186041;;;;
CPL;0.0011699;1.153169995;;;;
CPL;0.000666589;1.062152864;;;;
CPL;0.001194048;0.744828304;;;;
CPL;0.001008769;0.988277796;;;;
CPL;0.001003606;1.109055421;;;;
CPL;0.001279181;1.295625445;;;;
CPL;0.000865163;1.093748138;;;;
NPL;0.000438404;0.837746529;;;;
WMT;0.001011647;1.295625445;;;;
NPL;0.001005753;1.194809519;;;;
WMT;0.001312933;1.271675727;;;;
NPL;0.001207264;0.958396827;;;;
NPL;0.001242592;0.744828303;;;;
NPL;0.000885987;0.79274021;;;;
NPL;0.001129023;1.234237026;;;;
NPL;0.001182288;0.958396827;;;;
NPL;0.00070488;0.880179615;;;;
NPL;0.001154078;1.271675727;;;;
NPL;0.000865062;0.976728052;;;;
NPL;0.000872761;1.167310935;;;;
NPL;0.001115811;1.029152902;;;;
NPL;0.001266991;1.062152864;;;;
NPL;0.00078649;1.045836231;;;;
NPL;0.000643714;0.939601472;;;;
WMT;0.000504721;1.283747162;;;;
NPL;0.00102303;1.259404755;;;;
NPL;0.002174671;1.384373003;;;;
NPL;0.00093206;0.994617518;;;;
NPL;0.000634644;1.259404755;;;;
NPL;0.00089509;1.283747161;;;;
NPL;0.001115631;0.939601472;;;;
NPL;0.000487061;1.181187542;;;;
NPL;3.21E-05;0.79274021;;;;
SAP;0.001284058;1.045836231;;;;
SAP;0.00046405;0.792740211;;;;
SAP;0.001061085;0.638593544;;;;
SAP;0.000480788;1.167310935;;;;
CPL;0.001245914;0.90051998;;;;
SAP;0.000769751;0.92031787;;;;
SAP;0.000949692;1.062152864;;;;
SAP;0.000434398;0.579171687;;;;
SAP;0.00210913;1.48219547;;;;
SAP;0.000511366;0.958396827;;;;
CPL;0.001811805;1.295625445;;;;
CPL;0.001226407;1.295625445;;;;
SAP;0.000728197;1.217408233;;;;
SAP;0.000741701;0.994617518;;;;
SAP;0.001166039;1.138754457;;;;
CPL;0.001167412;0.769170711;;;;
SAP;0.001146725;1.167310935;;;;
CPL;0.000525145;1.283747161;;;;
CPL;0.00119505;1.194809519;;;;
SAP;0.000995937;1.10905542;;;;
CPL;0.001056824;1.045836231;;;;
CPL;0.001058441;1.27974512;;;;
SAP;0.001295392;0.859266207;;;;
SAP;0.001180453;1.045836231;;;;
SAP;0.000611731;1.208186041;;;;
CPL;0.000896452;1.138754457;;;;
SAP;0.001712845;1.318826611;;;;
CPL;0.00212542;1.463635081;;;;
SAP;0.001209004;1.118090545;;;;
SAP;0.001295293;1.259404755;;;;
SAP;0.00107701;0.40574142;;;;
CPL;0.001152895;1.027463762;;;;
SAP;0.001114884;1.045836231;;;;
SAP;0.000920275;0.902523698;;;;
SAP;0.000653423;1.012086015;;;;
SAP;0.000993361;0.815584379;;;;
SAP;0.00109;1.181187542;;;;
SAP;0.001015866;1.167310935;;;;
SAP;0.000940667;0.976728052;;;;
CPL;0.001183766;1.062152864;;;;
NPL;0.001094987;0.514576451;;;;
TPL;0.00112181;0.769170711;;;;
TPL;0.000475454;1.045836231;;;;
TPL;0.00120639;0.69360959;;;;
TPL;0.001124281;1.029152903;;;;
NPL;0.00112274;0.880179615;;;;
NPL;0.000958744;0.719660575;;;;
NPL;0.001235747;0.69360959;;;;
NPL;0.001215052;0.443820376;;;;
NPL;0.00100539;0.514576452;;;;
NPL;0.001201407;0.76917071;;;;
NPL;0.000118664;0.124017093;;;;
NPL;0.000891206;0.859266207;;;;
NPL;8.35E-05;0.769170711;;;;
TPL;0.000873404;1.271675727;;;;
NPL;0.001152636;0.815584379;;;;
NPL;0.001161559;0.837746529;;;;
NPL;0.000786153;0.579171687;;;;
NPL;0.000743703;0.939601472;;;;
NPL;0.001110198;0.719660575;;;;
NPL;0.000686098;0.480041066;;;;
NPL;0.000353527;0.859266207;;;;
NPL;0.001024172;0.719660575;;;;
SPL;0.000810519;0.579171687;;;;
TPL;0.001092901;0.880179615;;;;
SPL;0.001060494;0.40574142;;;;
SPL;0.001106829;0.719660575;;;;
TPL;0.001116256;0.514576452;;;;
NPL;0.001184492;0.815584379;;;;
SPL;0.001050597;0.69360959;;;;
SPL;0.000979758;0.666611091;;;;
SPL;0.001070483;1.062152864;;;;
TPL;0.000529679;0;;;;
TPL;0.001117034;0.815584379;;;;
TPL;0.000873472;0.609476993;;;;
SPL;0.001230426;0.323170078;;;;
SPL;0.000730896;0.815584379;;;;
SPL;0.000887141;0.837746529;;;;
SPL;0.000686409;0.880179614;;;;
SPL;0.00050202;0.480041067;;;;
SPL;0.000122243;0.064595236;;;;
SPL;0.001121698;0.443820376;;;;
SPL;0.00090277;0.579171687;;;;
NPL;0.000968355;0.40574142;;;;
TPL;0.000928591;0.179033139;;;;
SPL;8.99E-05;0.609476993;;;;
SPL;0.000643581;0.815584379;;;;
SPL;0.001052731;0.514576451;;;;
SPL;0.000980045;0.638593544;;;;
NAP;0.001818229;1.444598733;;;;
NAP;0.001064065;1.208186041;;;;
NAP;0.00104035;1.194809519;;;;
NAP;0.001059952;1.153169995;;;;
NAP;0.001067344;0.976728052;;;;
CPL;0.001307446;1.425061371;;;;
SAP;0.001095337;1.093748138;;;;
SAP;0.001133986;0.480041067;;;;
SAP;0.001088818;1.078118573;;;;
SAP;0.001266263;0.880179615;;;;
SAP;0.001209421;1.153169995;;;;
SAP;0.001073283;1.0678944;;;;
SAP;0.000368175;0.994617518;;;;
SPL;0.000825114;1.078118573;;;;
WMT;0.000115427;0.939601471;;;;
XER;3.42E-05;1.153169995;;;;
WMT;0.001128342;1.078118574;;;;
XER;0.00080558;0.365603164;;;;
NAP;0.000849653;1.304993101;;;;
NAP;0.000755563;1.153169995;;;;
NAP;0.001096741;1.153169995;;;;
NAP;0.001271863;1.179811496;;;;
NAP;0.000621246;1.045836231;;;;
NAP;0.001244785;1.029152902;;;;
NAP;0.001072409;1.093748138;;;;
NAP;0.0012644;1.153169995;;;;
SAP;0.000991858;1.208186041;;;;
NAP;0.00100051;0.939601471;;;;
NAP;0.001035891;1.093748138;;;;
NAP;0.001772169;1.434894322;;;;
SAP;0.00061568;0.79274021;;;;
NAP;0.001089806;1.078118574;;;;
SAP;0.000368175;0.69360959;;;;
SAP;0.001115597;0.958396827;;;;
SAP;0.001914849;0.880179615;;;;
NAP;0.001937171;0.815584379;;;;
NAP;0.000747016;1.012086015;;;;
SAP;0.001703944;1.221325798;;;;
NAP;0.001026924;0.991073946;;;;
NAP;0.000811863;0.792740211;;;;
NAP;0.000498806;0.744828303;;;;
SAP;0.000438476;0.958396827;;;;
TPL;0.000965094;0.994617518;;;;
TPL;0.000711376;0.994617518;;;;
NAP;0.001057002;1.062152864;;;;
SPL;0.000910356;1.194809519;;;;
SPL;0.001138352;1.153169995;;;;
SPL;0.001120052;0.783402013;;;;
SPL;0.00081028;0.514576451;;;;
SPL;0.001169694;0.719660575;;;;
SPL;0.00094524;0.90051998;;;;
SPL;0.00104432;0.365603164;;;;
SPL;0.001197557;0.90051998;;;;
SPL;0.001006318;0.719660575;;;;
SAP;0.000533252;0.859266207;;;;
SPL;0.001218282;0.405741419;;;;
SPL;0.00118395;0.744828304;;;;
TPL;0.001117719;0.976728052;;;;
SPL;0.000821038;1.093748138;;;;
SPL;0.001231847;0.638593544;;;;
CPL;0.000759574;0.443820376;;;;
SPL;0.001053827;0.880179615;;;;
SPL;0.001166115;0.638593544;;;;
SPL;0.000963965;0.365603163;;;;
SPL;0.001005585;0.859266206;;;;
SPL;0.000847633;0.792740211;;;;
SPL;0.00118389;0.609476993;;;;
SPL;0.001032593;0.443820376;;;;
CPL;0.00010123;0.27816376;;;;
SPL;0.00106025;0.443820376;;;;
SPL;0.001113106;0.859266207;;;;
SPL;0.001225264;1.078118574;;;;
SPL;0.001135827;0.443820376;;;;
SAP;0.00080598;0.79274021;;;;
SPL;0.001038631;0.480041067;;;;
TPL;0.000847966;1.078118574;;;;
SPL;0.000896796;0.230251853;;;;
SAP;0.001209049;0.609476993;;;;
TPL;0.0006489;0.837746529;;;;
SPL;0.000854832;0.514576452;;;;
WMT;3.78E-05;1.221325798;;;;
WMT;0.00129399;1.093748138;;;;
WMT;0.001136669;0.941713498;;;;
WMT;0.001346116;1.167310935;;;;
XER;0.000517358;0.365603164;;;;
WMT;0.000101474;1.181187542;;;;
WMT;8.28E-05;0.480041066;;;;
WMT;0.001262531;0.815584379;;;;
WMT;0.001348578;1.124053444;;;;
WMT;0.001064933;0.815584379;;;;
XER;0.001283014;1.138754457;;;;
XER;0.000821622;0.579171687;;;;
WMT;0.001239624;1.012086015;;;;
WMT;0.001156343;0.769170711;;;;
XER;8.28E-05;1.093748138;;;;
WMT;0.001050159;1.062152864;;;;
WMT;2.29E-05;1.029152902;;;;
WMT;0.001233568;0.666611091;;;;
WMT;0.001219426;0.839926786;;;;
WMT;0.001040234;0.719660575;;;;
WMT;0.000101474;0.994617518;;;;
WMT;0.001069951;0.514576451;;;;
WMT;0.000512866;1.132908939;;;;
NAP;0.000911879;0.958396827;;;;
SAP;0.000862709;1.208186041;;;;
SAP;0.001182484;1.116592306;;;;
NAP;0.001908857;1.491304503;;;;
SAP;0.00054205;0.90051998;;;;
NAP;0.001096076;0.744828303;;;;
NAP;0.000448365;1.307316662;;;;
NAP;0.000793591;0.666611091;;;;
SAP;0.001172352;1.194809519;;;;
NAP;0.001089254;1.093748138;;;;
NAP;0.000790101;0.90051998;;;;
SAP;0.000605325;1.078118574;;;;
NAP;0.000645628;1.234237026;;;;
NAP;0.001292505;0.939601472;;;;
NAP;0.000537402;1.295625445;;;;
NAP;0.000740767;0.920317871;;;;
NAP;3.78E-05;0.958396827;;;;
SAP;0.000977786;1.138754457;;;;
SAP;0.001020375;1.208186041;;;;
NAP;0.001911879;1.373842658;;;;
SAP;0.000698093;0.859266207;;;;
NAP;0.000858518;1.259404755;;;;
SAP;0.001045367;1.012086015;;;;
SAP;0.000320043;1.029152902;;;;
NAP;0.0018378;1.40499591;;;;
NAP;2.18E-05;1.029152902;;;;
NAP;0.001923771;1.454177923;;;;
SAP;0.001078764;0.976728052;;;;
CPL;0.001099886;1.167310935;;;;
CPL;0.00120813;0.880179614;;;;
CPL;0.00110028;1.208186041;;;;
CPL;0.001262825;1.234237026;;;;
WMT;0.000878532;1.271675727;;;;
WMT;6.45E-05;1.181187542;;;;
WMT;0.001187302;0.994617518;;;;
CPL;0.000984566;1.078118573;;;;
CPL;0.001223549;1.208186041;;;;
CPL;0.001029349;0.976728052;;;;
CPL;0.001286884;1.109055421;;;;
CPL;0.00122311;1.294446133;;;;
CPL;0.001224053;1.272621688;;;;
CPL;0.001270908;1.283747162;;;;
CPL;0.001127969;0.939601472;;;;
CPL;0.001236968;1.018959924;;;;
SAP;0.000519636;1.109055421;;;;
NAP;0.001225604;1.234237026;;;;
NAP;0.001161067;1.059458208;;;;
NAP;0.001126327;1.271675727;;;;
NAP;0.000980497;0.90051998;;;;
NAP;0.001251949;1.062152864;;;;
NAP;0.001176951;1.181187542;;;;
NAP;0.001117573;0.90051998;;;;
NAP;0.001171358;0.837746529;;;;
NAP;0.00120141;0.815584379;;;;
NAP;0.001188748;1.109055421;;;;
NAP;0.001195845;1.093748138;;;;
NAP;0.001230891;1.221325798;;;;
NAP;0.001149725;1.093748138;;;;
TPL;0.000977891;0.547576413;;;;
TPL;0.000998273;0.939601472;;;;
SAP;0.001906698;1.373842658;;;;
SAP;0.00119031;1.012086015;;;;
TPL;0.001076189;0.994617518;;;;
TPL;0.001034652;1.167310935;;;;
CPL;0.001085253;0.958396827;;;;
NAP;0.001247423;1.039207822;;;;
NAP;0.001215493;0.956538561;;;;
NAP;0.001260631;1.125377935;;;;
NAP;0.001209736;1.122567203;;;;
NAP;0.001246558;1.244827461;;;;
UMW;0.000718077;0.880179615;;;;
TPL;0.001055925;0.939601471;;;;
UMW;0.001265421;0.547576413;;;;
TPL;0.001244317;0.514576451;;;;
TPL;0.001221777;1.012086015;;;;
UMW;0.001232164;0.837746529;;;;
UMW;0.000753349;1.010357547;;;;
UMW;0.001238622;0.719660575;;;;
UMW;0.001203362;1.029152902;;;;
TPL;0.00101736;0.792740211;;;;
TPL;0.000979321;0.609476993;;;;
SAP;0.001827455;1.404995909;;;;
SAP;0.001105115;1.295625445;;;;
SAP;0.001165737;1.167310935;;;;
SAP;0.001252712;1.265565594;;;;
SAP;0.002101387;1.341324603;;;;
SAP;0.001239769;1.363160791;;;;
TPL;0.000979321;0.719660575;;;;
TPL;0.000119846;0.27816376;;;;
TPL;0.000784497;0.230251853;;;;
TPL;0.000913839;0.514576451;;;;
CPL;0.000971835;1.10905542;;;;
CPL;0.001206418;1.208186041;;;;
CPL;0.000924059;1.062152864;;;;
CPL;0.001343929;1.138754457;;;;
CPL;0.001905448;1.35232298;;;;
CPL;0.001096974;1.194809519;;;;
CPL;0.00126615;0.859266207;;;;
NPL;0.00100229;1.425061371;;;;
NPL;0.0021321;1.526662466;;;;
NPL;0.001195153;1.062152864;;;;
NPL;0.001229948;1.307316661;;;;
NPL;0.001232542;1.138754457;;;;
NPL;0.001248505;0.958396827;;;;
NPL;0.001046772;1.018959924;;;;
NPL;0.001210326;1.124053444;;;;
CPL;0.001326928;1.194809519;;;;
CPL;0.001318831;1.295625445;;;;
CPL;0.001242862;0.815584379;;;;
CPL;0.001281693;0.939601472;;;;
XER;0.000837354;1.062152864;;;;
NAP;0.001267132;1.045836231;;;;
NAP;0.000781976;1.124053444;;;;
NAP;0.001307307;1.234237026;;;;
WMT;0.001274885;0.976728052;;;;
WMT;0.001903375;1.33016083;;;;
XER;0.001929298;1.33016083;;;;
WMT;0.00105331;1.221325798;;;;
XER;8.28E-05;1.138754457;;;;
NAP;0.001079139;0.997557628;;;;
SAP;0.0007227;0.930022282;;;;
SAP;0.000876775;0.837746529;;;;
NAP;0.001178867;1.029152902;;;;
TPL;0.000981777;1.295625445;;;;
TPL;0.001965162;1.454177923;;;;
NPL;0.000704932;0.994617518;;;;
CPL;0.00066797;0.859266207;;;;
CPL;0.000631248;1.124053444;;;;
CPL;0.000445855;0.514576451;;;;
CPL;0.00065529;0.859266207;;;;
CPL;0.00091045;1.078118574;;;;
CPL;0.001081578;1.271675727;;;;
SPL;0.001901872;1.434894322;;;;
SPL;0.001213028;1.234237026;;;;
XER;0.001375624;1.307316662;;;;
SPL;0.002129856;1.394756066;;;;
SPL;0.001194731;0.98572667;;;;
XER;3.21E-05;1.295625445;;;;
XER;0.000740798;0.859266207;;;;
XER;0.00210321;1.470649718;;;;
WMT;0.001911647;1.33016083;;;;
XER;6.45E-05;1.318826611;;;;
SAP;0.001068278;1.138754457;;;;
CPL;0.00125309;1.194809519;;;;
CPL;0.001908042;1.341324603;;;;
SAP;0.001926456;1.363160791;;;;
SAP;0.000774668;1.10905542;;;;
WMT;0.001260652;0.837746529;;;;
WMT;0.001262299;1.194809519;;;;
WMT;0.00125516;0.994617518;;;;
UMW;0.00115337;0.76917071;;;;
UMW;0.000801202;1.078118574;;;;
UMW;0.001050954;1.181187542;;;;
UMW;0.001128373;1.078118574;;;;
UMW;0.001208979;0.880179615;;;;
UMW;0.001150092;1.207080491;;;;
UMW;0.000787598;1.045836231;;;;
UMW;0.001087142;0.863496286;;;;
UMW;0.000994091;1.107538818;;;;
TPL;0.000391768;0.79274021;;;;
UMW;0.000907562;0.920317871;;;;
SAP;0.000690366;1.124053444;;;;
SAP;0.000959116;0.958396827;;;;
SAP;0.000925531;0.994617518;;;;
WMT;0.00122208;1.132908939;;;;
XER;0.001014695;0.976728052;;;;
SAP;0.000885164;1.221325798;;;;
CPL;0.00120345;0.79274021;;;;
CPL;0.000924966;0.79274021;;;;
SAP;0.001068566;1.221325798;;;;
CPL;0.001095532;1.221325798;;;;
CPL;0.000725811;1.045836231;;;;
SAP;0.001166743;1.208186041;;;;
SAP;0.001137273;1.318826612;;;;
CPL;0.001260862;0.880179615;;;;
SAP;0.001044065;0.976728052;;;;
CPL;0.000504526;1.124053444;;;;
SAP;0.00084216;1.012086015;;;;
CPL;0.001185509;1.307316662;;;;
CPL;0.001078481;0.976728052;;;;
CPL;0.00074142;0.976728052;;;;
SAP;0.000723026;0.859266207;;;;
CPL;0.0011513;1.062152864;;;;
CPL;0.000913839;0.815584379;;;;
SAP;0.001149651;1.221325798;;;;
CPL;0.000818085;1.093748138;;;;
CPL;0.001141035;1.012086015;;;;
TPL;0.001036292;0.859266207;;;;
NPL;0.000282607;0.609476993;;;;
NPL;0.001192513;0.880179615;;;;
NPL;0.000981008;0.609476993;;;;
NPL;0.00099688;1.078118573;;;;
NPL;0.000936699;0.837746529;;;;
TPL;0.000965241;1.194809519;;;;
NPL;0.00101434;1.045836231;;;;
NPL;0.00087757;1.283747162;;;;
NPL;0.001165727;0.514576451;;;;
NPL;0.000715799;0.79274021;;;;
NPL;0.000784496;0.920317871;;;;
NPL;0.000735405;0.514576452;;;;
NPL;0.000500905;0.405741419;;;;
TPL;0.000772455;1.132908939;;;;
NPL;8.59E-05;0;;;;
NPL;0.001096904;0.547576413;;;;
NPL;0.000483624;0.859266206;;;;
NPL;0.001152905;0.79274021;;;;
NPL;0.000695232;1.029152902;;;;
NPL;0.001084939;1.062152864;;;;
NPL;0.001050278;0.719660575;;;;
NPL;0.00103745;0.365603164;;;;
TPL;0.001085035;0.79274021;;;;
NPL;0.000349783;1.181187542;;;;
NPL;0.001111675;1.012086015;;;;
NPL;0.000912413;0.920317871;;;;
NPL;0.000987336;1.093748138;;;;
NPL;0.000648505;0.859266207;;;;
TPL;0.000716017;1.029152902;;;;
NPL;0.001047739;0.230251853;;;;
NPL;0.000460448;1.012086015;;;;
NPL;0.00117832;0.405741419;;;;
SAP;0.001024113;0.666611091;;;;
CPL;0.000281297;0.744828303;;;;
SAP;0.000571266;1.012086015;;;;
CPL;0.000363251;0.719660575;;;;
CPL;0.000544164;0.880179615;;;;
CPL;0.000398914;0.638593544;;;;
CPL;0.000109485;0.69360959;;;;
CPL;0.000535641;0.719660575;;;;
SAP;0.000680283;0.994617518;;;;
SAP;0.000147625;1.062152864;;;;
CPL;0.000312543;0.480041066;;;;
SAP;0.001101243;0.994617518;;;;
CPL;0.001279651;1.221325798;;;;
CPL;0.000953436;1.045836231;;;;
SPL;0.00109999;1.173289841;;;;
CPL;0.001268428;1.045836231;;;;
CPL;0.001409729;0.90051998;;;;
CPL;0.000725006;0.892675925;;;;
SPL;0.001194202;0.939601471;;;;
SPL;0.000810879;0.958396827;;;;
SPL;0.00068663;0.859266207;;;;
CPL;0.000931939;0.443820376;;;;
XER;0.000785069;0.79274021;;;;
CPL;0.000748931;0.958396827;;;;
SPL;0.001078199;1.045836231;;;;
SPL;0.001098791;1.181187542;;;;
SPL;0.001910898;1.360286144;;;;
SPL;0.001103756;0.609476993;;;;
SPL;0.002105425;1.463635081;;;;
CPL;0.001818449;1.318826611;;;;
SPL;0.001079692;1.221325798;;;;
SPL;0.001037199;1.045836231;;;;
SPL;0.000931795;1.246927538;;;;
CPL;0.001086564;1.167310935;;;;
XER;0.000868573;0.831167075;;;;
XER;0.000873846;0.815584379;;;;
WMT;0.000822963;1.029152902;;;;
XER;0.001147286;0.365603164;;;;
XER;0.000860627;0.976728052;;;;
XER;0.0020321;1.404995909;;;;
WMT;0.00211792;1.491304503;;;;
XER;0.000602364;0.837746529;;;;
XER;0.000895454;0.939601472;;;;
XER;0.000860627;0.69360959;;;;
XER;0.001278028;0.880179615;;;;
XER;0.00089615;1.012086015;;;;
XER;6.45E-05;0.680233067;;;;
XER;0.001169377;0.323170078;;;;
WMT;0.001329169;0.728144974;;;;
WMT;0.001216127;1.271675727;;;;
XER;6.45E-05;1.208186041;;;;
WMT;0.000546138;0.859266207;;;;
SAP;0.00047718;1.045836231;;;;
SAP;0.001198229;1.167310935;;;;
SAP;0.000852622;0.976728052;;;;
SAP;0.001719246;1.318826611;;;;
SAP;0.001021387;1.012086015;;;;
SAP;0.001106624;1.138754457;;;;
SAP;0.001314528;1.138754457;;;;
SAP;0.002109283;1.35232298;;;;
SAP;0.001298998;0.958396827;;;;
CPL;0.000965977;0.939601472;;;;
CPL;0.000924471;1.109055421;;;;
SAP;0.000950495;1.271675727;;;;
SAP;0.001716834;1.318826611;;;;
SAP;0.001290556;1.33016083;;;;
SAP;0.001917554;1.384373003;;;;
SAP;0.00108458;1.124053444;;;;
SAP;0.000397109;1.181187542;;;;
SAP;0.001241726;1.078118574;;;;
SAP;0.001196606;1.153169995;;;;
SAP;0.001219977;1.208186041;;;;
SAP;0.001091304;1.194809519;;;;
SAP;0.000757145;1.167310935;;;;
NAP;0.00047718;1.124053443;;;;
NAP;0.000537825;1.124053444;;;;
NAP;0.001098478;1.182332303;;;;
NAP;0.00106811;0.811071436;;;;
NAP;0.001197264;1.029152902;;;;
NAP;0.000537825;1.319777767;;;;
NAP;0.001102381;0.815584379;;;;
NAP;0.001100987;1.167310935;;;;
XER;0.001039882;0.880179615;;;;
WMT;0.001353053;0.480041067;;;;
XER;0.00119514;1.234237026;;;;
WMT;0.000512866;0.880179615;;;;
WMT;0.000114185;1.167310935;;;;
WMT;0.001173684;0.939601472;;;;
WMT;2.29E-05;0.769170711;;;;
WMT;0.001051166;0.994617518;;;;
WMT;0.000108275;0;;;;
WMT;2.29E-05;1.012086015;;;;
WMT;0.00119085;0.815584379;;;;
WMT;0.001050486;1.062152864;;;;
UMW;0.000821536;1.221325798;;;;
UMW;0.000685833;1.295625445;;;;
UMW;0.000917591;0.76917071;;;;
UMW;0.001811988;1.307316662;;;;
UMW;0.001011189;0.939601472;;;;
UMW;0.001908148;1.35232298;;;;
TPL;0.001045187;1.062152864;;;;
UMW;0.000603223;0.958396827;;;;
UMW;0.00112283;1.33016083;;;;
TPL;0.000970041;1.045836231;;;;
TPL;0.000828494;0.880179615;;;;
UMW;0.001854213;1.318826611;;;;
UMW;0.000852906;1.309247422;;;;
UMW;0.002119551;1.40499591;;;;
UMW;0.001848706;1.319777767;;;;
UMW;0.001053996;1.234237026;;;;
UMW;0.000510184;1.124053444;;;;
UMW;0.000962826;1.153169995;;;;
UMW;0.001916254;1.341324603;;;;
UMW;0.000700089;1.045836231;;;;
UMW;0.000512636;1.062152864;;;;
UMW;0.001016879;1.138754457;;;;
UMW;0.000786682;1.318826611;;;;
UMW;0.000105186;0.179033139;;;;
UMW;0.00039466;1.167310935;;;;
UMW;0.000580164;1.062152864;;;;
UMW;0.000683654;1.265565594;;;;
UMW;0.001909409;1.307316662;;;;
UMW;0.001109052;0.859266207;;;;
UMW;0.002108932;1.33016083;;;;
UMW;0.000504199;1.078118574;;;;
UMW;0.001009998;1.271675727;;;;
UMW;0.000778141;1.088574759;;;;
UMW;0.001798178;1.434894322;;;;
UMW;0.001910046;1.287727744;;;;
UMW;0.001487061;1.283747162;;;;
UMW;0.001132491;1.078118574;;;;
SAP;0.000631577;0.90051998;;;;
SAP;0.000843496;1.138754457;;;;
SAP;0.001110013;0.769170711;;;;
SAP;0.000999788;0.976728052;;;;
SAP;0.001077729;0.638593544;;;;
SAP;0.001909196;1.33016083;;;;
SAP;0.001072704;1.208186041;;;;
SAP;0.000834394;1.045836231;;;;
SAP;0.000967902;1.109055421;;;;
SAP;0.00112014;0.859266207;;;;
SAP;0.00106189;0.837746529;;;;
SAP;0.001124167;1.208186041;;;;
SAP;0.002181606;1.415096431;;;;
SAP;0.000988166;1.181187542;;;;
SAP;0.000883638;0.443820376;;;;
XER;0.000746806;0.815584379;;;;
NPL;0.000914507;1.124053444;;;;
NPL;0.000846095;0.976728052;;;;
WMT;0.00190378;1.454177922;;;;
NPL;0.000662149;1.012086015;;;;
XER;0.001215817;0.744828304;;;;
NPL;0.000704304;1.167310935;;;;
XER;0.001217877;0.958396827;;;;
NPL;0.000662149;1.045836231;;;;
XER;0.00042659;1.138754457;;;;
WMT;0.000831761;1.181187542;;;;
XER;0.00077364;1.318826611;;;;
XER;0.001104101;1.029152902;;;;
XER;0.000852819;0.90051998;;;;
NPL;0.000563834;0.976728052;;;;
XER;3.78E-05;1.307316662;;;;
NPL;8.99E-05;0.92031787;;;;
XER;0.001091726;1.012086015;;;;
NPL;0.000460448;1.167310935;;;;
NPL;0.001125677;1.124053444;;;;
NPL;0.001175882;1.109055421;;;;
WMT;3.78E-05;1.295625445;;;;
WMT;0.000512866;1.181187542;;;;
NPL;0.0010567;1.259404755;;;;
SAP;0.000600408;0.939601471;;;;
SAP;0.000994351;1.013810469;;;;
SAP;0.00037688;0.744828304;;;;
SAP;0.001279177;0.744828304;;;;
CPL;0.000793475;0.837746529;;;;
CPL;0.001627925;0.76917071;;;;
CPL;0.001488779;0.939601471;;;;
CPL;0.001134073;0.666611091;;;;
SAP;0.00043417;0.976728052;;;;
SAP;0.001365782;0.815584379;;;;
