Ecoregions;Fish_Density;SumNat_PFC;Habitat_Heterogeneity;Pred_Density_Fish;lower_Density_Fish;upperr_Density_Fish
SAP;506;0.976728052;;;;
CPL;89;1.167310935;;;;
CPL;179;0.880179614;;;;
CPL;167;1.208186041;;;;
CPL;28;1.234237026;;;;
WMT;108;1.271675727;;;;
WMT;4;1.181187542;;;;
WMT;74;0.994617518;;;;
CPL;4;1.078118573;;;;
CPL;42;1.208186041;;;;
CPL;6;0.976728052;;;;
CPL;21;1.109055421;;;;
CPL;31;1.294446133;;;;
CPL;158;1.272621688;;;;
CPL;28;1.283747162;;;;
CPL;70;0.939601472;;;;
CPL;511;1.018959924;;;;
SAP;770;1.109055421;;;;
NAP;163;1.234237026;;;;
NAP;265;1.059458208;;;;
NAP;122;1.271675727;;;;
NAP;287;0.90051998;;;;
NAP;34;1.062152864;;;;
NAP;104;1.181187542;;;;
NAP;232;0.90051998;;;;
NAP;305;0.837746529;;;;
NAP;137;0.815584379;;;;
NAP;68;1.109055421;;;;
NAP;205;1.093748138;;;;
NAP;38;1.221325798;;;;
NAP;501;1.093748138;;;;
TPL;148;0.547576413;;;;
TPL;120;0.939601472;;;;
SAP;28;1.373842658;;;;
SAP;456;1.012086015;;;;
TPL;647;0.994617518;;;;
TPL;242;1.167310935;;;;
CPL;89;0.958396827;;;;
NAP;509;1.039207822;;;;
NAP;42;0.956538561;;;;
NAP;519;1.125377935;;;;
NAP;531;1.122567203;;;;
NAP;214;1.244827461;;;;
UMW;437;0.880179615;;;;
TPL;29;0.939601471;;;;
UMW;274;0.547576413;;;;
TPL;25;0.514576451;;;;
TPL;25;1.012086015;;;;
UMW;50;0.837746529;;;;
UMW;124;1.010357547;;;;
UMW;17;0.719660575;;;;
UMW;146;1.029152902;;;;
TPL;159;0.792740211;;;;
TPL;447;0.609476993;;;;
SAP;124;1.404995909;;;;
SAP;87;1.295625445;;;;
SAP;58;1.167310935;;;;
SAP;28;1.265565594;;;;
SAP;61;1.341324603;;;;
SAP;42;1.363160791;;;;
TPL;104;0.719660575;;;;
TPL;85;0.27816376;;;;
TPL;78;0.230251853;;;;
TPL;237;0.514576451;;;;
CPL;55;1.10905542;;;;
CPL;39;1.208186041;;;;
CPL;390;1.062152864;;;;
CPL;46;1.138754457;;;;
CPL;195;1.35232298;;;;
CPL;52;1.194809519;;;;
CPL;68;0.859266207;;;;
NPL;61;1.425061371;;;;
NPL;112;1.526662466;;;;
NPL;175;1.062152864;;;;
NPL;252;1.307316661;;;;
NPL;82;1.138754457;;;;
NPL;273;0.958396827;;;;
NPL;105;1.018959924;;;;
NPL;100;1.124053444;;;;
CPL;43;1.194809519;;;;
CPL;100;1.295625445;;;;
CPL;58;0.815584379;;;;
CPL;48;0.939601472;;;;
XER;20;1.062152864;;;;
NAP;80;1.045836231;;;;
NAP;291;1.124053444;;;;
NAP;170;1.234237026;;;;
WMT;203;0.976728052;;;;
WMT;29;1.33016083;;;;
XER;114;1.33016083;;;;
WMT;9;1.221325798;;;;
XER;5;1.138754457;;;;
NAP;554;0.997557628;;;;
SAP;278;0.930022282;;;;
SAP;562;0.837746529;;;;
NAP;102;1.029152902;;;;
TPL;91;1.295625445;;;;
TPL;121;1.454177923;;;;
NPL;21;0.994617518;;;;
CPL;590;0.859266207;;;;
CPL;710;1.124053444;;;;
CPL;15;0.514576451;;;;
CPL;279;0.859266207;;;;
CPL;192;1.078118574;;;;
CPL;79;1.271675727;;;;
SPL;209;1.434894322;;;;
SPL;289;1.234237026;;;;
XER;321;1.307316662;;;;
SPL;1363;1.394756066;;;;
SPL;83;0.98572667;;;;
XER;39;1.295625445;;;;
XER;69;0.859266207;;;;
XER;141;1.470649718;;;;
WMT;52;1.33016083;;;;
XER;6;1.318826611;;;;
SAP;218;1.138754457;;;;
CPL;84;1.194809519;;;;
CPL;120;1.341324603;;;;
SAP;215;1.363160791;;;;
SAP;251;1.10905542;;;;
WMT;58;0.837746529;;;;
WMT;47;1.194809519;;;;
WMT;19;0.994617518;;;;
UMW;91;0.76917071;;;;
UMW;23;1.078118574;;;;
UMW;438;1.181187542;;;;
UMW;1089;1.078118574;;;;
UMW;82;0.880179615;;;;
UMW;83;1.207080491;;;;
UMW;533;1.045836231;;;;
UMW;65;0.863496286;;;;
UMW;354;1.107538818;;;;
TPL;508;0.79274021;;;;
UMW;336;0.920317871;;;;
SAP;357;1.124053444;;;;
SAP;259;0.958396827;;;;
SAP;255;0.994617518;;;;
WMT;59;1.132908939;;;;
XER;33;0.976728052;;;;
SAP;234;1.221325798;;;;
CPL;425;0.79274021;;;;
CPL;605;0.79274021;;;;
SAP;522;1.221325798;;;;
CPL;94;1.221325798;;;;
CPL;247;1.045836231;;;;
SAP;56;1.208186041;;;;
SAP;259;1.318826612;;;;
CPL;478;0.880179615;;;;
SAP;522;0.976728052;;;;
CPL;456;1.124053444;;;;
SAP;493;1.012086015;;;;
CPL;134;1.307316662;;;;
CPL;533;0.976728052;;;;
CPL;345;0.976728052;;;;
SAP;743;0.859266207;;;;
CPL;25;1.062152864;;;;
CPL;366;0.815584379;;;;
SAP;113;1.221325798;;;;
CPL;549;1.093748138;;;;
CPL;76;1.012086015;;;;
TPL;31;0.859266207;;;;
NPL;3;0.609476993;;;;
NPL;85;0.880179615;;;;
NPL;39;0.609476993;;;;
NPL;48;1.078118573;;;;
NPL;14;0.837746529;;;;
TPL;7;1.194809519;;;;
NPL;116;1.045836231;;;;
NPL;86;1.283747162;;;;
NPL;53;0.514576451;;;;
NPL;24;0.79274021;;;;
NPL;38;0.920317871;;;;
NPL;61;0.514576452;;;;
NPL;68;0.405741419;;;;
TPL;567;1.132908939;;;;
NPL;73;0;;;;
NPL;92;0.547576413;;;;
NPL;12;0.859266206;;;;
NPL;191;0.79274021;;;;
NPL;11;1.029152902;;;;
NPL;67;1.062152864;;;;
NPL;38;0.719660575;;;;
NPL;37;0.365603164;;;;
TPL;113;0.79274021;;;;
NPL;2;1.181187542;;;;
NPL;49;1.012086015;;;;
NPL;72;0.920317871;;;;
NPL;93;1.093748138;;;;
NPL;14;0.859266207;;;;
TPL;5;1.029152902;;;;
NPL;55;0.230251853;;;;
NPL;60;1.012086015;;;;
NPL;150;0.405741419;;;;
SAP;706;0.666611091;;;;
CPL;19;0.744828303;;;;
SAP;596;1.012086015;;;;
CPL;494;0.719660575;;;;
CPL;260;0.880179615;;;;
CPL;443;0.638593544;;;;
CPL;566;0.69360959;;;;
CPL;237;0.719660575;;;;
SAP;573;0.994617518;;;;
SAP;607;1.062152864;;;;
CPL;7;0.480041066;;;;
SAP;348;0.994617518;;;;
CPL;26;1.221325798;;;;
CPL;211;1.045836231;;;;
SPL;1143;1.173289841;;;;
CPL;79;1.045836231;;;;
CPL;59;0.90051998;;;;
CPL;4607;0.892675925;;;;
SPL;600;0.939601471;;;;
SPL;378;0.958396827;;;;
SPL;1025;0.859266207;;;;
CPL;266;0.443820376;;;;
XER;41;0.79274021;;;;
CPL;396;0.958396827;;;;
SPL;1117;1.045836231;;;;
SPL;294;1.181187542;;;;
SPL;180;1.360286144;;;;
SPL;100;0.609476993;;;;
SPL;163;1.463635081;;;;
CPL;62;1.318826611;;;;
SPL;85;1.221325798;;;;
SPL;41;1.045836231;;;;
SPL;167;1.246927538;;;;
CPL;368;1.167310935;;;;
XER;28;0.831167075;;;;
XER;102;0.815584379;;;;
WMT;158;1.029152902;;;;
XER;72;0.365603164;;;;
XER;29;0.976728052;;;;
XER;52;1.404995909;;;;
WMT;421;1.491304503;;;;
XER;4;0.837746529;;;;
XER;11;0.939601472;;;;
XER;19;0.69360959;;;;
XER;29;0.880179615;;;;
XER;7;1.012086015;;;;
XER;1;0.680233067;;;;
XER;27;0.323170078;;;;
WMT;470;0.728144974;;;;
WMT;270;1.271675727;;;;
XER;97;1.208186041;;;;
WMT;80;0.859266207;;;;
SAP;7;1.045836231;;;;
SAP;47;1.167310935;;;;
SAP;100;0.976728052;;;;
SAP;101;1.318826611;;;;
SAP;259;1.012086015;;;;
SAP;221;1.138754457;;;;
SAP;124;1.138754457;;;;
SAP;127;1.35232298;;;;
SAP;113;0.958396827;;;;
CPL;85;0.939601472;;;;
CPL;171;1.109055421;;;;
SAP;280;1.271675727;;;;
SAP;199;1.318826611;;;;
SAP;160;1.33016083;;;;
SAP;93;1.384373003;;;;
SAP;122;1.124053444;;;;
SAP;319;1.181187542;;;;
SAP;93;1.078118574;;;;
SAP;116;1.153169995;;;;
SAP;52;1.208186041;;;;
SAP;118;1.194809519;;;;
SAP;363;1.167310935;;;;
NAP;20;1.124053443;;;;
NAP;85;1.124053444;;;;
NAP;102;1.182332303;;;;
NAP;559;0.811071436;;;;
NAP;78;1.029152902;;;;
NAP;26;1.319777767;;;;
NAP;86;0.815584379;;;;
NAP;191;1.167310935;;;;
XER;15;0.880179615;;;;
WMT;63;0.480041067;;;;
XER;203;1.234237026;;;;
WMT;6;0.880179615;;;;
WMT;39;1.167310935;;;;
WMT;15;0.939601472;;;;
WMT;2;0.769170711;;;;
WMT;58;0.994617518;;;;
WMT;15;0;;;;
WMT;10;1.012086015;;;;
WMT;22;0.815584379;;;;
WMT;47;1.062152864;;;;
UMW;85;1.221325798;;;;
UMW;86;1.295625445;;;;
UMW;42;0.76917071;;;;
UMW;125;1.307316662;;;;
UMW;21;0.939601472;;;;
UMW;424;1.35232298;;;;
TPL;43;1.062152864;;;;
UMW;5;0.958396827;;;;
UMW;265;1.33016083;;;;
TPL;71;1.045836231;;;;
TPL;81;0.880179615;;;;
UMW;25;1.318826611;;;;
UMW;400;1.309247422;;;;
UMW;122;1.40499591;;;;
UMW;15;1.319777767;;;;
UMW;322;1.234237026;;;;
UMW;2;1.124053444;;;;
UMW;100;1.153169995;;;;
UMW;166;1.341324603;;;;
UMW;107;1.045836231;;;;
UMW;6;1.062152864;;;;
UMW;389;1.138754457;;;;
UMW;29;1.318826611;;;;
UMW;195;0.179033139;;;;
UMW;109;1.167310935;;;;
UMW;240;1.062152864;;;;
UMW;198;1.265565594;;;;
UMW;712;1.307316662;;;;
UMW;195;0.859266207;;;;
UMW;477;1.33016083;;;;
UMW;4;1.078118574;;;;
UMW;480;1.271675727;;;;
UMW;24;1.088574759;;;;
UMW;399;1.434894322;;;;
UMW;518;1.287727744;;;;
UMW;253;1.283747162;;;;
UMW;236;1.078118574;;;;
SAP;283;0.90051998;;;;
SAP;278;1.138754457;;;;
SAP;219;0.769170711;;;;
SAP;209;0.976728052;;;;
SAP;537;0.638593544;;;;
SAP;554;1.33016083;;;;
SAP;222;1.208186041;;;;
SAP;329;1.045836231;;;;
SAP;114;1.109055421;;;;
SAP;444;0.859266207;;;;
SAP;253;0.837746529;;;;
SAP;221;1.208186041;;;;
SAP;288;1.415096431;;;;
SAP;350;1.181187542;;;;
SAP;125;0.443820376;;;;
XER;91;0.815584379;;;;
NPL;5;1.124053444;;;;
NPL;10;0.976728052;;;;
WMT;47;1.454177922;;;;
NPL;27;1.012086015;;;;
XER;27;0.744828304;;;;
NPL;95;1.167310935;;;;
XER;59;0.958396827;;;;
NPL;75;1.045836231;;;;
XER;18;1.138754457;;;;
WMT;9;1.181187542;;;;
XER;58;1.318826611;;;;
XER;75;1.029152902;;;;
XER;19;0.90051998;;;;
NPL;28;0.976728052;;;;
XER;17;1.307316662;;;;
NPL;3;0.92031787;;;;
XER;49;1.012086015;;;;
NPL;15;1.167310935;;;;
NPL;319;1.124053444;;;;
NPL;140;1.109055421;;;;
WMT;26;1.295625445;;;;
WMT;6;1.181187542;;;;
NPL;71;1.259404755;;;;
SAP;255;0.939601471;;;;
SAP;175;1.013810469;;;;
SAP;462;0.744828304;;;;
SAP;407;0.744828304;;;;
CPL;290;0.837746529;;;;
CPL;145;0.76917071;;;;
CPL;624;0.939601471;;;;
CPL;306;0.666611091;;;;
SAP;391;0.976728052;;;;
SAP;521;0.815584379;;;;
SAP;119;0.880179615;;;;
CPL;83;0.769170711;;;;
CPL;49;0.719660575;;;;
CPL;50;0.769170711;;;;
CPL;427;1.012086015;;;;
SAP;303;0.79274021;;;;
SAP;446;0.92031787;;;;
SAP;1;0.991073946;;;;
CPL;204;0.976728052;;;;
CPL;274;0.974915165;;;;
CPL;447;0.837746529;;;;
SAP;320;0.815584379;;;;
SAP;928;0.769170711;;;;
CPL;506;0.27816376;;;;
CPL;689;0.480041067;;;;
CPL;496;0.179033139;;;;
SAP;494;0.480041066;;;;
CPL;454;0.92031787;;;;
SAP;727;0.785747598;;;;
CPL;248;0.976728052;;;;
CPL;615;0.514576451;;;;
CPL;199;0.90051998;;;;
CPL;551;0.323170078;;;;
CPL;508;0.365603163;;;;
CPL;527;0.69360959;;;;
SAP;638;0.514576452;;;;
CPL;308;0.230251853;;;;
SAP;189;0.958396827;;;;
SAP;155;0.880179615;;;;
CPL;162;1.012086015;;;;
CPL;229;0.638593544;;;;
SAP;127;1.045836231;;;;
SAP;462;0.792740211;;;;
CPL;12;1.012086015;;;;
SAP;245;0.880179615;;;;
SAP;62;0.638593544;;;;
SAP;236;0.837746529;;;;
CPL;950;0.480041066;;;;
WMT;1;1.239143699;;;;
XER;1;0.480041067;;;;
XER;4;0.547576413;;;;
XER;132;0.859266207;;;;
WMT;233;0.976728052;;;;
WMT;53;0.98572667;;;;
WMT;173;1.153169995;;;;
XER;1;0.815584379;;;;
XER;245;1.283747162;;;;
WMT;169;1.259404755;;;;
XER;240;1.208186041;;;;
WMT;75;1.221325798;;;;
XER;52;1.283747162;;;;
WMT;28;0.920317871;;;;
WMT;159;1.078118574;;;;
WMT;292;0.859266207;;;;
WMT;134;1.373842658;;;;
WMT;142;0.744828304;;;;
WMT;72;1.208186041;;;;
WMT;21;1.246927538;;;;
XER;704;1.399039845;;;;
XER;153;1.221325798;;;;
WMT;47;1.283747162;;;;
WMT;3;1.295625445;;;;
WMT;6;1.384373003;;;;
SPL;24;1.307316662;;;;
WMT;18;1.283747162;;;;
SPL;2;1.295625445;;;;
NAP;195;1.194809519;;;;
NAP;65;1.062152864;;;;
NAP;128;1.254231376;;;;
NAP;46;1.138754457;;;;
NAP;92;1.246927538;;;;
NAP;171;1.124053444;;;;
CPL;220;0.79274021;;;;
CPL;311;0.828680282;;;;
CPL;87;1.204642469;;;;
CPL;213;0.994617518;;;;
CPL;609;0.859266207;;;;
CPL;52;0.920317871;;;;
SAP;136;1.078118574;;;;
SAP;37;1.194809519;;;;
SAP;68;1.138754457;;;;
CPL;6;0.997557628;;;;
CPL;103;1.181187542;;;;
CPL;211;1.295625445;;;;
SAP;289;1.078118573;;;;
SAP;13;1.221325798;;;;
CPL;17;1.153169995;;;;
SAP;192;1.259404755;;;;
SAP;61;1.404995909;;;;
SAP;171;1.181187542;;;;
SAP;191;1.307316662;;;;
SAP;15;1.307316662;;;;
SAP;109;1.444598733;;;;
SAP;2;1.259404755;;;;
SAP;304;1.124053444;;;;
SAP;301;1.318826611;;;;
SAP;318;1.363160791;;;;
TPL;27;0.976728052;;;;
TPL;521;1.093748138;;;;
TPL;16;0.666611091;;;;
TPL;680;1.138754457;;;;
TPL;62;1.109055421;;;;
TPL;549;0.666611091;;;;
TPL;526;1.194809519;;;;
TPL;152;0.744828304;;;;
TPL;234;0.920317871;;;;
TPL;236;0.939601471;;;;
TPL;584;1.029152902;;;;
TPL;503;1.221325798;;;;
TPL;30;0.90051998;;;;
WMT;60;0.994617518;;;;
XER;16;1.029152903;;;;
XER;39;1.153169995;;;;
WMT;26;0.920317871;;;;
WMT;36;0.880179615;;;;
WMT;51;1.124053444;;;;
XER;40;1.208186041;;;;
WMT;52;0.666611091;;;;
XER;2;1.153169995;;;;
WMT;101;0.994617518;;;;
XER;62;1.029152902;;;;
XER;2;1.029152902;;;;
WMT;19;1.045836231;;;;
XER;29;1.012086015;;;;
XER;58;0.837746529;;;;
XER;83;1.062152864;;;;
WMT;38;0.965783723;;;;
WMT;17;0.859266207;;;;
XER;12;1.062152864;;;;
XER;16;0.76917071;;;;
WMT;72;1.045836231;;;;
XER;30;1.124053444;;;;
WMT;46;0.837746529;;;;
WMT;60;0.92031787;;;;
XER;34;0.994617518;;;;
TPL;338;0.579171687;;;;
TPL;87;0.744828303;;;;
TPL;186;0.719660575;;;;
TPL;292;0.638593544;;;;
TPL;506;1.062152864;;;;
SAP;998;1.208186041;;;;
TPL;1196;0.859266207;;;;
TPL;389;1.029152902;;;;
TPL;519;0.815584379;;;;
TPL;647;0.064595236;;;;
TPL;71;1.045836231;;;;
TPL;651;0.719660575;;;;
TPL;164;0.666611091;;;;
TPL;697;0.514576451;;;;
TPL;232;0.90051998;;;;
TPL;524;1.35232298;;;;
TPL;1335;1.130214283;;;;
TPL;650;1.124053444;;;;
TPL;373;0.719660575;;;;
TPL;113;1.246927538;;;;
TPL;248;0.79274021;;;;
TPL;1066;1.138754457;;;;
TPL;376;1.35232298;;;;
TPL;873;1.33016083;;;;
TPL;20;0.719660575;;;;
SPL;1201;1.251943618;;;;
SPL;388;1.194809519;;;;
SPL;190;0.939601472;;;;
TPL;28;0.405741419;;;;
TPL;307;0.719660575;;;;
SPL;25;0.69360959;;;;
TPL;459;0.880179615;;;;
SPL;841;0.859266207;;;;
TPL;75;0.480041067;;;;
SPL;941;0.976728052;;;;
TPL;190;1.246927538;;;;
TPL;157;1.363160791;;;;
TPL;211;1.093748138;;;;
TPL;162;0.323170078;;;;
TPL;591;0.958396827;;;;
SPL;537;0.994617518;;;;
SPL;503;1.259404755;;;;
TPL;209;0.976728052;;;;
TPL;303;1.045836231;;;;
TPL;1255;1.208186041;;;;
SPL;736;1.167310935;;;;
SPL;367;0.958396827;;;;
TPL;1104;1.012086015;;;;
TPL;68;1.259404755;;;;
TPL;46;0.90051998;;;;
TPL;265;0.815584379;;;;
SPL;2397;0.92031787;;;;
TPL;344;0.815584379;;;;
SPL;332;1.10905542;;;;
TPL;32;0.666611091;;;;
SPL;414;0.638593544;;;;
TPL;474;0.994617518;;;;
TPL;516;0.939601472;;;;
TPL;1110;1.194809519;;;;
SPL;80;0.837746529;;;;
TPL;178;0.994617518;;;;
SPL;460;0.939601472;;;;
TPL;79;0.994617518;;;;
SPL;11;0.666611091;;;;
TPL;535;1.045836231;;;;
TPL;108;0.994617518;;;;
SPL;89;1.012086015;;;;
SPL;229;1.271675727;;;;
SAP;53;1.181187542;;;;
SAP;41;0.90051998;;;;
TPL;42;1.124053444;;;;
CPL;203;0.939601472;;;;
TPL;591;1.234237026;;;;
SAP;536;1.010357547;;;;
SAP;439;1.181187542;;;;
SAP;44;0.69360959;;;;
TPL;154;0.638593544;;;;
SAP;790;0.480041067;;;;
SAP;529;1.06858041;;;;
SAP;508;1.045836231;;;;
SAP;435;0.930022282;;;;
SAP;275;1.093748138;;;;
TPL;277;0.815584379;;;;
CPL;197;0.880179615;;;;
SAP;680;1.234237026;;;;
SAP;752;0.958396827;;;;
SAP;292;0.859266207;;;;
SAP;723;1.404995909;;;;
SAP;569;0.719660575;;;;
CPL;2;0.939601471;;;;
SAP;234;1.462067231;;;;
CPL;470;0.991073946;;;;
CPL;688;1.33016083;;;;
CPL;310;1.295625445;;;;
CPL;85;1.078118573;;;;
CPL;573;1.363160791;;;;
CPL;479;1.093748138;;;;
CPL;828;1.434894322;;;;
CPL;498;1.472973278;;;;
CPL;652;1.234237026;;;;
CPL;205;0.79274021;;;;
CPL;645;1.295625445;;;;
CPL;403;1.234237026;;;;
NAP;184;1.167310935;;;;
NAP;135;1.062152864;;;;
NAP;32;0.579171687;;;;
NAP;286;1.234237026;;;;
SAP;67;1.341324603;;;;
CPL;69;1.271675727;;;;
SAP;422;1.259404755;;;;
SAP;117;1.167310935;;;;
SAP;230;1.318826611;;;;
SAP;545;1.425061371;;;;
SAP;638;1.363160791;;;;
SAP;222;1.318826611;;;;
SAP;507;1.353413909;;;;
CPL;140;0.976728052;;;;
UMW;84;1.341324603;;;;
UMW;179;1.221325798;;;;
UMW;98;1.35232298;;;;
UMW;146;1.062152864;;;;
UMW;59;1.208186041;;;;
TPL;54;1.363160791;;;;
UMW;213;1.181187542;;;;
UMW;20;1.283747162;;;;
UMW;273;1.319777767;;;;
UMW;251;1.307316662;;;;
UMW;378;1.062152864;;;;
UMW;144;1.271675727;;;;
TPL;19;0.859266207;;;;
UMW;21;1.434894322;;;;
UMW;37;1.194809519;;;;
UMW;31;1.029152902;;;;
UMW;12;0.859266207;;;;
UMW;88;1.194809519;;;;
UMW;2;0.90051998;;;;
UMW;110;0.92031787;;;;
UMW;109;1.221325798;;;;
TPL;19;1.012086015;;;;
TPL;2;1.221325798;;;;
UMW;45;1.283747162;;;;
UMW;76;1.221325798;;;;
UMW;277;1.078118574;;;;
UMW;3;1.012086015;;;;
UMW;284;1.181187542;;;;
UMW;665;1.246927538;;;;
TPL;718;1.10297033;;;;
UMW;165;1.181187542;;;;
TPL;139;0.822302768;;;;
UMW;426;1.259404755;;;;
TPL;561;1.093748138;;;;
UMW;273;1.010357547;;;;
UMW;96;0.815584379;;;;
UMW;296;0.83555985;;;;
UMW;427;0.719660575;;;;
UMW;206;1.130214283;;;;
UMW;124;1.107538818;;;;
UMW;437;1.005147863;;;;
TPL;21;0.579171687;;;;
TPL;24;1.246927538;;;;
UMW;273;1.047484127;;;;
UMW;474;1.35232298;;;;
UMW;294;0.666611091;;;;
UMW;549;1.181187542;;;;
UMW;216;0.850733045;;;;
TPL;68;0.443820376;;;;
UMW;319;1.307316661;;;;
UMW;175;0.90051998;;;;
UMW;94;0.682927724;;;;
TPL;650;1.234237026;;;;
TPL;117;0.976728052;;;;
UMW;244;1.190749106;;;;
UMW;14;1.172892742;;;;
UMW;6;1.174744057;;;;
UMW;6;1.307316662;;;;
TPL;20;1.194809519;;;;
TPL;518;0.547576413;;;;
TPL;247;0.837746529;;;;
TPL;239;0.582258498;;;;
SAP;452;0.933868803;;;;
SAP;517;0.920317871;;;;
SAP;704;0.978737193;;;;
TPL;535;0.837746529;;;;
SAP;51;0.737367166;;;;
TPL;76;1.153169995;;;;
TPL;230;1.012086015;;;;
SAP;33;1.124053444;;;;
SAP;53;0.994617518;;;;
TPL;65;0.744828303;;;;
TPL;561;0.677528595;;;;
TPL;126;0.69360959;;;;
TPL;375;1.076537366;;;;
SAP;602;0.982140301;;;;
TPL;156;0.740968927;;;;
TPL;540;0.90051998;;;;
TPL;668;0.79274021;;;;
TPL;56;1.060537244;;;;
TPL;174;0.744828303;;;;
TPL;998;0.609476993;;;;
TPL;433;0.815584379;;;;
NPL;35;1.124053444;;;;
WMT;26;1.295625445;;;;
NPL;57;0.939601472;;;;
WMT;62;0.666611091;;;;
NPL;536;0.939601472;;;;
NPL;27;1.246927538;;;;
NPL;506;1.246927538;;;;
NPL;37;0.514576451;;;;
NPL;146;0.694787032;;;;
WMT;86;0.880179615;;;;
WMT;2;0.859266207;;;;
WMT;100;0.719660575;;;;
NPL;128;0.837746529;;;;
NPL;90;1.078118574;;;;
NPL;117;0.815584379;;;;
WMT;151;0.744828304;;;;
NPL;82;1.153169995;;;;
NPL;101;0.859266207;;;;
NPL;48;1.167310935;;;;
WMT;23;1.341324603;;;;
NPL;48;1.307316661;;;;
NPL;284;1.109055421;;;;
NPL;32;1.33016083;;;;
NPL;2;1.078118573;;;;
WMT;51;1.271675727;;;;
NPL;102;1.48219547;;;;
CPL;214;1.33016083;;;;
CPL;197;1.271675726;;;;
SAP;94;1.078118574;;;;
SAP;68;1.307316662;;;;
SAP;148;1.342431802;;;;
SAP;199;1.246927538;;;;
CPL;230;1.318826611;;;;
CPL;270;1.271675727;;;;
CPL;93;1.138754457;;;;
CPL;90;1.029152902;;;;
CPL;88;1.363160791;;;;
SAP;73;1.179811496;;;;
SAP;2;1.33016083;;;;
CPL;69;1.394756066;;;;
SAP;116;1.318826611;;;;
CPL;36;0.939601472;;;;
SAP;261;0.908502604;;;;
SAP;34;1.234237026;;;;
SAP;142;1.246927538;;;;
CPL;34;1.27773598;;;;
SAP;264;1.208186041;;;;
CPL;90;1.153169995;;;;
SAP;67;1.283747162;;;;
SAP;49;1.153169995;;;;
SAP;434;1.33016083;;;;
SAP;49;1.124053443;;;;
SAP;34;1.167310935;;;;
CPL;83;1.167310935;;;;
SAP;24;1.062152864;;;;
SAP;191;1.029152902;;;;
NPL;1;1.138754457;;;;
NPL;282;0.880179614;;;;
NPL;1;1.109055421;;;;
NPL;3;0.994617518;;;;
NPL;35;1.147796918;;;;
NPL;37;1.078118574;;;;
NPL;2;0.939601472;;;;
NPL;374;0.994617518;;;;
NPL;21;0.920317871;;;;
NPL;3;0.744828304;;;;
NPL;31;0.994617518;;;;
NPL;58;1.045836231;;;;
NPL;5;0.939601471;;;;
NPL;7;1.098373554;;;;
NPL;307;0.744828303;;;;
NPL;60;1.270457717;;;;
NPL;133;0.958396827;;;;
TPL;241;0.76917071;;;;
SPL;22;1.029152902;;;;
SPL;117;0.880179614;;;;
SPL;93;0.90051998;;;;
TPL;28;0.815584379;;;;
TPL;147;1.012086015;;;;
SPL;306;1.093748138;;;;
TPL;910;0.514576452;;;;
NPL;51;1.434894322;;;;
SPL;152;0.837746529;;;;
TPL;21;0.79274021;;;;
TPL;755;0.976728052;;;;
NPL;102;0.859266207;;;;
SPL;71;1.167310935;;;;
SPL;321;0.064595236;;;;
NPL;49;1.078118573;;;;
TPL;255;0.638593544;;;;
NAP;125;0.859266207;;;;
NAP;376;0.792740211;;;;
NAP;46;1.062152864;;;;
NAP;243;0.859266207;;;;
NAP;72;0.837746529;;;;
NAP;204;1.045836231;;;;
NAP;489;1.153169995;;;;
NAP;1;1.044460185;;;;
NAP;78;0.92031787;;;;
NAP;4;0.842582878;;;;
CPL;458;0.792740211;;;;
CPL;229;0.69360959;;;;
SAP;252;1.194809519;;;;
SAP;353;1.283747162;;;;
SAP;186;1.33016083;;;;
SAP;84;0.579171687;;;;
SAP;18;1.25568356;;;;
SAP;651;1.295625445;;;;
SAP;123;1.246927538;;;;
NAP;215;1.295625445;;;;
NAP;185;1.271675727;;;;
SAP;495;1.153169995;;;;
NAP;231;1.373842658;;;;
CPL;66;0.958396827;;;;
XER;6;1.234237026;;;;
XER;128;1.029152903;;;;
XER;26;0.709349619;;;;
XER;5;0.76917071;;;;
XER;8;1.093748138;;;;
XER;25;1.062152864;;;;
XER;10;1.062152864;;;;
SAP;84;1.181187542;;;;
NAP;606;0.90051998;;;;
NAP;413;1.271675726;;;;
NAP;449;0.760568333;;;;
NAP;626;0.976728052;;;;
NAP;815;1.153169995;;;;
NAP;598;0.815584379;;;;
NAP;103;1.078118574;;;;
NAP;69;1.013523338;;;;
NAP;607;1.042529425;;;;
NAP;170;1.208186041;;;;
NAP;202;0.976728052;;;;
NAP;391;0.480041067;;;;
NAP;392;0.443820376;;;;
NAP;542;0.79274021;;;;
NAP;487;1.153169995;;;;
NAP;519;0.869796552;;;;
NAP;922;0.744828304;;;;
NAP;289;1.029152902;;;;
NAP;187;0.744828304;;;;
NAP;53;1.062152864;;;;
NAP;157;0.859266207;;;;
NAP;331;0.920317871;;;;
NAP;340;1.307316661;;;;
NAP;432;0.837746529;;;;
NAP;228;0.514576452;;;;
NAP;1858;1.012086015;;;;
NAP;353;0.443820376;;;;
NAP;281;0.666611091;;;;
NAP;1076;1.029152902;;;;
NAP;266;0.792740211;;;;
NAP;420;1.062152864;;;;
NAP;395;1.151740972;;;;
NAP;475;0.994617517;;;;
NAP;306;0.880179614;;;;
NAP;524;1.208186041;;;;
NAP;932;1.194809519;;;;
NAP;322;1.208186041;;;;
NAP;78;0.794670971;;;;
NAP;290;1.078118574;;;;
SAP;376;0.69360959;;;;
NAP;516;1.259404755;;;;
NAP;171;1.271675727;;;;
NAP;244;0.638593544;;;;
NAP;339;0.920317871;;;;
