Ecoregions;Fish_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Fish;lower_RichnessDiff_Fish;upperr_RichnessDiff_fish
UMW;0.002089348;0.393926153;;;;
TPL;0.000689325;0.547576413;;;;
UMW;0.000653182;0.719660575;;;;
UMW;0.001939516;1.029152902;;;;
UMW;0.000563448;1.045836231;;;;
UMW;0.000541221;1.221325798;;;;
UMW;0.000516265;1.232955961;;;;
UMW;0.000611134;1.153169995;;;;
TPL;0.000606744;0.666611091;;;;
UMW;0.001502221;1.062152864;;;;
UMW;0.001499351;1.109055421;;;;
UMW;0.000897842;1.275317812;;;;
UMW;0.000556059;1.194809519;;;;
UMW;0.000656322;0.815584379;;;;
UMW;0.000490946;0.230251853;;;;
UMW;0.000819247;0.744828303;;;;
UMW;0.002090269;0.859266207;;;;
UMW;0.000560986;0.837746529;;;;
UMW;0.000525281;0.79274021;;;;
UMW;0.000582896;1.318826611;;;;
UMW;0.000587644;0.958396827;;;;
TPL;0.000790591;0.958396827;;;;
TPL;0.00051629;0.547576413;;;;
UMW;0.001502221;0.719660575;;;;
UMW;0.000616352;0.947176812;;;;
UMW;0.000914831;0.40574142;;;;
UMW;0.000536046;0.230251853;;;;
UMW;0.000858312;1.029152902;;;;
UMW;0.000845023;1.062152864;;;;
UMW;0.000883655;0.837746529;;;;
UMW;0.001502221;1.138754457;;;;
TPL;0.001124862;0.443820376;;;;
UMW;0.000806818;0.792740211;;;;
UMW;0.000518495;1.295625445;;;;
UMW;0.000840902;0.815584379;;;;
TPL;0.000593211;0.90051998;;;;
UMW;0.000632426;0.859266207;;;;
TPL;0.000568902;1.047484127;;;;
TPL;0.000526238;0.976728052;;;;
TPL;0.000585951;0.880179615;;;;
SAP;0.001527408;0.90051998;;;;
TPL;0.000518006;0.90051998;;;;
SAP;0.000983185;0.799667572;;;;
SAP;0.000748765;1.062152864;;;;
SAP;0.000923494;0.69360959;;;;
SAP;0.000621947;0.609476993;;;;
SAP;0.001296013;0.976728052;;;;
TPL;0.000608046;0.514576451;;;;
TPL;0.000576471;0.514576451;;;;
SAP;0.002111066;1.062152864;;;;
TPL;0.000936087;0.638593544;;;;
SAP;0.000523273;0.90051998;;;;
SAP;0.001354788;1.062152864;;;;
TPL;0.000811373;0.547576413;;;;
TPL;0.000944828;1.012086015;;;;
TPL;0.000964145;0.323170078;;;;
TPL;0.000917291;1.084409941;;;;
TPL;0.000576916;0.79041665;;;;
SAP;0.000640794;0.976728052;;;;
CPL;0.00074706;0.547576413;;;;
CPL;0.000842681;1.029152902;;;;
CPL;0.000938401;0.920317871;;;;
CPL;0.00123781;0.888382758;;;;
CPL;0.002100211;1.295625445;;;;
CPL;0.000933934;1.307316662;;;;
CPL;0.000536727;0.939601471;;;;
CPL;0.000700549;1.26064102;;;;
CPL;0.001483935;1.045836231;;;;
CPL;0.001533408;1.259404755;;;;
CPL;0.000794893;1.246927538;;;;
CPL;0.00096162;0.76917071;;;;
CPL;0.001014332;1.221325798;;;;
CPL;0.000655953;1.095678898;;;;
CPL;0.000615173;0.939601471;;;;
CPL;0.000658072;1.208186041;;;;
CPL;0.000650927;1.153169995;;;;
CPL;0.001188426;1.062152864;;;;
CPL;0.000553801;0.744828304;;;;
CPL;0.000674968;0.988277796;;;;
CPL;0.000791464;1.109055421;;;;
CPL;0.000500503;1.295625445;;;;
CPL;0.001122773;1.093748138;;;;
NPL;0.001531971;0.837746529;;;;
WMT;0.002063873;1.295625445;;;;
NPL;0.000770779;1.194809519;;;;
WMT;0.000518549;1.271675727;;;;
NPL;0.000546801;0.958396827;;;;
NPL;0.000506616;0.744828303;;;;
NPL;0.000935222;0.79274021;;;;
NPL;0.000652062;1.234237026;;;;
NPL;0.00057691;0.958396827;;;;
NPL;0.001172027;0.880179615;;;;
NPL;0.000593505;1.271675727;;;;
NPL;0.000933973;0.976728052;;;;
NPL;0.000931754;1.167310935;;;;
NPL;0.000742188;1.029152902;;;;
NPL;0.000499457;1.062152864;;;;
NPL;0.001139329;1.045836231;;;;
NPL;0.001189043;0.939601472;;;;
WMT;0.001506753;1.283747162;;;;
NPL;0.000764082;1.259404755;;;;
NPL;0.001152004;1.384373003;;;;
NPL;0.000916572;0.994617518;;;;
NPL;0.001192344;1.259404755;;;;
NPL;0.000927109;1.283747161;;;;
NPL;0.000740101;0.939601472;;;;
NPL;0.001508172;1.181187542;;;;
NPL;0.002096183;0.79274021;;;;
SAP;0.000522777;1.045836231;;;;
SAP;0.00151925;0.792740211;;;;
SAP;0.000643525;0.638593544;;;;
SAP;0.001510794;1.167310935;;;;
CPL;0.000571398;0.90051998;;;;
SAP;0.001151597;0.92031787;;;;
SAP;0.000915449;1.062152864;;;;
SAP;0.001538296;0.579171687;;;;
SAP;0.000826338;1.48219547;;;;
SAP;0.001519423;0.958396827;;;;
CPL;0.000582853;1.295625445;;;;
CPL;0.000541175;1.295625445;;;;
SAP;0.002474853;1.217408233;;;;
SAP;0.002506997;0.994617518;;;;
SAP;0.000539461;1.138754457;;;;
CPL;0.000603071;0.769170711;;;;
SAP;0.000664414;1.167310935;;;;
CPL;0.002557451;1.283747161;;;;
CPL;0.000516457;1.194809519;;;;
SAP;0.000763697;1.10905542;;;;
CPL;0.0006565;1.045836231;;;;
CPL;0.000699;1.27974512;;;;
SAP;0.000493375;0.859266207;;;;
SAP;0.000573331;1.045836231;;;;
SAP;0.001634737;1.208186041;;;;
CPL;0.000907337;1.138754457;;;;
SAP;0.000570822;1.318826611;;;;
CPL;0.000532617;1.463635081;;;;
SAP;0.00064415;1.118090545;;;;
SAP;0.00048812;1.259404755;;;;
SAP;0.000756534;0.40574142;;;;
CPL;0.00057803;1.027463762;;;;
SAP;0.000662392;1.045836231;;;;
SAP;0.000813764;0.902523698;;;;
SAP;0.001198246;1.012086015;;;;
SAP;0.000786643;0.815584379;;;;
SAP;0.00062879;1.181187542;;;;
SAP;0.000716045;1.167310935;;;;
SAP;0.000822484;0.976728052;;;;
CPL;0.000569573;1.062152864;;;;
NPL;0.00060834;0.514576451;;;;
TPL;0.000551816;0.769170711;;;;
TPL;0.001516926;1.045836231;;;;
TPL;0.000515338;0.69360959;;;;
TPL;0.000547649;1.029152903;;;;
NPL;0.000593881;0.880179615;;;;
NPL;0.000914328;0.719660575;;;;
NPL;0.000514863;0.69360959;;;;
NPL;0.000518765;0.443820376;;;;
NPL;0.000903399;0.514576452;;;;
NPL;0.000544614;0.76917071;;;;
NPL;0.001548927;0.124017093;;;;
NPL;0.000930464;0.859266207;;;;
NPL;0.002164106;0.769170711;;;;
TPL;0.000933091;1.271675727;;;;
NPL;0.000528849;0.815584379;;;;
NPL;0.000531301;0.837746529;;;;
NPL;0.001147158;0.579171687;;;;
NPL;0.001166105;0.939601472;;;;
NPL;0.000662557;0.719660575;;;;
NPL;0.001182056;0.480041066;;;;
NPL;0.001571237;0.859266207;;;;
NPL;0.000681895;0.719660575;;;;
SPL;0.000620932;0.579171687;;;;
TPL;0.000572395;0.880179615;;;;
SPL;0.000679354;0.40574142;;;;
SPL;0.000539837;0.719660575;;;;
TPL;0.000606994;0.514576452;;;;
NPL;0.000533925;0.815584379;;;;
SPL;0.000611708;0.69360959;;;;
SPL;0.000784669;0.666611091;;;;
SPL;0.000672777;1.062152864;;;;
TPL;0.001505186;0;;;;
TPL;0.000541653;0.815584379;;;;
TPL;0.000870358;0.609476993;;;;
SPL;0.000516249;0.323170078;;;;
SPL;0.000880435;0.815584379;;;;
SPL;0.000939454;0.837746529;;;;
SPL;0.001180689;0.880179614;;;;
SPL;0.001509346;0.480041067;;;;
SPL;0.002051117;0.064595236;;;;
SPL;0.000659693;0.443820376;;;;
SPL;0.000937582;0.579171687;;;;
NPL;0.000637298;0.40574142;;;;
TPL;0.002092283;0.179033139;;;;
SPL;0.002163674;0.609476993;;;;
SPL;0.001197777;0.815584379;;;;
SPL;0.000552272;0.514576451;;;;
SPL;0.000777703;0.638593544;;;;
NAP;0.000774822;1.444598733;;;;
NAP;0.00061718;1.208186041;;;;
NAP;0.000890078;1.194809519;;;;
NAP;0.000760901;1.153169995;;;;
NAP;0.000753156;0.976728052;;;;
CPL;0.000484175;1.425061371;;;;
SAP;0.000654886;1.093748138;;;;
SAP;0.000559592;0.480041067;;;;
SAP;0.000549802;1.078118573;;;;
SAP;0.000498431;0.880179615;;;;
SAP;0.000510522;1.153169995;;;;
SAP;0.000598437;1.0678944;;;;
SAP;0.001562734;0.994617518;;;;
SPL;0.000957512;1.078118573;;;;
WMT;0.002064378;0.939601471;;;;
XER;0.002102178;1.153169995;;;;
WMT;0.000734192;1.078118574;;;;
XER;0.001144926;0.365603164;;;;
NAP;0.000943365;1.304993101;;;;
NAP;0.000971013;1.153169995;;;;
NAP;0.000543731;1.153169995;;;;
NAP;0.00049836;1.179811496;;;;
NAP;0.001510546;1.045836231;;;;
NAP;0.000503764;1.029152902;;;;
NAP;0.00065892;1.093748138;;;;
NAP;0.000570348;1.153169995;;;;
SAP;0.000691592;1.208186041;;;;
NAP;0.000658142;0.939601471;;;;
NAP;0.000682472;1.093748138;;;;
NAP;0.000524811;1.434894322;;;;
SAP;0.001029586;0.79274021;;;;
NAP;0.000583972;1.078118574;;;;
SAP;0.001562734;0.69360959;;;;
SAP;0.000544182;0.958396827;;;;
SAP;0.000563117;0.880179615;;;;
NAP;0.000567504;0.815584379;;;;
NAP;0.000915744;1.012086015;;;;
SAP;0.000527778;1.221325798;;;;
NAP;0.000558732;0.991073946;;;;
NAP;0.000853434;0.792740211;;;;
NAP;0.00152178;0.744828303;;;;
SAP;0.001292944;0.958396827;;;;
TPL;0.000689197;0.994617518;;;;
TPL;0.001170814;0.994617518;;;;
NAP;0.000552112;1.062152864;;;;
SPL;0.00081502;1.194809519;;;;
SPL;0.000531945;1.153169995;;;;
SPL;0.000544227;0.783402013;;;;
SPL;0.000636457;0.514576451;;;;
SPL;0.000521714;0.719660575;;;;
SPL;0.000683473;0.90051998;;;;
SPL;0.000626675;0.365603164;;;;
SPL;0.000592341;0.90051998;;;;
SPL;0.000720122;0.719660575;;;;
SAP;0.001258831;0.859266207;;;;
SPL;0.00051094;0.405741419;;;;
SPL;0.000529465;0.744828304;;;;
TPL;0.000548184;0.976728052;;;;
SPL;0.000965;1.093748138;;;;
SPL;0.000510269;0.638593544;;;;
CPL;0.000977568;0.443820376;;;;
SPL;0.000609132;0.880179615;;;;
SPL;0.000524587;0.638593544;;;;
SPL;0.000684135;0.365603163;;;;
SPL;0.000677946;0.859266206;;;;
SPL;0.000785905;0.792740211;;;;
SPL;0.000547659;0.609476993;;;;
SPL;0.00063495;0.443820376;;;;
CPL;0.002074602;0.27816376;;;;
SPL;0.000549176;0.443820376;;;;
SPL;0.000549635;0.859266207;;;;
SPL;0.000516703;1.078118574;;;;
SPL;0.00056315;0.443820376;;;;
SAP;0.000882998;0.79274021;;;;
SPL;0.000635768;0.480041067;;;;
TPL;0.000828086;1.078118574;;;;
SPL;0.002073815;0.230251853;;;;
SAP;0.000513186;0.609476993;;;;
TPL;0.00106519;0.837746529;;;;
SPL;0.000834294;0.514576452;;;;
WMT;0.002089348;1.221325798;;;;
WMT;0.000609188;1.093748138;;;;
WMT;0.000734006;0.941713498;;;;
WMT;0.000511289;1.167310935;;;;
XER;0.001498138;0.365603164;;;;
WMT;0.002069461;1.181187542;;;;
WMT;0.002076011;0.480041066;;;;
WMT;0.000619675;0.815584379;;;;
WMT;0.000542304;1.124053444;;;;
WMT;0.000876937;0.815584379;;;;
XER;0.000613109;1.138754457;;;;
XER;0.00112924;0.579171687;;;;
WMT;0.000574692;1.012086015;;;;
WMT;0.000728384;0.769170711;;;;
XER;0.002076011;1.093748138;;;;
WMT;0.000880524;1.062152864;;;;
WMT;0.002091948;1.029152902;;;;
WMT;0.000626869;0.666611091;;;;
WMT;0.000631005;0.839926786;;;;
WMT;0.00088237;0.719660575;;;;
WMT;0.002069461;0.994617518;;;;
WMT;0.000872534;0.514576451;;;;
WMT;0.001498344;1.132908939;;;;
NAP;0.000800285;0.958396827;;;;
SAP;0.00071451;1.208186041;;;;
SAP;0.000519034;1.116592306;;;;
NAP;0.000538684;1.491304503;;;;
SAP;0.001145506;0.90051998;;;;
NAP;0.000607085;0.744828303;;;;
NAP;0.001533324;1.307316662;;;;
NAP;0.001140087;0.666611091;;;;
SAP;0.000523898;1.194809519;;;;
NAP;0.000661941;1.093748138;;;;
NAP;0.000940879;0.90051998;;;;
SAP;0.001158999;1.078118574;;;;
NAP;0.001061291;1.234237026;;;;
NAP;0.002818068;0.939601472;;;;
NAP;0.001184907;1.295625445;;;;
NAP;0.001156206;0.920317871;;;;
NAP;0.002089348;0.958396827;;;;
SAP;0.000788187;1.138754457;;;;
SAP;0.000707973;1.208186041;;;;
NAP;0.000800285;1.373842658;;;;
SAP;0.000970061;0.859266207;;;;
NAP;0.000745123;1.259404755;;;;
SAP;0.000638435;1.012086015;;;;
SAP;0.001595761;1.029152902;;;;
NAP;0.002089348;1.40499591;;;;
NAP;0.002106099;1.029152902;;;;
NAP;0.000741854;1.454177923;;;;
SAP;0.000559505;0.976728052;;;;
CPL;0.000693911;1.167310935;;;;
CPL;0.000515338;0.880179614;;;;
CPL;0.000689862;1.208186041;;;;
CPL;0.000622783;1.234237026;;;;
WMT;0.001111815;1.271675727;;;;
WMT;0.002078021;1.181187542;;;;
WMT;0.000719636;0.994617518;;;;
CPL;0.000908474;1.078118573;;;;
CPL;0.000630737;1.208186041;;;;
CPL;0.000893253;0.976728052;;;;
CPL;0.000523376;1.109055421;;;;
CPL;0.00054336;1.294446133;;;;
CPL;0.000539442;1.272621688;;;;
CPL;0.000506578;1.283747162;;;;
CPL;0.000610773;0.939601472;;;;
CPL;0.000514635;1.018959924;;;;
SAP;0.001511881;1.109055421;;;;
NAP;0.000577939;1.234237026;;;;
NAP;0.000532534;1.059458208;;;;
NAP;0.000563227;1.271675727;;;;
NAP;0.000789614;0.90051998;;;;
NAP;0.000504237;1.062152864;;;;
NAP;0.000515225;1.181187542;;;;
NAP;0.0005878;0.90051998;;;;
NAP;0.00054741;0.837746529;;;;
NAP;0.000507739;0.815584379;;;;
NAP;0.000519638;1.109055421;;;;
NAP;0.000541723;1.093748138;;;;
NAP;0.000500028;1.221325798;;;;
NAP;0.000553046;1.093748138;;;;
TPL;0.000646249;0.547576413;;;;
TPL;0.000623268;0.939601472;;;;
SAP;0.001182466;1.373842658;;;;
SAP;0.000524389;1.012086015;;;;
TPL;0.000666841;0.994617518;;;;
TPL;0.000590003;1.167310935;;;;
CPL;0.000576259;0.958396827;;;;
NAP;0.000507155;1.039207822;;;;
NAP;0.000517839;0.956538561;;;;
NAP;0.000506426;1.125377935;;;;
NAP;0.000536866;1.122567203;;;;
NAP;0.000502737;1.244827461;;;;
UMW;0.000999812;0.880179615;;;;
TPL;0.000681719;0.939601471;;;;
UMW;0.000503947;0.547576413;;;;
TPL;0.000511577;0.514576451;;;;
TPL;0.000576027;1.012086015;;;;
UMW;0.000513959;0.837746529;;;;
UMW;0.001149934;1.010357547;;;;
UMW;0.000530793;0.719660575;;;;
UMW;0.000544554;1.029152902;;;;
TPL;0.000559883;0.792740211;;;;
TPL;0.000569059;0.609476993;;;;
SAP;0.000570599;1.404995909;;;;
SAP;0.000620424;1.295625445;;;;
SAP;0.000604032;1.167310935;;;;
SAP;0.000504257;1.265565594;;;;
SAP;0.000646684;1.341324603;;;;
SAP;0.000521695;1.363160791;;;;
TPL;0.000569059;0.719660575;;;;
TPL;0.000568667;0.27816376;;;;
TPL;0.002098373;0.230251853;;;;
TPL;0.00064385;0.514576451;;;;
CPL;0.0007291;1.10905542;;;;
CPL;0.000569506;1.208186041;;;;
CPL;0.000737985;1.062152864;;;;
CPL;0.000482917;1.138754457;;;;
CPL;0.000783127;1.35232298;;;;
CPL;0.000730628;1.194809519;;;;
CPL;0.000500562;0.859266207;;;;
NPL;0.002091948;1.425061371;;;;
NPL;0.002096183;1.526662466;;;;
NPL;0.000543988;1.062152864;;;;
NPL;0.000537921;1.307316661;;;;
NPL;0.000515359;1.138754457;;;;
NPL;0.000511616;0.958396827;;;;
NPL;0.000758632;1.018959924;;;;
NPL;0.00057694;1.124053444;;;;
CPL;0.000548397;1.194809519;;;;
CPL;0.000551824;1.295625445;;;;
CPL;0.000531187;0.815584379;;;;
CPL;0.00052152;0.939601472;;;;
XER;0.00112475;1.062152864;;;;
NAP;0.000499729;1.045836231;;;;
NAP;0.000986188;1.124053444;;;;
NAP;0.000490954;1.234237026;;;;
WMT;0.00061494;0.976728052;;;;
WMT;0.000883643;1.33016083;;;;
XER;0.000566704;1.33016083;;;;
WMT;0.000878664;1.221325798;;;;
XER;0.002076011;1.138754457;;;;
NAP;0.000665675;0.997557628;;;;
SAP;0.001014247;0.930022282;;;;
SAP;0.000841498;0.837746529;;;;
NAP;0.000528141;1.029152902;;;;
TPL;0.000785006;1.295625445;;;;
TPL;0.001199183;1.454177923;;;;
NPL;0.001176766;0.994617518;;;;
CPL;0.001092411;0.859266207;;;;
CPL;0.001149582;1.124053444;;;;
CPL;0.001534179;0.514576451;;;;
CPL;0.001115592;0.859266207;;;;
CPL;0.000907454;1.078118574;;;;
CPL;0.000653627;1.271675727;;;;
SPL;0.000513505;1.434894322;;;;
SPL;0.000520821;1.234237026;;;;
XER;0.00049959;1.307316662;;;;
SPL;0.000559078;1.394756066;;;;
SPL;0.00051603;0.98572667;;;;
XER;0.002096183;1.295625445;;;;
XER;0.001162426;0.859266207;;;;
XER;0.002096183;1.470649718;;;;
WMT;0.002063873;1.33016083;;;;
XER;0.002078021;1.318826611;;;;
SAP;0.000712965;1.138754457;;;;
CPL;0.000508966;1.194809519;;;;
CPL;0.00069412;1.341324603;;;;
SAP;0.000529883;1.363160791;;;;
SAP;0.001068382;1.10905542;;;;
WMT;0.000618528;0.837746529;;;;
WMT;0.000618595;1.194809519;;;;
WMT;0.000618244;0.994617518;;;;
UMW;0.000532576;0.76917071;;;;
UMW;0.000959952;1.078118574;;;;
UMW;0.000639701;1.181187542;;;;
UMW;0.000539219;1.078118574;;;;
UMW;0.000521122;0.880179615;;;;
UMW;0.000598622;1.207080491;;;;
UMW;0.000892437;1.045836231;;;;
UMW;0.000660047;0.863496286;;;;
UMW;0.000678305;1.107538818;;;;
TPL;0.001316354;0.79274021;;;;
UMW;0.000779362;0.920317871;;;;
SAP;0.001094452;1.124053444;;;;
SAP;0.000762095;0.958396827;;;;
SAP;0.000852582;0.994617518;;;;
WMT;0.000628366;1.132908939;;;;
XER;0.00076963;0.976728052;;;;
SAP;0.000943095;1.221325798;;;;
CPL;0.000595731;0.79274021;;;;
CPL;0.000853974;0.79274021;;;;
SAP;0.000782136;1.221325798;;;;
CPL;0.000695557;1.221325798;;;;
CPL;0.001124443;1.045836231;;;;
SAP;0.000602711;1.208186041;;;;
SAP;0.000614651;1.318826612;;;;
CPL;0.000512203;0.880179615;;;;
SAP;0.00069895;0.976728052;;;;
CPL;0.001382624;1.124053444;;;;
SAP;0.000968293;1.012086015;;;;
CPL;0.000674599;1.307316662;;;;
CPL;0.00065222;0.976728052;;;;
CPL;0.001076426;0.976728052;;;;
SAP;0.001124576;0.859266207;;;;
CPL;0.000736622;1.062152864;;;;
CPL;0.000857414;0.815584379;;;;
SAP;0.000682028;1.221325798;;;;
CPL;0.001059084;1.093748138;;;;
CPL;0.000578682;1.012086015;;;;
TPL;0.000773551;0.859266207;;;;
NPL;0.001602739;0.609476993;;;;
NPL;0.000527147;0.880179615;;;;
NPL;0.000778223;0.609476993;;;;
NPL;0.000687224;1.078118573;;;;
NPL;0.000928734;0.837746529;;;;
TPL;0.000916819;1.194809519;;;;
NPL;0.00068699;1.045836231;;;;
NPL;0.000936868;1.283747162;;;;
NPL;0.000642723;0.514576451;;;;
NPL;0.000990772;0.79274021;;;;
NPL;0.001145046;0.920317871;;;;
NPL;0.001166868;0.514576452;;;;
NPL;0.001521881;0.405741419;;;;
TPL;0.001028045;1.132908939;;;;
NPL;0.002094754;0;;;;
NPL;0.00066033;0.547576413;;;;
NPL;0.001520642;0.859266206;;;;
NPL;0.000592401;0.79274021;;;;
NPL;0.001182801;1.029152902;;;;
NPL;0.000766577;1.062152864;;;;
NPL;0.000766907;0.719660575;;;;
NPL;0.000763356;0.365603164;;;;
TPL;0.000573307;0.79274021;;;;
NPL;0.001572336;1.181187542;;;;
NPL;0.000544306;1.012086015;;;;
NPL;0.000803825;0.920317871;;;;
NPL;0.000704238;1.093748138;;;;
NPL;0.001196878;0.859266207;;;;
TPL;0.001168158;1.029152902;;;;
NPL;0.002067938;0.230251853;;;;
NPL;0.001527269;1.012086015;;;;
NPL;0.000590205;0.405741419;;;;
SAP;0.000685237;0.666611091;;;;
CPL;0.001602398;0.744828303;;;;
SAP;0.001116058;1.012086015;;;;
CPL;0.001487141;0.719660575;;;;
CPL;0.001268691;0.880179615;;;;
CPL;0.00147559;0.638593544;;;;
CPL;0.001793731;0.69360959;;;;
CPL;0.001254007;0.719660575;;;;
SAP;0.001084251;0.994617518;;;;
SAP;0.001780877;1.062152864;;;;
CPL;0.00160331;0.480041066;;;;
SAP;0.000617258;0.994617518;;;;
CPL;0.000510255;1.221325798;;;;
CPL;0.000853855;1.045836231;;;;
SPL;0.000569698;1.173289841;;;;
CPL;0.000497487;1.045836231;;;;
CPL;0.000489971;0.90051998;;;;
CPL;0.001076824;0.892675925;;;;
SPL;0.000546894;0.939601471;;;;
SPL;0.002572882;0.958396827;;;;
SPL;0.001089721;0.859266207;;;;
CPL;0.000855254;0.443820376;;;;
XER;0.001163241;0.79274021;;;;
CPL;0.000987861;0.958396827;;;;
SPL;0.00057434;1.045836231;;;;
SPL;0.000594267;1.181187542;;;;
SPL;0.00057146;1.360286144;;;;
SPL;0.000664783;0.609476993;;;;
SPL;0.000560625;1.463635081;;;;
CPL;0.000520165;1.318826611;;;;
SPL;0.000580479;1.221325798;;;;
SPL;0.000592611;1.045836231;;;;
SPL;0.000731298;1.246927538;;;;
CPL;0.000696565;1.167310935;;;;
XER;0.001113515;0.831167075;;;;
XER;0.001112967;0.815584379;;;;
WMT;0.001133322;1.029152902;;;;
XER;0.000654047;0.365603164;;;;
XER;0.00111559;0.976728052;;;;
XER;0.002096183;1.404995909;;;;
WMT;0.002079407;1.491304503;;;;
XER;0.001472628;0.837746529;;;;
XER;0.001106712;0.939601472;;;;
XER;0.00111559;0.69360959;;;;
XER;0.000528007;0.880179615;;;;
XER;0.001106449;1.012086015;;;;
XER;0.002078021;0.680233067;;;;
XER;0.000725248;0.323170078;;;;
WMT;0.000512793;0.728144974;;;;
WMT;0.000630655;1.271675727;;;;
XER;0.002078021;1.208186041;;;;
WMT;0.001491503;0.859266207;;;;
SAP;0.001515319;1.045836231;;;;
SAP;0.000515192;1.167310935;;;;
SAP;0.000956167;0.976728052;;;;
SAP;0.000576274;1.318826611;;;;
SAP;0.00083865;1.012086015;;;;
SAP;0.000619873;1.138754457;;;;
SAP;0.000489587;1.138754457;;;;
SAP;0.000749539;1.35232298;;;;
SAP;0.000495875;0.958396827;;;;
CPL;0.000916028;0.939601472;;;;
CPL;0.000947579;1.109055421;;;;
SAP;0.000896266;1.271675727;;;;
SAP;0.000634594;1.318826611;;;;
SAP;0.000492849;1.33016083;;;;
SAP;0.000600183;1.384373003;;;;
SAP;0.000739456;1.124053444;;;;
SAP;0.001536954;1.181187542;;;;
SAP;0.00053305;1.078118574;;;;
SAP;0.000637882;1.153169995;;;;
SAP;0.000633578;1.208186041;;;;
SAP;0.00068763;1.194809519;;;;
SAP;0.001116824;1.167310935;;;;
NAP;0.001515319;1.124053443;;;;
NAP;0.001492546;1.124053444;;;;
NAP;0.000744235;1.182332303;;;;
NAP;0.000587178;0.811071436;;;;
NAP;0.000635119;1.029152902;;;;
NAP;0.001492546;1.319777767;;;;
NAP;0.000742556;0.815584379;;;;
NAP;0.000743162;1.167310935;;;;
XER;0.000882195;0.880179615;;;;
WMT;0.000507959;0.480041067;;;;
XER;0.00063849;1.234237026;;;;
WMT;0.001498344;0.880179615;;;;
WMT;0.00206506;1.167310935;;;;
WMT;0.000723434;0.939601472;;;;
WMT;0.002091948;0.769170711;;;;
WMT;0.000880171;0.994617518;;;;
WMT;0.002087038;0;;;;
WMT;0.002091948;1.012086015;;;;
WMT;0.00071927;0.815584379;;;;
WMT;0.000879512;1.062152864;;;;
UMW;0.001130328;1.221325798;;;;
UMW;0.001178039;1.295625445;;;;
UMW;0.000805236;0.76917071;;;;
UMW;0.00055567;1.307316662;;;;
UMW;0.000775086;0.939601472;;;;
UMW;0.000801264;1.35232298;;;;
TPL;0.000575272;1.062152864;;;;
UMW;0.001210368;0.958396827;;;;
UMW;0.000543098;1.33016083;;;;
TPL;0.000797885;1.045836231;;;;
TPL;0.00112836;0.880179615;;;;
UMW;0.000944849;1.318826611;;;;
UMW;0.000853876;1.309247422;;;;
UMW;0.000520256;1.40499591;;;;
UMW;0.001508172;1.319777767;;;;
UMW;0.000580691;1.234237026;;;;
UMW;0.001502221;1.124053444;;;;
UMW;0.000910041;1.153169995;;;;
UMW;0.00052847;1.341324603;;;;
UMW;0.001172403;1.045836231;;;;
UMW;0.00150042;1.062152864;;;;
UMW;0.000626452;1.138754457;;;;
UMW;0.001145847;1.318826611;;;;
UMW;0.002066646;0.179033139;;;;
UMW;0.00154895;1.167310935;;;;
UMW;0.001164084;1.062152864;;;;
UMW;0.001029487;1.265565594;;;;
UMW;0.00073998;1.307316662;;;;
UMW;0.00054605;0.859266207;;;;
UMW;0.000604103;1.33016083;;;;
UMW;0.001519835;1.078118574;;;;
UMW;0.000678591;1.271675727;;;;
UMW;0.001143666;1.088574759;;;;
UMW;0.000901261;1.434894322;;;;
UMW;0.000792566;1.287727744;;;;
UMW;0.000508172;1.283747162;;;;
UMW;0.000548263;1.078118574;;;;
SAP;0.001202593;0.90051998;;;;
SAP;0.000926175;1.138754457;;;;
SAP;0.000569305;0.769170711;;;;
SAP;0.000646581;0.976728052;;;;
SAP;0.000736338;0.638593544;;;;
SAP;0.000819506;1.33016083;;;;
SAP;0.000633865;1.208186041;;;;
SAP;0.000961219;1.045836231;;;;
SAP;0.000790479;1.109055421;;;;
SAP;0.000550283;0.859266207;;;;
SAP;0.000681382;0.837746529;;;;
SAP;0.000584504;1.208186041;;;;
SAP;0.001607689;1.415096431;;;;
SAP;0.00075328;1.181187542;;;;
SAP;0.000734183;0.443820376;;;;
XER;0.001158246;0.815584379;;;;
NPL;0.000927946;1.124053444;;;;
NPL;0.001127129;0.976728052;;;;
WMT;0.002089348;1.454177922;;;;
NPL;0.001184411;1.012086015;;;;
XER;0.000630231;0.744828304;;;;
NPL;0.001171527;1.167310935;;;;
XER;0.000510603;0.958396827;;;;
NPL;0.001184411;1.045836231;;;;
XER;0.001543366;1.138754457;;;;
WMT;0.001126293;1.181187542;;;;
XER;0.001143832;1.318826611;;;;
XER;0.00066149;1.029152902;;;;
XER;0.000611823;0.90051998;;;;
NPL;0.001224061;0.976728052;;;;
XER;0.002089348;1.307316662;;;;
NPL;0.002163674;0.92031787;;;;
XER;0.000747737;1.012086015;;;;
NPL;0.001527269;1.167310935;;;;
NPL;0.000535548;1.124053444;;;;
NPL;0.000474906;1.109055421;;;;
WMT;0.002089348;1.295625445;;;;
WMT;0.001498344;1.181187542;;;;
NPL;0.002119141;1.259404755;;;;
SAP;0.0018596;0.939601471;;;;
SAP;0.001470908;1.013810469;;;;
SAP;0.002136499;0.744828304;;;;
SAP;0.001198564;0.744828304;;;;
CPL;0.001738895;0.837746529;;;;
CPL;0.000887851;0.76917071;;;;
CPL;0.00090876;0.939601471;;;;
CPL;0.001267306;0.666611091;;;;
