Ecoregions;Insect_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Insect;lower_RichnessDiff_Insect;upperr_RichnessDiff_Insect
NPL;0.000879811;0.875619756;;;;
SAP;0.000963344;0.765185945;;;;
CPL;0.00327526;0.934733772;;;;
TPL;0.000743776;0.321495863;;;;
SAP;0.000332935;1.088081867;;;;
UMW;0.000411969;1.334375737;;;;
TPL;0.001421009;1.042057531;;;;
TPL;0.000833054;1.006842803;;;;
TPL;0.000759225;0.8334065;;;;
TPL;0.001381617;0.17810564;;;;
TPL;0.000630589;0.663157646;;;;
NPL;0.00110204;1.175068282;;;;
NPL;0.001863183;1.323269799;;;;
UMW;0.000406833;1.088081867;;;;
NAP;0.001361528;1.161263564;;;;
TPL;0.000482342;0.833406499;;;;
SPL;0.001428246;0.989464802;;;;
SPL;0.0007961;0.765185945;;;;
WMT;0.000400902;1.175068282;;;;
NPL;0.000443455;1.300543977;;;;
WMT;0.000540148;1.20082709;;;;
WMT;0.000912856;1.198401699;;;;
CPL;0.000368289;1.056650275;;;;
NPL;0.001309911;0.740969646;;;;
TPL;0.000675558;1.072533273;;;;
WMT;0.001493946;0.788633341;;;;
TPL;0.001855197;0.934733772;;;;
SAP;0.000460029;0.811359163;;;;
SAP;0.000508943;0.852701584;;;;
SPL;0.000589403;0.276722704;;;;
NAP;0.000576357;0.403639436;;;;
UMW;0.001587048;1.175068282;;;;
TPL;0.001703668;0.765185945;;;;
UMW;0.000378157;1.072533273;;;;
CPL;0.001429516;1.288913328;;;;
SPL;0.000478136;1.201926913;;;;
TPL;0.00064175;0.663157646;;;;
UMW;0.001825779;0.788633341;;;;
SPL;0.000696169;0.953431757;;;;
CPL;0.000584933;0.788633341;;;;
NAP;0.000456877;1.175068283;;;;
WMT;0.00048684;1.277096581;;;;
WMT;0.000577992;1.025497848;;;;
WMT;0.000901558;1.161263564;;;;
NAP;0.000542939;1.214998598;;;;
SAP;0.000541823;1.023821273;;;;
SAP;0.001231294;1.265087683;;;;
UMW;0.000875878;0.740969646;;;;
NAP;0.000752827;0.908607309;;;;
SAP;0.001203045;0.971668015;;;;
NAP;0.001557483;1.147195883;;;;
XER;0.001178749;0.895854746;;;;
SPL;0.000805373;1.334375737;;;;
SAP;0.000755913;0.989464802;;;;
SAP;0.000864367;0.953431757;;;;
UMW;0.000310426;1.005123289;;;;
NAP;0.000370184;1.132855026;;;;
UMW;0.000359765;1.118230172;;;;
UMW;0.001048018;1.300543977;;;;
NAP;0.000514196;1.214998598;;;;
SAP;0.001213343;1.311994299;;;;
SAP;0.000713083;1.086541656;;;;
TPL;0.001435172;0.895854746;;;;
SPL;0.000457415;0.511910637;;;;
SPL;0.000450798;0.36370912;;;;
NPL;0.000565706;1.356098801;;;;
TPL;0.00073591;0.788633341;;;;
SAP;0.000616777;0.971668015;;;;
SAP;0.000471301;1.214998598;;;;
XER;0.001788121;1.483578651;;;;
CPL;0.000895665;1.161263564;;;;
WMT;0.000874001;0.95711521;;;;
UMW;0.002479213;1.056650275;;;;
TPL;0.000840776;0.579242049;;;;
CPL;0.000438695;1.103309848;;;;
TPL;0.000668004;1.088081867;;;;
TPL;0.001213537;1.040418172;;;;
WMT;0.000501236;1.056650275;;;;
NAP;0.00063471;0.715932302;;;;
SPL;0.000456934;1.227842938;;;;
UMW;0.000703182;0.690016276;;;;
UMW;0.00048036;1.147195883;;;;
CPL;0.001380575;1.188619689;;;;
NAP;0.001224576;1.227842938;;;;
XER;0.000788137;1.158471383;;;;
XER;0.001281061;1.132855025;;;;
SPL;0.001045955;1.417678699;;;;
SPL;0.000879382;1.161263564;;;;
UMW;0.000500548;1.147195883;;;;
CPL;0.001133494;1.161263564;;;;
CPL;0.000563499;1.161263564;;;;
SAP;0.000506465;1.300543977;;;;
TPL;0.000464207;0.856921772;;;;
UMW;0.000462018;0.895854746;;;;
CPL;0.000549248;1.118230172;;;;
CPL;0.001233143;1.427460708;;;;
NAP;0.001004186;1.252880283;;;;
NPL;0.001694335;1.040418172;;;;
WMT;0.000936595;0.788633341;;;;
WMT;0.001048933;1.132855025;;;;
WMT;0.000898257;1.252880283;;;;
SAP;0.001523396;1.323269799;;;;
TPL;0.001402382;0.971668015;;;;
TPL;0.004777542;1.006842803;;;;
NAP;0.001061144;1.118230173;;;;
SPL;0.000578229;0.477554166;;;;
TPL;0.000616778;0.44152112;;;;
NPL;0.00105461;1.103309848;;;;
CPL;0.000361769;1.201926913;;;;
CPL;0.00055217;1.288913328;;;;
TPL;0.000578995;0.544739639;;;;
NAP;0.001083806;0.788633341;;;;
WMT;0.000326364;1.288913328;;;;
TPL;0.000508873;1.37720112;;;;
NAP;0.001600921;1.343504789;;;;
NAP;0.001199668;1.201926913;;;;
CPL;0.000541476;1.022140883;;;;
SAP;0.000986521;1.311994299;;;;
NPL;0.000486965;1.240467706;;;;
CPL;0.002536726;1.103309848;;;;
UMW;0.001221538;1.072533273;;;;
UMW;0.000758609;1.147195883;;;;
CPL;0.001504823;0.835575461;;;;
WMT;0.000480817;1.437114845;;;;
WMT;0.000350484;1.407765383;;;;
WMT;0.0003905;1.397717188;;;;
CPL;0.003080425;0.57617123;;;;
WMT;0.001056057;1.006842802;;;;
SAP;0.000316089;1.188619689;;;;
SAP;0.000648086;0.8334065;;;;
XER;0.000883773;1.188619689;;;;
UMW;0.000368346;1.227842938;;;;
TPL;0.001088686;1.188619689;;;;
TPL;0.000359478;1.056650275;;;;
SAP;0.000618766;0.953431757;;;;
SAP;0.000565853;1.072533273;;;;
SAP;0.002416572;0.925204208;;;;
XER;0.001261693;0.765185945;;;;
UMW;0.000424736;1.252880283;;;;
UMW;0.000526102;1.265087683;;;;
UMW;0.000915603;1.062362066;;;;
XER;0.00037199;1.288913328;;;;
UMW;0.000374972;1.023821273;;;;
SAP;0.000553764;1.240467706;;;;
SAP;0.000530779;0.740969646;;;;
TPL;0.000697501;1.214998598;;;;
TPL;0.000942994;0.971668015;;;;
NAP;0.001678512;0.756628133;;;;
SAP;0.00085962;0.676709052;;;;
CPL;0.00098757;0.788633341;;;;
WMT;0.000899581;1.040418172;;;;
WMT;0.001399703;1.072533273;;;;
UMW;0.00056115;1.103309848;;;;
WMT;0.000539685;1.201926913;;;;
CPL;0.001247239;0.606319536;;;;
SAP;0.000443261;0.875619756;;;;
XER;0.00077822;0.663157646;;;;
NAP;0.000607338;0.971668015;;;;
SAP;0.002553573;0.875619756;;;;
XER;0.000733658;1.188619689;;;;
XER;0.000416586;1.118230172;;;;
TPL;0.000627129;1.356098801;;;;
CPL;0.000611949;0.934733772;;;;
TPL;0.000389509;0.740969646;;;;
UMW;0.000624414;0.854814692;;;;
UMW;0.000521029;1.023821273;;;;
NAP;0.001776095;1.345317136;;;;
NAP;0.000669776;1.161263564;;;;
NPL;0.001686629;0.690016276;;;;
NPL;0.000600534;0.854814692;;;;
WMT;0.000995135;1.056650275;;;;
CPL;0.000364709;1.132855025;;;;
CPL;0.002463906;0.765185945;;;;
SAP;0.00080913;1.132855026;;;;
CPL;0.000410513;1.056650275;;;;
XER;0.001073675;1.427460708;;;;
CPL;0.000409051;0.690016276;;;;
TPL;0.000610891;0.811359162;;;;
NAP;0.000806037;1.008272679;;;;
NPL;0.000426046;1.088081867;;;;
NPL;0.000562795;1.252880283;;;;
UMW;0.000711945;1.023821273;;;;
UMW;0.00059253;1.188619689;;;;
NAP;0.000420842;0.854814692;;;;
SPL;0.00051899;1.232918772;;;;
TPL;0.000437748;0.833406499;;;;
CPL;0.000868283;1.240467706;;;;
WMT;0.00058858;1.288913328;;;;
TPL;0.000601032;0.953431757;;;;
NAP;0.001647949;1.427460708;;;;
NAP;0.002364437;1.072533273;;;;
SAP;0.000611594;0.811359163;;;;
SPL;0.000450345;1.072533273;;;;
NAP;0.001506196;1.334375737;;;;
UMW;0.000542478;1.072533273;;;;
UMW;0.000462146;1.103309848;;;;
SPL;0.000594571;1.387530393;;;;
TPL;0.000528867;0.989464802;;;;
SPL;0.000412627;1.006842803;;;;
UMW;0.00061827;0.946009273;;;;
UMW;0.000520071;1.201926913;;;;
SPL;0.000720667;0.953431757;;;;
SAP;0.001677281;1.072533273;;;;
NPL;0.000463011;1.265087683;;;;
CPL;0.000542944;1.300543977;;;;
CPL;0.000926031;1.201926913;;;;
CPL;0.000514146;0.875619756;;;;
CPL;0.000610354;0.934733772;;;;
TPL;0.00112057;0.989464802;;;;
CPL;0.000862612;0.991221119;;;;
NAP;0.000812479;1.082935289;;;;
UMW;0.000378406;1.072533273;;;;
UMW;0.000695527;1.023821273;;;;
NAP;0.000742428;0.934733772;;;;
NAP;0.000605247;0.635285246;;;;
NAP;0.001762208;0.971668015;;;;
WMT;0.001683395;1.147195883;;;;
NPL;0.000332306;0.635285246;;;;
SPL;0.000744182;1.311994299;;;;
SPL;0.000692629;0.733547162;;;;
CPL;0.000369363;0.895854746;;;;
TPL;0.00058259;1.227842938;;;;
SAP;0.000525316;1.37720112;;;;
WMT;0.000559813;0.854814692;;;;
WMT;0.000444924;1.37720112;;;;
WMT;0.000577788;1.188619689;;;;
WMT;0.000402168;1.056650275;;;;
NPL;0.000595049;0.44152112;;;;
NPL;0.00167159;0.895854746;;;;
NAP;0.001225533;0.953431757;;;;
NPL;0.000382057;1.252880283;;;;
SAP;0.000497208;0.854814692;;;;
UMW;0.000463021;0.971668015;;;;
TPL;0.001613111;0.403639435;;;;
SAP;0.000464085;1.110807688;;;;
WMT;0.000390576;1.252880283;;;;
NAP;0.000520513;1.188619689;;;;
NAP;0.000644881;1.272316429;;;;
WMT;0.000474462;1.501375439;;;;
WMT;0.000368047;1.040418172;;;;
NPL;0.00052176;1.188619689;;;;
NPL;0.000696787;0.57617123;;;;
NPL;0.000530277;1.09268332;;;;
NAP;0.000650888;0.971668015;;;;
SAP;0.000462658;0.635285246;;;;
TPL;0.000428215;1.118230172;;;;
SPL;0.000489943;0.934733772;;;;
SPL;0.00053299;1.072533273;;;;
NPL;0.003611476;0.576171231;;;;
TPL;0.000704348;0.971668015;;;;
TPL;0.001072262;0.477554166;;;;
CPL;0.000484664;0.57617123;;;;
WMT;0.000773208;1.088081867;;;;
WMT;0.000384616;1.097256282;;;;
NAP;0.000790939;0.971668015;;;;
NAP;0.000618008;1.161263564;;;;
TPL;0.000462752;0.765185945;;;;
SPL;0.00188209;1.023821273;;;;
WMT;0.000896923;1.161263564;;;;
XER;0.000381762;1.300543977;;;;
UMW;0.000588263;1.023821273;;;;
SAP;0.000671061;1.042057531;;;;
UMW;0.000565684;0.833406499;;;;
XER;0.001488873;1.188619689;;;;
TPL;0.000657927;1.040418172;;;;
XER;0.000599458;1.147195883;;;;
WMT;0.000502125;1.006842803;;;;
WMT;0.000646986;0.940124533;;;;
TPL;0.003328664;0.895854746;;;;
TPL;0.000401156;0.875619757;;;;
SAP;0.000593259;1.277096581;;;;
WMT;0.000734449;1.288913328;;;;
NPL;0.001009886;1.023821273;;;;
TPL;0.000706784;0.690016276;;;;
CPL;0.00098861;1.040418172;;;;
SAP;0.001475715;1.311994299;;;;
SAP;0.002401685;1.437114845;;;;
SPL;0.000430153;0.22905901;;;;
XER;0.001680096;1.288913328;;;;
TPL;0.000592124;0.934733772;;;;
TPL;0.000671171;0.971668015;;;;
TPL;0.001192071;0.403639436;;;;
CPL;0.000745471;1.175068282;;;;
TPL;0.000335274;1.056650275;;;;
TPL;0.00047091;0.606319536;;;;
WMT;0.000642289;1.483578651;;;;
WMT;0.000635188;0.811359162;;;;
WMT;0.000469747;0.971668015;;;;
SPL;0.001401721;0.740969646;;;;
SPL;0.000363422;1.240467706;;;;
NAP;0.00116469;1.437114845;;;;
NAP;0.00095123;1.361431177;;;;
TPL;0.000518498;0.663157646;;;;
NAP;0.000806574;0.934733772;;;;
NAP;0.00103841;0.788633341;;;;
NPL;0.00049929;1.161263564;;;;
SAP;0.000785937;1.118230173;;;;
NAP;0.00114917;0.953431757;;;;
TPL;0.000560454;0.321495863;;;;
TPL;0.000585414;0.740969646;;;;
SAP;0.000811689;0.971668015;;;;
SAP;0.000984032;1.227842938;;;;
WMT;0.000454841;1.405766651;;;;
WMT;0.001139336;1.300543977;;;;
SAP;0.001072059;0.971668015;;;;
WMT;0.001326081;0.95711521;;;;
NPL;0.00054693;1.263875984;;;;
SPL;0.000605852;1.188619689;;;;
NPL;0.001014078;0.895854746;;;;
TPL;0.000583267;0.321495863;;;;
CPL;0.000618179;1.088081867;;;;
CPL;0.001059362;1.072533273;;;;
SPL;0.000922787;0.953431757;;;;
XER;0.001630072;0.321495863;;;;
NAP;0.00074625;1.161263564;;;;
UMW;0.000536213;1.103309848;;;;
SAP;0.00037334;0.953431757;;;;
NAP;0.000578092;0.971668015;;;;
CPL;0.000416452;0.511910636;;;;
NPL;0.000528333;1.397717188;;;;
TPL;0.000777359;0.915550072;;;;
TPL;0.000790952;0.276722704;;;;
TPL;0.000558826;0.934733772;;;;
TPL;0.000554637;1.132855026;;;;
TPL;0.000535116;1.188619689;;;;
TPL;0.000636793;1.311994298;;;;
SAP;0.000466194;0.544739639;;;;
XER;0.000449976;1.227842938;;;;
UMW;0.000408276;0.854814692;;;;
TPL;0.000772423;0.989464803;;;;
TPL;0.001247504;1.055043025;;;;
SPL;0.000295693;0.811359163;;;;
NPL;0.000650912;1.103309848;;;;
SAP;0.000388047;0.854814692;;;;
SAP;0.000583418;0.934733772;;;;
CPL;0.000343121;1.118230172;;;;
TPL;0.000587646;0.635285246;;;;
UMW;0.00066514;1.240467706;;;;
TPL;0.000665374;0.715932301;;;;
TPL;0.000569464;0.544739638;;;;
CPL;0.000513446;0.788633341;;;;
TPL;0.00065205;1.147195883;;;;
XER;0.001034581;0.946009273;;;;
CPL;0.000517874;0.895854746;;;;
SAP;0.00055571;1.334375737;;;;
TPL;0.000585007;0.635285247;;;;
XER;0.000656034;1.023821273;;;;
TPL;0.000622366;0.765185945;;;;
TPL;0.000651878;1.132855026;;;;
NPL;0.000424471;1.407765383;;;;
CPL;0.000546079;1.387530393;;;;
SAP;0.000559721;1.118230172;;;;
XER;0.000723386;0.895854746;;;;
UMW;0.001427703;1.201926913;;;;
WMT;0.00109013;1.072533273;;;;
XER;0.001120201;1.387530393;;;;
XER;0.001906525;1.277096581;;;;
SPL;0.000711591;1.147195883;;;;
SPL;0.001414029;1.088081867;;;;
XER;0.000483485;1.265087684;;;;
XER;0.000461321;1.353418105;;;;
XER;0.000473518;1.425298098;;;;
NPL;0.000482984;0.895854746;;;;
CPL;0.001007942;1.023821273;;;;
NAP;0.001553906;0.895854746;;;;
WMT;0.000899842;0.854814692;;;;
NPL;0.000612859;1.132855025;;;;
SAP;0.000443222;1.147195883;;;;
NAP;0.001144276;1.132855026;;;;
XER;0.001398577;0.811359163;;;;
NPL;0.000393852;1.023821273;;;;
NPL;0.000337863;0.953431757;;;;
CPL;0.000797852;1.056650275;;;;
CPL;0.000493824;1.188619689;;;;
NPL;0.00231907;0.606319536;;;;
NPL;0.003238938;0.663157646;;;;
TPL;0.00047859;1.006842803;;;;
NPL;0.000865206;0.953431757;;;;
XER;0.000402761;1.227842938;;;;
TPL;0.003457338;0.788633341;;;;
NPL;0.000352785;0.989464802;;;;
XER;0.001510543;1.040418172;;;;
WMT;0.000677326;1.072533273;;;;
NAP;0.000513492;1.056650275;;;;
NAP;0.000723446;1.247733705;;;;
NAP;0.001498776;1.446644409;;;;
XER;0.000412285;1.175068282;;;;
SAP;0.000681422;1.161263564;;;;
SAP;0.000538385;1.072533273;;;;
SAP;0.001422798;0.788633341;;;;
SAP;0.000626131;0.477554166;;;;
XER;0.000501415;1.334375737;;;;
NAP;0.001579329;1.240467706;;;;
SAP;0.000775185;0.971668015;;;;
NPL;0.000783359;1.249178366;;;;
WMT;0.000545223;1.175068282;;;;
UMW;0.000614811;0.44152112;;;;
CPL;0.000679154;1.266028744;;;;
NAP;0.001638809;1.023821273;;;;
WMT;0.000973321;0.663157646;;;;
TPL;0.000529655;0.57617123;;;;
NAP;0.000450513;1.006842803;;;;
NAP;0.000640401;1.023821273;;;;
WMT;0.000818804;1.023821273;;;;
TPL;0.001543613;0.663157646;;;;
TPL;0.002843282;0.786321818;;;;
TPL;0.000578684;0.606319536;;;;
CPL;0.00084883;1.056650275;;;;
NPL;0.000554963;0.953431757;;;;
SAP;0.000843921;0.875619757;;;;
SAP;0.00051932;1.201926913;;;;
XER;0.000923172;1.241718393;;;;
XER;0.000893748;1.277096581;;;;
XER;0.000444011;1.366725329;;;;
TPL;0.00171521;0.715932301;;;;
NPL;0.000723349;0.811359163;;;;
SAP;0.000368105;1.214998598;;;;
SAP;0.000539596;1.072533273;;;;
UMW;0.001620346;1.302464735;;;;
WMT;0.000492909;1.106318125;;;;
TPL;0.000749256;0.953431757;;;;
NAP;0.000672977;0.715932301;;;;
SAP;0.001104767;1.103309848;;;;
SAP;0.001556753;1.103309848;;;;
CPL;0.00141702;1.387530393;;;;
NAP;0.000356882;1.227842938;;;;
TPL;0.000898957;0.511910636;;;;
TPL;0.000946853;0.663157646;;;;
WMT;0.00038854;1.492530651;;;;
WMT;0.000522078;0.788633341;;;;
TPL;0.001357392;1.240467706;;;;
TPL;0.001872282;0.989464802;;;;
TPL;0.000842955;0.989464802;;;;
UMW;0.00039223;1.147195882;;;;
WMT;0.000451685;1.288913328;;;;
XER;0.00051006;0.895854746;;;;
SAP;0.000416034;1.345317136;;;;
UMW;0.001456002;1.188619689;;;;
UMW;0.000411428;1.072533273;;;;
SAP;0.000961072;0.740969646;;;;
NPL;0.002521547;1.023821273;;;;
NAP;0.001059431;1.088081867;;;;
NPL;0.001114837;1.006842803;;;;
CPL;0.000758081;1.147195883;;;;
XER;0.000529363;0.934733772;;;;
WMT;0.000879125;1.240467706;;;;
WMT;0.000524151;1.323269799;;;;
NAP;0.001282502;0.760405793;;;;
CPL;0.001296482;0.971668015;;;;
UMW;0.00147448;1.088081867;;;;
SAP;0.000426571;0.953431757;;;;
NAP;0.000592127;0.895854746;;;;
SAP;0.000521891;0.895854746;;;;
NAP;0.00047016;0.875619757;;;;
TPL;0.000563191;0.715932301;;;;
TPL;0.000557805;1.040418172;;;;
SPL;0.000660753;1.277096581;;;;
CPL;0.000670962;0.915550072;;;;
CPL;0.000961225;1.072533273;;;;
CPL;0.000387329;1.056650275;;;;
NPL;0.00095726;1.006842803;;;;
CPL;0.000572858;0.788633341;;;;
NPL;0.000672301;0.895854747;;;;
SAP;0.000812608;1.201926913;;;;
NPL;0.000763412;0.811359163;;;;
WMT;0.000621217;1.288913328;;;;
WMT;0.000487924;1.161263564;;;;
NPL;0.000811546;0.875619756;;;;
XER;0.000500657;1.147195883;;;;
XER;0.000787657;1.227842938;;;;
SPL;0.002137175;1.077232319;;;;
WMT;0.000304287;0.788633341;;;;
NAP;0.000400795;0.940393041;;;;
NAP;0.000445184;1.023821273;;;;
WMT;0.000751896;1.201926913;;;;
WMT;0.000929613;1.366725329;;;;
WMT;0.001677055;1.366725329;;;;
XER;0.000624649;1.175068283;;;;
CPL;0.000426972;1.161263564;;;;
SPL;0.000411571;1.201926913;;;;
SPL;0.001348262;1.208491675;;;;
NAP;0.000355666;1.088081867;;;;
NAP;0.000471401;1.252880283;;;;
CPL;0.001195073;0.875619756;;;;
XER;0.000592729;1.056650275;;;;
NPL;0.000796671;1.023821273;;;;
SPL;0.000804937;1.386503942;;;;
SAP;0.000567275;1.132855026;;;;
SAP;0.000693256;0.788633341;;;;
WMT;0.000552119;1.366725329;;;;
NAP;0.002060674;0.953431757;;;;
NAP;0.001946022;0.934733772;;;;
SPL;0.000514717;1.103309848;;;;
TPL;0.000597916;1.006842803;;;;
UMW;0.00076002;1.311994298;;;;
UMW;0.000593075;1.272316429;;;;
NPL;0.000376376;0.934733772;;;;
UMW;0.000514446;1.277096581;;;;
SAP;0.000720266;1.201926913;;;;
SPL;0.001039175;1.161263564;;;;
CPL;0.000886529;1.277096581;;;;
SPL;0.002041852;1.240467706;;;;
SPL;0.000950535;0.934733772;;;;
NAP;0.000903317;1.006842803;;;;
NAP;0.000510973;0.971668015;;;;
XER;0.000913673;1.252880283;;;;
NPL;0.000500449;1.211101328;;;;
NAP;0.001408792;0.606319536;;;;
SAP;0.000570125;1.188619689;;;;
UMW;0.000864328;1.268710901;;;;
SAP;0.000389073;1.103309848;;;;
SAP;0.005293814;1.147195883;;;;
WMT;0.001875325;0.915550072;;;;
CPL;0.000345819;0.854814692;;;;
NAP;0.000528259;0.511910636;;;;
NPL;0.001637664;1.387530393;;;;
XER;0.000597972;1.277096581;;;;
XER;0.001344174;1.277096581;;;;
SAP;0.000483879;0.606319536;;;;
SAP;0.000696713;0.989464802;;;;
NPL;0.00036018;0.915550072;;;;
NPL;0.000624457;0.663157646;;;;
SPL;0.000559439;0.811359163;;;;
SAP;0.000823567;1.311994299;;;;
SAP;0.000766029;1.356098801;;;;
CPL;0.000622037;0.903796016;;;;
CPL;0.000598144;1.040418172;;;;
CPL;0.000394076;1.147195883;;;;
CPL;0.000636875;1.227842938;;;;
NAP;0.001683997;0.811359163;;;;
NPL;0.000629778;1.147195883;;;;
NAP;0.001058661;0.740969646;;;;
TPL;0.00052152;0.953431757;;;;
TPL;0.000730401;1.040418172;;;;
CPL;0.000699566;1.072533273;;;;
SAP;0.001312856;1.288913328;;;;
UMW;0.000696887;1.023821273;;;;
UMW;0.000543864;1.300543977;;;;
WMT;0.00041592;0.811359163;;;;
NPL;0.000708953;1.118230172;;;;
XER;0.000445214;0.953431757;;;;
NPL;0.000882765;1.188619689;;;;
TPL;0.00039969;0.915550072;;;;
TPL;0.000528582;0.989464802;;;;
SAP;0.000614817;1.175068282;;;;
CPL;0.000431919;1.217585399;;;;
NAP;0.000430202;1.072533273;;;;
WMT;0.00132643;0.833406499;;;;
TPL;0.000571479;0.989464802;;;;
CPL;0.000799119;0.511910636;;;;
CPL;0.002613085;0.788633341;;;;
CPL;0.000415112;0.740969646;;;;
XER;0.000304134;1.201926913;;;;
SAP;0.001137333;1.040418172;;;;
SAP;0.001290805;1.252880283;;;;
SPL;0.002366708;1.201926913;;;;
NPL;0.00148974;1.252880283;;;;
NPL;0.000665424;1.161263564;;;;
NPL;0.001451708;0.989464802;;;;
WMT;0.000744646;1.091152686;;;;
CPL;0.000930901;0.875619756;;;;
UMW;0.000471219;1.288913328;;;;
UMW;0.000727293;1.252880283;;;;
SAP;0.00039307;1.188619689;;;;
SAP;0.000472464;1.474516808;;;;
NPL;0.000381375;0.511910637;;;;
NPL;0.000899331;0.740969646;;;;
NAP;0.001433023;1.252880283;;;;
TPL;0.000369118;1.023821273;;;;
TPL;0.000440673;0.511910636;;;;
UMW;0.000600174;1.300543977;;;;
UMW;0.000866294;1.252880283;;;;
NAP;0.000682127;1.240467706;;;;
SAP;0.000347035;0.833406499;;;;
UMW;0.000392066;1.427460708;;;;
UMW;0.000535547;1.397717188;;;;
SAP;0.001507153;0.895854746;;;;
TPL;0.00186811;1.006842802;;;;
WMT;0.000342468;1.214998598;;;;
WMT;0.000516544;1.227842938;;;;
NAP;0.001013969;0.875619757;;;;
CPL;0.001138992;1.023821273;;;;
CPL;0.000431658;1.072533273;;;;
NPL;0.000536641;0.57617123;;;;
NAP;0.001102208;1.056650275;;;;
NPL;0.001670218;1.37720112;;;;
CPL;0.002295756;0.788633341;;;;
NPL;0.000942368;0.663157646;;;;
NAP;0.001482655;1.214998598;;;;
WMT;0.001055125;1.088081867;;;;
SPL;0.00057331;0.57617123;;;;
SPL;0.001298936;0.635285246;;;;
NAP;0.000837103;0.895854746;;;;
NAP;0.001514024;0.606319536;;;;
XER;0.000337525;1.201926913;;;;
CPL;0.000391183;1.214998598;;;;
CPL;0.000837498;1.072533273;;;;
XER;0.000490255;0.934733772;;;;
WMT;0.000642296;1.356098801;;;;
XER;0.000611548;1.040418172;;;;
XER;0.000686824;0.690016276;;;;
TPL;0.000558514;0.895854746;;;;
TPL;0.000662562;1.124359095;;;;
WMT;0.000794842;1.118230173;;;;
NAP;0.000729117;1.214998598;;;;
NAP;0.000809117;1.022140883;;;;
WMT;0.000872959;1.262662292;;;;
TPL;0.00283449;0.765185945;;;;
UMW;0.001339144;1.214998598;;;;
TPL;0.000706077;0.989464802;;;;
CPL;0.001169929;0.915550072;;;;
TPL;0.000986297;1.040418172;;;;
TPL;0.000469345;0.934733772;;;;
WMT;0.000570537;0.989464802;;;;
XER;0.000506805;1.277096581;;;;
WMT;0.000300235;1.103309848;;;;
WMT;0.000462899;1.103309848;;;;
TPL;0.001137386;1.201926913;;;;
SAP;0.000543917;1.387530393;;;;
NAP;0.000525859;0.989464802;;;;
NAP;0.00116001;0.544739639;;;;
XER;0.000547244;1.300543977;;;;
TPL;0.000615754;1.006842803;;;;
CPL;0.00137386;1.265087684;;;;
SPL;0.000408187;0.980620015;;;;
NPL;0.000413047;1.006842803;;;;
SPL;0.000619481;0.953431757;;;;
WMT;0.000724345;0.733547162;;;;
WMT;0.000854213;1.040418172;;;;
WMT;0.000776676;0.936625017;;;;
SPL;0.001327103;0.915550072;;;;
CPL;0.001051316;1.175068282;;;;
TPL;0.000455645;1.078792047;;;;
TPL;0.000866886;1.132855025;;;;
SAP;0.000485708;1.072533273;;;;
SAP;0.000523786;1.201926913;;;;
NAP;0.001031487;1.227842938;;;;
TPL;0.00078458;1.103309848;;;;
SPL;0.000746385;1.242966967;;;;
TPL;0.00055772;0.818042746;;;;
NPL;0.000552139;0.971668015;;;;
SPL;0.001535002;1.103309848;;;;
WMT;0.000553829;1.270115143;;;;
XER;0.000537346;1.310857222;;;;
XER;0.000651694;1.311994298;;;;
CPL;0.000934965;1.040418172;;;;
CPL;0.000623473;0.895854746;;;;
UMW;0.000555828;1.056650275;;;;
SPL;0.000597822;1.023821273;;;;
TPL;0.000636694;0.953431757;;;;
TPL;0.000698954;0;;;;
NAP;0.000517877;0.953431757;;;;
UMW;0.000437997;1.240467706;;;;
CPL;0.0015231;1.161263564;;;;
XER;0.001208669;1.407765383;;;;
SPL;0.000665037;0.511910636;;;;
SAP;0.000462896;1.277096581;;;;
WMT;0.000552125;1.318780235;;;;
SPL;0.001346577;1.175068282;;;;
SPL;0.000536807;1.201926913;;;;
UMW;0.000774548;1.300543977;;;;
SPL;0.001118077;0.635285246;;;;
WMT;0.000580283;0.635285246;;;;
CPL;0.000412828;1.132855026;;;;
NAP;0.000397276;1.161263564;;;;
WMT;0.00229157;0.934733772;;;;
WMT;0.001048168;1.006842803;;;;
TPL;0.000978849;1.088081867;;;;
TPL;0.000803707;1.040418172;;;;
TPL;0.000498568;1.214998598;;;;
UMW;0.000449336;1.265087684;;;;
UMW;0.000629191;1.201926913;;;;
XER;0.000469953;0.854814692;;;;
UMW;0.00070252;1.345317136;;;;
TPL;0.000402412;1.023821273;;;;
TPL;0.001351882;0.895854746;;;;
WMT;0.000313373;1.008272679;;;;
XER;0.00056842;1.023821273;;;;
XER;0.001179747;0.765185945;;;;
CPL;0.000699553;0.854814692;;;;
CPL;0.000676058;0.917491022;;;;
XER;0.000499915;1.040418172;;;;
XER;0.000454859;1.188619689;;;;
NPL;0.000763655;0.889171163;;;;
NPL;0.000423966;0.606319536;;;;
NPL;0.000543405;0.765185945;;;;
CPL;0.000359484;1.056650275;;;;
CPL;0.001442008;0.895854746;;;;
SAP;0.001110261;0.811359163;;;;
SAP;0.000854671;0.811359163;;;;
TPL;0.000674734;1.227842938;;;;
UMW;0.000596823;0.875619756;;;;
UMW;0.000707044;1.161263564;;;;
WMT;0.000485708;0.57617123;;;;
TPL;0.001573232;1.097256282;;;;
NPL;0.001113957;0.989464802;;;;
UMW;0.000553976;1.334375737;;;;
WMT;0.000485173;1.265087684;;;;
