Ecoregions;Insect_RichnessDiff;SumNat_PFC;Habitat_Heterogeneity;Pred_RichnessDiff_Insect;lower_RichnessDiff_Insect;upperr_RichnessDiff_Insect
SPL;0.000676333;0.635285246;;;;
TPL;0.000984002;1.334375737;;;;
NAP;0.00061766;1.103309848;;;;
WMT;0.000699065;0.870473178;;;;
WMT;0.001416596;0.953431757;;;;
SAP;0.002320976;1.265087683;;;;
TPL;0.000516182;1.288913328;;;;
UMW;0.000716539;1.006842803;;;;
CPL;0.000341514;1.311994298;;;;
CPL;0.000976953;1.201926913;;;;
XER;0.003509914;0.511910636;;;;
UMW;0.000467006;0.915550072;;;;
NPL;0.000432844;1.356098801;;;;
UMW;0.000506463;0.765185945;;;;
CPL;0.001702977;0.788633341;;;;
CPL;0.000503614;1.006842803;;;;
NPL;0.000712876;0.854814692;;;;
NAP;0.00240259;0.854814692;;;;
XER;0.000678963;1.006842803;;;;
NPL;0.000797798;0.934733772;;;;
WMT;0.000900347;1.132855025;;;;
NAP;0.002310531;1.147195883;;;;
WMT;0.00053068;0.895854746;;;;
SPL;0.002773382;0.44152112;;;;
CPL;0.000910153;0.934733772;;;;
TPL;0.00110531;0.934733772;;;;
SPL;0.000540797;1.456052573;;;;
SPL;0.000637596;1.397717188;;;;
UMW;0.000559996;1.175068282;;;;
CPL;0.001145954;0.740969646;;;;
NAP;0.001558297;0.861117982;;;;
NPL;0.000710353;1.277096581;;;;
NPL;0.000498185;1.103309848;;;;
SAP;0.00084231;1.088081867;;;;
NAP;0.000893604;1.023821273;;;;
TPL;0.000889928;0.875619757;;;;
CPL;0.000441609;1.072533273;;;;
TPL;0.000523083;0.854814692;;;;
SAP;0.000731793;0.925204208;;;;
SAP;0.001394151;1.049737298;;;;
XER;0.000502466;1.188619689;;;;
UMW;0.000650167;1.040418172;;;;
SAP;0.000441729;0.971668015;;;;
TPL;0.002579034;0.915550072;;;;
SAP;0.001267221;0.57617123;;;;
NPL;0.000574739;0.915550072;;;;
NPL;0.000580867;1.072533273;;;;
NAP;0.00066663;1.147195883;;;;
WMT;0.000543991;1.226426771;;;;
SPL;0.000430732;1.056650275;;;;
SAP;0.000435;1.056650275;;;;
TPL;0.000516079;0.690016276;;;;
TPL;0.000560097;0.663157646;;;;
WMT;0.001520121;0.909976227;;;;
TPL;0.001010547;0.635285246;;;;
TPL;0.000578892;1.049737298;;;;
TPL;0.000670379;0.715932302;;;;
SPL;0.001127681;0.511910637;;;;
SPL;0.000788277;0.635285246;;;;
TPL;0.000426749;0.934733772;;;;
CPL;0.000598359;1.265087683;;;;
TPL;0.003034717;0.511910636;;;;
TPL;0.000553114;0.788633341;;;;
SAP;0.001517628;1.147195883;;;;
SAP;0.000514762;1.056650275;;;;
SAP;0.003545594;1.175068282;;;;
XER;0.000607603;0.971668015;;;;
WMT;0.001597168;0.811359163;;;;
WMT;0.000580934;1.366725329;;;;
UMW;0.000679887;1.312940527;;;;
UMW;0.000499644;1.252880283;;;;
TPL;0.000883632;0.971668015;;;;
WMT;0.000860409;1.161263564;;;;
SPL;0.000492532;1.227842938;;;;
WMT;0.000492986;1.252880283;;;;
NAP;0.002071975;0.740969646;;;;
NAP;0.001550622;0.606319536;;;;
SPL;0.000781367;1.161263564;;;;
TPL;0.000813231;1.240467706;;;;
SAP;0.001276737;1.201926913;;;;
SAP;0.00130853;0.989464802;;;;
TPL;0.001564297;0.36370912;;;;
TPL;0.003893427;0.854814692;;;;
CPL;0.002219991;1.323269799;;;;
SPL;0.000548238;0.57617123;;;;
SPL;0.000685722;1.345317136;;;;
SPL;0.0004082;0.740969646;;;;
TPL;0.001177862;0.690016276;;;;
SPL;0.000441516;1.201926913;;;;
TPL;0.000537055;0.895854747;;;;
WMT;0.000358968;1.006842803;;;;
CPL;0.000980115;1.323269799;;;;
NPL;0.00047557;0.934733772;;;;
NPL;0.000462393;1.147195883;;;;
XER;0.000355169;1.46303087;;;;
CPL;0.000524079;0.96986452;;;;
NPL;0.000790635;1.103309848;;;;
NPL;0.000479334;1.074102946;;;;
CPL;0.000766331;1.161263564;;;;
CPL;0.001199888;1.023821273;;;;
NAP;0.001366546;0.811359163;;;;
WMT;0.000488896;0.953431757;;;;
WMT;0.000563994;0.895854746;;;;
NPL;0.000467516;0.615129155;;;;
SPL;0.000586513;0.765185945;;;;
UMW;0.001546634;1.103309848;;;;
XER;0.000697405;1.118230172;;;;
XER;0.000628637;1.056650275;;;;
XER;0.00044695;0.971668015;;;;
XER;0.000786534;1.201926913;;;;
NPL;0.000399846;0.715932302;;;;
WMT;0.000439278;1.323269799;;;;
WMT;0.000538158;0.934733772;;;;
SPL;0.000618404;1.265087683;;;;
XER;0.000576426;1.227842938;;;;
XER;0.000759355;0.606319536;;;;
TPL;0.000668943;0.971668015;;;;
UMW;0.000368057;0.544739638;;;;
WMT;0.000444935;0.95527578;;;;
WMT;0.000478998;0.971668015;;;;
TPL;0.00045712;0.854814692;;;;
NPL;0.000538589;1.227842938;;;;
TPL;0.000375262;0.875619756;;;;
CPL;0.000604237;1.132855025;;;;
NPL;0.0003565;1.161263564;;;;
NPL;0.000998188;1.118230172;;;;
TPL;0.000627343;0.064260594;;;;
TPL;0.000514669;0.788633341;;;;
UMW;0.001287239;1.277096581;;;;
UMW;0.000619214;0.971668015;;;;
NPL;0.000710571;0.544739638;;;;
SPL;0.000471986;1.006842803;;;;
WMT;0.000522153;1.161263564;;;;
SPL;0.003145463;1.040418172;;;;
SPL;0.000499774;1.040418172;;;;
CPL;0.000621518;1.198401699;;;;
NPL;0.000418276;0.854814692;;;;
NPL;0.001786097;0.934733772;;;;
WMT;0.00055927;1.118230172;;;;
CPL;0.002105274;0.854814692;;;;
SAP;0.000405851;1.474516808;;;;
SAP;0.000633408;1.201926913;;;;
TPL;0.001129313;1.103309848;;;;
SPL;0.000572268;1.214998598;;;;
NPL;0.002243667;1.323269799;;;;
NPL;0.00044608;0.971668015;;;;
TPL;0.000566558;0.811359163;;;;
TPL;0.000442572;1.040418172;;;;
TPL;0.001282331;1.006842803;;;;
WMT;0.000384105;1.175068282;;;;
WMT;0.000511676;1.259009205;;;;
NPL;0.000469191;1.201926913;;;;
WMT;0.000521792;1.240467706;;;;
NPL;0.00070411;1.252880283;;;;
NPL;0.000903422;1.092749798;;;;
SAP;0.000411614;1.236283383;;;;
NPL;0.000456093;1.300543977;;;;
UMW;0.000666099;1.483578651;;;;
SPL;0.000367645;0.663157646;;;;
SPL;0.001588723;0.833406499;;;;
XER;0.00058471;1.427460708;;;;
XER;0.000466151;1.064634471;;;;
SPL;0.000673257;1.265087684;;;;
CPL;0.002105037;1.188619689;;;;
CPL;0.000469404;0.913387462;;;;
SAP;0.00167226;1.510115552;;;;
SAP;0.000604623;1.161263564;;;;
WMT;0.000575044;1.103309848;;;;
NPL;0.000543966;0.915550072;;;;
CPL;0.00053944;1.201926913;;;;
CPL;0.000453234;1.088081867;;;;
CPL;0.000446245;0.989464802;;;;
SAP;0.00118341;1.118230173;;;;
CPL;0.000736102;1.265087683;;;;
UMW;0.000891355;1.175068283;;;;
NAP;0.001244902;0.635285246;;;;
WMT;0.001220544;1.214998598;;;;
TPL;0.00070403;0.740969646;;;;
NPL;0.000709295;1.188619689;;;;
NPL;0.000869693;1.088081867;;;;
WMT;0.000478396;1.265087683;;;;
SAP;0.000536025;0.971668015;;;;
XER;0.000576012;1.300543977;;;;
UMW;0.000493788;1.006842802;;;;
UMW;0.000542086;0.715932302;;;;
TPL;0.000381599;0.788633341;;;;
WMT;0.001066109;1.254519642;;;;
SPL;0.002482682;0.663157646;;;;
SPL;0.003742914;0.064260594;;;;
CPL;0.001844903;0.811359163;;;;
CPL;0.001135915;0.971668015;;;;
XER;0.000689693;1.201926913;;;;
SPL;0.000409862;1.311994299;;;;
CPL;0.001067508;0.854814692;;;;
SAP;0.001796342;1.323269799;;;;
SAP;0.000837461;1.201926913;;;;
TPL;0.003147441;0.715932301;;;;
NPL;0.000787313;1.103309848;;;;
NPL;0.001312875;1.056650275;;;;
WMT;0.001187267;1.483578651;;;;
WMT;0.001671834;1.334375737;;;;
WMT;0.001215528;0.875619756;;;;
SPL;0.001101039;1.118230172;;;;
SPL;0.000490112;0.606319536;;;;
CPL;0.002139444;0.875619756;;;;
CPL;0.001545251;1.072533273;;;;
WMT;0.001340363;0.833406499;;;;
NAP;0.000907815;1.040418172;;;;
TPL;0.000594397;0.978838274;;;;
CPL;0.000894553;0.971668015;;;;
UMW;0.000510483;1.132855025;;;;
WMT;0.000396145;1.347486098;;;;
NPL;0.000983424;0.854814692;;;;
UMW;0.000586629;1.161263564;;;;
SPL;0.003460138;0.57617123;;;;
UMW;0.00060903;1.118230172;;;;
TPL;0.000636716;1.131405504;;;;
TPL;0.000743291;0;;;;
TPL;0.001181345;0.788633341;;;;
SAP;0.001199461;0.299448526;;;;
NAP;0.00152382;0.788633341;;;;
TPL;0.000569887;0.875619756;;;;
TPL;0.000760727;1.040418172;;;;
NPL;0.000785046;0.606319536;;;;
SPL;0.000729762;0.635285246;;;;
TPL;0.00072169;0.788633341;;;;
TPL;0.000594739;0.811359163;;;;
SPL;0.000357445;0.544739638;;;;
WMT;0.000448782;1.040418172;;;;
WMT;0.000793238;1.040418172;;;;
WMT;0.000397566;0.788633341;;;;
CPL;0.00190291;0.934733772;;;;
NPL;0.000657835;0.477554166;;;;
SPL;0.000512;1.311994299;;;;
SPL;0.000366559;0.934733772;;;;
XER;0.001046414;1.088081867;;;;
TPL;0.000695072;0.8334065;;;;
NAP;0.000471944;1.238378508;;;;
TPL;0.000466869;0.989464802;;;;
TPL;0.00051785;1.023821273;;;;
XER;0.001111627;1.040418172;;;;
TPL;0.001420617;1.056650275;;;;
TPL;0.000370732;0.989464802;;;;
WMT;0.000802086;1.300543977;;;;
SAP;0.001231637;1.417678699;;;;
CPL;0.000365582;1.040418172;;;;
CPL;0.0004263;1.006842803;;;;
NAP;0.000714975;0.895854746;;;;
NPL;0.000469851;0.811359163;;;;
TPL;0.000989184;0.690016276;;;;
TPL;0.00101516;0.875619757;;;;
NPL;0.000518671;0.895854746;;;;
NAP;0.000795672;0.971668015;;;;
NAP;0.000754369;1.175068282;;;;
SAP;0.0009025;0.915550072;;;;
NAP;0.002634743;1.334375737;;;;
NAP;0.001588471;1.252880283;;;;
TPL;0.000633144;0.679389749;;;;
NAP;0.000753364;1.056650275;;;;
WMT;0.00083748;1.132855025;;;;
WMT;0.000898713;1.161263564;;;;
UMW;0.00098855;1.281056542;;;;
CPL;0.001009051;1.104468328;;;;
SAP;0.000714258;1.072533273;;;;
SAP;0.000994814;0.795524815;;;;
SAP;0.001019134;1.240467706;;;;
UMW;0.000545593;0.915550072;;;;
XER;0.000374923;0.36370912;;;;
XER;0.001623448;0.544739638;;;;
NAP;0.001386996;1.118230173;;;;
NAP;0.000625537;0.934733772;;;;
NPL;0.000491931;1.252880283;;;;
NPL;0.000700907;1.118230173;;;;
WMT;0.002934227;1.277096581;;;;
SAP;0.00038867;1.062362066;;;;
NPL;0.000489109;1.072533273;;;;
WMT;0.000380014;1.040418172;;;;
WMT;0.000698863;1.277096581;;;;
NPL;0.000613297;0.544739638;;;;
NPL;0.000968829;0.989464802;;;;
WMT;0.001824244;0.8334065;;;;
SAP;0.001150968;1.323269799;;;;
UMW;0.000405505;1.132855025;;;;
UMW;0.001328295;0.915550072;;;;
NPL;0.000518527;1.279475105;;;;
NPL;0.000705994;0.959560679;;;;
NPL;0.000376769;1.110807689;;;;
SPL;0.000576831;0.854814692;;;;
NAP;0.000393454;0.8334065;;;;
SAP;0.000869294;1.006842802;;;;
SAP;0.001870865;1.161263564;;;;
NPL;0.002618383;0.875619756;;;;
WMT;0.000676079;1.103309848;;;;
NPL;0.000653638;1.023821273;;;;
NPL;0.000531465;1.040418172;;;;
WMT;0.000454444;1.288913328;;;;
XER;0.000520693;1.20082709;;;;
SAP;0.000986127;1.259009205;;;;
TPL;0.001406253;0.544739638;;;;
TPL;0.000741844;0.915550072;;;;
XER;0.000382641;1.147195883;;;;
SAP;0.000612784;1.118230172;;;;
SAP;0.000506415;1.008558322;;;;
TPL;0.000634854;1.397717188;;;;
TPL;0.000503354;1.175068282;;;;
NAP;0.00122997;0.895854746;;;;
WMT;0.00035554;1.212835988;;;;
NAP;0.000563114;0.934733772;;;;
NAP;0.000851014;1.147195883;;;;
SPL;0.000528141;1.072533273;;;;
SAP;0.000615838;1.147195883;;;;
SAP;0.000739537;0.895854746;;;;
SAP;0.001034588;0.576171231;;;;
SAP;0.00076492;0.477554166;;;;
XER;0.001873778;1.103309848;;;;
WMT;0.000555969;1.277096581;;;;
WMT;0.00054932;0.953431757;;;;
SAP;0.001211114;1.227842938;;;;
NPL;0.0007725;0.971668015;;;;
NPL;0.000700114;0.788633341;;;;
SAP;0.000831937;1.356098801;;;;
SAP;0.001976681;0.989464802;;;;
SAP;0.000374212;0.854814692;;;;
XER;0.000870704;1.356098801;;;;
UMW;0.000356986;1.056650275;;;;
UMW;0.001137773;0.576171231;;;;
NAP;0.000882716;1.006842803;;;;
TPL;0.000445234;0.663157646;;;;
SAP;0.001116354;0.765185945;;;;
NPL;0.000389909;0.854814692;;;;
XER;0.000648715;1.265087684;;;;
NAP;0.000987506;1.118230172;;;;
NPL;0.000417764;1.040418172;;;;
NPL;0.000485049;1.288913328;;;;
TPL;0.000426324;0.997238884;;;;
TPL;0.000526855;1.188619689;;;;
NAP;0.000433916;0.544739638;;;;
CPL;0.000588474;0.915550072;;;;
CPL;0.00063742;1.427460708;;;;
WMT;0.000494362;1.370933493;;;;
NAP;0.001119458;1.265087683;;;;
TPL;0.000732374;0.064260594;;;;
TPL;0.000603368;1.345317136;;;;
WMT;0.000440188;0.875619756;;;;
WMT;0.000372317;1.252880283;;;;
CPL;0.001184081;0.606319536;;;;
CPL;0.001813392;0.824387221;;;;
NAP;0.000494236;1.088081867;;;;
TPL;0.00055853;1.110807689;;;;
TPL;0.000540049;1.214998598;;;;
XER;0.000536537;1.161263564;;;;
SPL;0.000496542;0.895854746;;;;
CPL;0.000917121;1.006842803;;;;
NAP;0.000952917;0.78863334;;;;
CPL;0.000567061;0.833406499;;;;
CPL;0.000376497;1.323269799;;;;
NAP;0.000506726;0.951583117;;;;
NPL;0.000945751;0.788633341;;;;
XER;0.000367777;0.915550072;;;;
WMT;0.000457754;1.023821273;;;;
NPL;0.000548106;0.740969646;;;;
NAP;0.000744721;1.387530393;;;;
NAP;0.000565781;0.971668015;;;;
NAP;0.000805866;0.740969646;;;;
SPL;0.001571243;0.989464802;;;;
SPL;0.000557581;1.265087684;;;;
XER;0.000450865;1.147195883;;;;
XER;0.002850712;1.175068282;;;;
NAP;0.001354531;0.889171163;;;;
SPL;0.000821095;0.740969646;;;;
SPL;0.001333718;0.511910636;;;;
NPL;0.000646144;1.227842938;;;;
SPL;0.000435592;0.22905901;;;;
SPL;0.000504179;0.875619757;;;;
SPL;0.000758118;1.252880283;;;;
SPL;0.000597818;1.300543977;;;;
WMT;0.000437997;0.953431757;;;;
SAP;0.000685781;0.788633341;;;;
CPL;0.001016103;1.234182298;;;;
UMW;0.000370198;0.740969646;;;;
SPL;0.001164701;0.57617123;;;;
SPL;0.000595291;0.811359163;;;;
TPL;0.00035869;0.811359163;;;;
UMW;0.000508516;1.088081867;;;;
NPL;0.0006102;1.040418172;;;;
SPL;0.004076792;0.17810564;;;;
SPL;0.000606674;0.833406499;;;;
SPL;0.002546984;0.44152112;;;;
UMW;0.001551904;1.259009205;;;;
UMW;0.002194562;1.360204042;;;;
NAP;0.000594221;0.765185945;;;;
WMT;0.000388575;1.127039791;;;;
WMT;0.000434715;1.063751589;;;;
TPL;0.001294006;0.635285246;;;;
SPL;0.001265444;0.875619756;;;;
CPL;0.001353803;0.989464802;;;;
WMT;0.000340243;1.088081867;;;;
SAP;0.00095058;0.690016276;;;;
SAP;0.001170419;0.929030802;;;;
WMT;0.000442808;0.811359163;;;;
SAP;0.001092934;0.635285246;;;;
WMT;0.00065995;1.510115552;;;;
NPL;0.000682774;1.201926913;;;;
NPL;0.001157135;1.175068282;;;;
WMT;0.000615035;0.936834857;;;;
WMT;0.00050335;0.606319536;;;;
NAP;0.000371363;0.992389681;;;;
WMT;0.00040404;0.971668015;;;;
XER;0.000662817;1.088081867;;;;
WMT;0.00040866;0.511910636;;;;
UMW;0.001125542;1.323269799;;;;
NPL;0.000573804;1.040418172;;;;
NPL;0.000610439;1.141850642;;;;
SPL;0.000356107;1.147195883;;;;
UMW;0.000353124;0.811359163;;;;
UMW;0.00046244;1.382383815;;;;
NPL;0.001816107;1.334375737;;;;
NPL;0.00051758;1.240467706;;;;
XER;0.000462615;1.072533273;;;;
TPL;0.000908099;0.511910637;;;;
TPL;0.000606564;0.811359163;;;;
XER;0.000615867;1.201926913;;;;
XER;0.00107182;1.072533273;;;;
UMW;0.000797164;0.606319536;;;;
NAP;0.000814393;1.103309848;;;;
WMT;0.000506332;0.635285246;;;;
TPL;0.001014557;1.023821273;;;;
NPL;0.000342771;0.511910636;;;;
XER;0.000481184;1.088081867;;;;
WMT;0.000551899;1.023821273;;;;
UMW;0.000419075;0.854814692;;;;
UMW;0.001090449;1.147195883;;;;
NAP;0.000880823;1.103309848;;;;
SAP;0.001116617;0.953431757;;;;
NAP;0.000760056;1.175068282;;;;
NPL;0.000405884;0.989464802;;;;
NPL;0.000454331;0.715932302;;;;
NPL;0.000648766;0.788633341;;;;
SAP;0.000396391;0.895854746;;;;
SPL;0.000672522;1.001672203;;;;
SPL;0.000402933;0.895854746;;;;
TPL;0.00065819;0.833406499;;;;
SAP;0.001327674;0.690016277;;;;
XER;0.000466975;1.17202279;;;;
TPL;0.000661297;0.663157646;;;;
UMW;0.000578408;1.103309848;;;;
NAP;0.000408763;0.895854746;;;;
NAP;0.000484024;0.606319536;;;;
TPL;0.000422604;0.811359163;;;;
TPL;0.001263824;0.971668015;;;;
SAP;0.000358266;1.112298165;;;;
WMT;0.000886348;1.023821273;;;;
NAP;0.000672353;1.107817681;;;;
SPL;0.000832309;0.953431757;;;;
SPL;0.002096299;0.663157646;;;;
SAP;0.000566246;1.088081867;;;;
NAP;0.001362394;1.152855151;;;;
NAP;0.000777384;1.265087684;;;;
NAP;0.001110814;0.875619756;;;;
SAP;0.001113897;1.072533273;;;;
TPL;0.000366598;0.975261846;;;;
TPL;0.001655122;1.088081867;;;;
UMW;0.0005447;1.334375737;;;;
CPL;0.000526915;1.265087683;;;;
XER;0.000478068;1.514114827;;;;
XER;0.002059279;1.251648371;;;;
XER;0.000792525;1.056650275;;;;
NAP;0.000906463;1.288913328;;;;
NAP;0.00113569;0.854814692;;;;
CPL;0.000588235;1.201926913;;;;
CPL;0.000507432;1.006842803;;;;
SAP;0.000664188;0.765185945;;;;
SAP;0.00082798;0.733547162;;;;
SAP;0.000749561;1.161263564;;;;
WMT;0.000492099;0.788633341;;;;
WMT;0.000402899;1.040418172;;;;
SAP;0.000497287;1.103309848;;;;
SAP;0.000549194;1.118230172;;;;
NAP;0.000628374;1.088081867;;;;
NAP;0.000999647;0.875619756;;;;
SAP;0.000716908;1.188619689;;;;
SAP;0.001042408;1.040418172;;;;
XER;0.000709604;0.811359163;;;;
SPL;0.001077044;1.132855025;;;;
SAP;0.001230272;1.252880283;;;;
SAP;0.00103551;1.323269799;;;;
NPL;0.000391009;0.915550072;;;;
NPL;0.001186926;0.715932301;;;;
WMT;0.001092868;0.875619756;;;;
WMT;0.001238465;0.953431757;;;;
UMW;0.000540042;0.971668015;;;;
XER;0.00051565;1.312940527;;;;
NPL;0.000339296;1.013681101;;;;
SPL;0.001756827;0.477554166;;;;
SPL;0.002788751;0.953431757;;;;
WMT;0.000466384;1.456052573;;;;
NPL;0.001862613;0.875619756;;;;
WMT;0.000834158;1.006842803;;;;
CPL;0.000745443;0.064260594;;;;
UMW;0.000950192;0.811359163;;;;
WMT;0.000561416;1.103309848;;;;
SAP;0.000458996;1.042057531;;;;
XER;0.000587262;1.311994299;;;;
XER;0.000520112;1.023821273;;;;
XER;0.000720215;0.765185945;;;;
WMT;0.000492768;0.733547162;;;;
TPL;0.000702015;0.544739639;;;;
WMT;0.000618982;0.690016276;;;;
WMT;0.000538633;1.023821273;;;;
WMT;0.000362584;0.663157646;;;;
TPL;0.000776333;0.403639436;;;;
TPL;0.000980726;0.715932302;;;;
NPL;0.000421059;0.403639435;;;;
CPL;0.000797281;1.287740126;;;;
SAP;0.000566901;1.227842938;;;;
NAP;0.000513411;1.300543977;;;;
XER;0.001295335;0.854814692;;;;
NAP;0.001038614;0.934733772;;;;
NAP;0.001041749;0.726049322;;;;
WMT;0.000376448;0.934733772;;;;
WMT;0.000482514;0.788633341;;;;
UMW;0.000517118;1.201926913;;;;
CPL;0.001024714;1.056650275;;;;
NPL;0.000421405;1.161263564;;;;
NPL;0.000751518;0.953431757;;;;
NPL;0.000351919;1.175068282;;;;
TPL;0.001103902;1.070960256;;;;
SPL;0.001046213;0.989464802;;;;
TPL;0.000712319;0.635285246;;;;
NAP;0.000624228;1.175068282;;;;
WMT;0.00049287;0.946009273;;;;
XER;0.000587537;0.811359163;;;;
SAP;0.000777381;1.006842803;;;;
SAP;0.001373829;1.132855025;;;;
NAP;0.00075584;1.437114845;;;;
NAP;0.00056176;0.788633341;;;;
UMW;0.00051758;1.252880283;;;;
NPL;0.000542471;1.214998598;;;;
TPL;0.000389493;0.544739638;;;;
XER;0.000967004;1.240467706;;;;
TPL;0.000807732;1.006842803;;;;
UMW;0.000563665;0.839894368;;;;
UMW;0.000856934;1.493518653;;;;
NAP;0.001806735;1.037128497;;;;
CPL;0.000427224;1.161263564;;;;
NPL;0.000571047;1.094210789;;;;
XER;0.002383119;0.740969646;;;;
XER;0.000439458;0.447650043;;;;
XER;0.000833868;1.188619689;;;;
XER;0.000605711;1.132855026;;;;
SAP;0.000784454;1.161263564;;;;
XER;0.000713712;1.311994299;;;;
CPL;0.000765915;0.934733772;;;;
CPL;0.000991196;0.895854746;;;;
SAP;0.002689736;1.249178366;;;;
XER;0.001059962;0.811359163;;;;
UMW;0.000481827;0.875619756;;;;
UMW;0.000580234;1.214998598;;;;
UMW;0.000958935;0.875619757;;;;
SAP;0.001000482;1.025497848;;;;
TPL;0.001004462;1.023821273;;;;
TPL;0.000464102;1.161263564;;;;
SAP;0.000906763;0.854814692;;;;
SAP;0.000674422;0.854814692;;;;
WMT;0.000639677;1.040418172;;;;
NPL;0.00059063;1.023821273;;;;
UMW;0.000838867;0.895854746;;;;
NPL;0.000387701;0.788633341;;;;
SAP;0.000676947;0.989464802;;;;
NAP;0.001295592;1.161263564;;;;
CPL;0.00034164;0.788633341;;;;
NAP;0.001097534;1.132855026;;;;
XER;0.000590706;0.740969646;;;;
XER;0.000527608;0.934733772;;;;
WMT;0.0004729;1.040418172;;;;
SPL;0.000666051;1.387530393;;;;
TPL;0.000999245;0.765185945;;;;
SPL;0.000507735;1.175068282;;;;
NAP;0.001157604;0.811359163;;;;
XER;0.000763679;0.934733772;;;;
XER;0.00061309;1.188619689;;;;
SPL;0.001301984;0.44152112;;;;
CPL;0.002264618;1.132855026;;;;
SPL;0.000352496;0.606319536;;;;
SAP;0.000516988;1.006842803;;;;
TPL;0.000515023;0.663157646;;;;
NPL;0.000794134;0.971668015;;;;
WMT;0.000652215;1.023821273;;;;
SPL;0.000582945;1.427460708;;;;
UMW;0.001065103;0.740969646;;;;
UMW;0.003294252;0.915550072;;;;
UMW;0.000876828;1.300543977;;;;
UMW;0.001337063;1.311994299;;;;
TPL;0.000554574;0.737130264;;;;
SPL;0.001928952;0.403639436;;;;
SPL;0.00081054;0.915550072;;;;
NPL;0.000941913;0.44152112;;;;
NAP;0.001193339;0.663157646;;;;
NPL;0.000551431;0.934733772;;;;
TPL;0.000395021;0.788633341;;;;
SAP;0.000585821;1.214998598;;;;
SAP;0.0020101;1.147195883;;;;
SAP;0.00076393;1.161263564;;;;
NAP;0.000485817;0.668608084;;;;
SAP;0.001015451;1.288913328;;;;
CPL;0.001018488;1.397717188;;;;
CPL;0.000388585;1.103309848;;;;
SAP;0.001059094;1.446644408;;;;
SAP;0.001695543;1.214998598;;;;
SAP;0.001181613;0.977052225;;;;
CPL;0.003746579;0.875619756;;;;
NAP;0.000458699;1.056650275;;;;
NPL;0.000834017;0.934733772;;;;
NPL;0.001188294;0.875619756;;;;
NPL;0.000621426;0.854814692;;;;
WMT;0.000417716;1.103309848;;;;
WMT;0.001096421;0.663157646;;;;
SAP;0.000537319;1.259009205;;;;
NAP;0.000378311;1.040418172;;;;
NPL;0.000629002;0.953431757;;;;
SAP;0.000429818;0.971668015;;;;
NAP;0.000391497;0.811359163;;;;
SAP;0.000616949;1.334375737;;;;
UMW;0.000373553;1.323269799;;;;
UMW;0.000718523;1.334375737;;;;
WMT;0.000430491;0.646560747;;;;
NPL;0.001273296;0.989464802;;;;
NPL;0.000511892;1.056650275;;;;
NAP;0.00045879;0.403639436;;;;
WMT;0.000363947;0.811359163;;;;
WMT;0.000526245;1.175068282;;;;
SAP;0.000762529;0.765185945;;;;
UMW;0.000459984;0.17810564;;;;
TPL;0.000628487;1.023821273;;;;
XER;0.001246101;0.989464802;;;;
SPL;0.003975063;0.833406499;;;;
WMT;0.001070693;1.094210789;;;;
WMT;0.000473131;1.265087684;;;;
WMT;0.000355477;1.277096581;;;;
CPL;0.00039203;0.971668015;;;;
SAP;0.000808062;1.201926913;;;;
SAP;0.000665024;0.915550072;;;;
SAP;0.00044448;0.765185945;;;;
SAP;0.000456896;1.175068282;;;;
XER;0.000812195;1.118230172;;;;
SAP;0.000712092;1.088081867;;;;
NAP;0.000552698;1.072533273;;;;
XER;0.000353913;0.875619756;;;;
XER;0.00048655;1.015380828;;;;
NAP;0.000605952;0.934733772;;;;
NAP;0.000475701;0.895854746;;;;
SPL;0.000749631;1.201926913;;;;
SPL;0.000515562;1.072533273;;;;
NPL;0.000409106;0.715932301;;;;
NAP;0.000708746;0.765185945;;;;
NPL;0.000372826;0.971668015;;;;
NPL;0.000486376;1.161263564;;;;
NAP;0.000903265;1.262662292;;;;
NAP;0.001271451;0.875619756;;;;
NPL;0.000483165;1.040418172;;;;
TPL;0.000732079;0.606319536;;;;
TPL;0.000576313;0.17810564;;;;
SAP;0.000597632;1.072533273;;;;
UMW;0.000939789;0.544739639;;;;
WMT;0.001377889;1.040418172;;;;
XER;0.000518734;1.239214897;;;;
WMT;0.001327739;0.854814692;;;;
WMT;0.000601769;1.118230172;;;;
SAP;0.000633958;1.240467706;;;;
SAP;0.001578391;1.427460708;;;;
SAP;0.001437671;0.895854747;;;;
WMT;0.00071878;1.232724191;;;;
WMT;0.000706723;1.214998598;;;;
SPL;0.001149276;1.311994299;;;;
NPL;0.001263025;1.072533273;;;;
NPL;0.001877678;1.132855026;;;;
NAP;0.000760761;1.201926913;;;;
NAP;0.000519694;0.740969646;;;;
WMT;0.000989419;0.944141937;;;;
NPL;0.00063946;0.915550072;;;;
WMT;0.000629342;1.006842803;;;;
WMT;0.000549039;1.225291879;;;;
WMT;0.000767797;1.023821273;;;;
NAP;0.000417205;1.053969579;;;;
NAP;0.000587801;1.023821273;;;;
NAP;0.000463765;0.806869599;;;;
NPL;0.000428599;1.277096581;;;;
XER;0.000953197;1.188619689;;;;
XER;0.000574621;1.147195883;;;;
NAP;0.001206795;1.240467706;;;;
SAP;0.000764974;1.311994298;;;;
XER;0.000604633;1.39179198;;;;
SPL;0.000680455;1.214998598;;;;
SPL;0.001055847;1.132855025;;;;
UMW;0.000863432;0.915550072;;;;
WMT;0.000763574;1.227842938;;;;
TPL;0.00049655;0.852701584;;;;
WMT;0.000526244;1.043693259;;;;
NPL;0.000767037;0.915550072;;;;
